date,Close,High,Low,Open,Volume,aVWAP_QQEMOD_bear_dot_c0_63,aVWAP_QQEMOD_bear_dot_c0_113,aVWAP_QQEMOD_bear_dot_c0_172,aVWAP_QQEMOD_bear_dot_c0_226,aVWAP_QQEMOD_bear_dot_c0_254,aVWAP_QQEMOD_bear_dot_c0_323,aVWAP_QQEMOD_bear_dot_c0_381,aVWAP_QQEMOD_bear_dot_c0_443,aVWAP_QQEMOD_bear_dot_c0_471,aVWAP_QQEMOD_bear_dot_c0_576,aVWAP_QQEMOD_bear_dot_c0_666,aVWAP_QQEMOD_bear_dot_c0_751,aVWAP_QQEMOD_bear_dot_c0_785,aVWAP_QQEMOD_bear_dot_c0_847,aVWAP_QQEMOD_bear_dot_c0_953,aVWAP_QQEMOD_bear_dot_c0_1011,aVWAP_QQEMOD_bear_dot_c0_1033,aVWAP_QQEMOD_bear_dot_c0_1095,aVWAP_QQEMOD_bear_dot_c0_1142,aVWAP_QQEMOD_bear_dot_c0_1183,aVWAP_QQEMOD_bear_dot_c0_1229,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_valley_c0_2,aVWAP_price_maxima_minima_valley_c0_3,aVWAP_price_maxima_minima_valley_c0_4,aVWAP_price_maxima_minima_valley_c0_5,aVWAP_price_maxima_minima_valley_c0_6,aVWAP_price_maxima_minima_valley_c0_7,aVWAP_price_maxima_minima_valley_c0_8,aVWAP_price_maxima_minima_valley_c0_9,aVWAP_price_maxima_minima_valley_c0_10,aVWAP_price_maxima_minima_peak_c0_1,aVWAP_price_maxima_minima_peak_c0_2,aVWAP_price_maxima_minima_peak_c0_3,aVWAP_price_maxima_minima_peak_c0_4,aVWAP_price_maxima_minima_peak_c0_5,aVWAP_price_maxima_minima_peak_c0_6,aVWAP_price_maxima_minima_peak_c0_7,aVWAP_price_maxima_minima_peak_c0_8,aVWAP_price_maxima_minima_peak_c0_9,aVWAP_price_maxima_minima_peak_c0_10,color
2021-06-21 00:00:00+00:00,11.4051935303,11.5461816091,11.2493646012,11.316148428,95390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.400246580200001,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,11.4422956563,11.4868182075,11.2716258768,11.4051935303,65708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4002465802,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,11.6649084123,11.7687943651,11.4052677346,11.4645569319,140144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.499219292313054,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,11.8801007431,11.954304995,11.6723288375,11.6723288375,94158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.579317626314493,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,11.7465330895,12.0507705226,11.7465330895,11.8875211683,363712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.708024860076243,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,11.5981245855,11.7020105383,11.4126139555,11.7020105383,123626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.688823040896294,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,11.5313407587,11.6983003257,11.5164999083,11.6649084123,100160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.677942269443005,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,11.4051935303,11.5789798885,11.4051935303,11.4497160815,116266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.655219312118735,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,11.4051935303,11.5387611839,11.3755118296,11.4942386327,67528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.64275215073237,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,11.3384097036,11.4163241681,11.2716258768,11.4051935303,90746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.621056311448127,,,,,,,,,,,#000000
