date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_852,Gap_Up_aVWAP_624,Gap_Up_aVWAP_579,Gap_Up_aVWAP_546,Gap_Up_aVWAP_426,Gap_Up_aVWAP_318,Gap_Up_aVWAP_294,Gap_Up_aVWAP_270,Gap_Up_aVWAP_252,Gap_Down_aVWAP_870,Gap_Down_aVWAP_774,Gap_Down_aVWAP_750,Gap_Down_aVWAP_540,Gap_Down_aVWAP_504,Gap_Down_aVWAP_498,Gap_Down_aVWAP_486,Gap_Down_aVWAP_348,Gap_Down_aVWAP_330,Gap_Down_aVWAP_246,aVWAP_OB_bull_870,aVWAP_OB_bull_674,aVWAP_OB_bull_259,aVWAP_OB_bear_749,aVWAP_OB_bear_466,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-07 15:00:00+00:00,14.23,14.23,14.05,14.055,260.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,260.0,False,False,False,False
2025-02-07 16:00:00+00:00,14.055,14.055,14.0,14.03,19.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-19.0,-0.2945736434108527,False,False,False,False,256.26356589147287,False,False,False,False
2025-02-07 17:00:00+00:00,14.03,14.03,13.96,13.96,5.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-24.0,-0.6620996334354906,False,False,False,False,252.36800673036475,False,False,False,False
2025-02-07 18:00:00+00:00,13.96,13.965,13.91,13.91,177.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-201.0,-3.7681135926070333,False,False,False,False,251.199510501987,False,False,False,False
2025-02-07 19:00:00+00:00,13.91,13.94,13.89,13.89,166.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-367.0,-9.399615707450335,False,False,False,False,249.87858785854533,False,False,False,False
2025-02-07 20:00:00+00:00,13.89,14.05,13.87,14.05,1073.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.908870828289864,-32.98201625453912,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,706.0,1.6918512027426935,False,False,False,False,262.6401601398082,False,False,False,False
2025-02-10 15:00:00+00:00,13.865,14.02,13.79,14.02,420.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.493995714923955,-24.58993610626583,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,286.0,6.099729478669163,False,False,False,False,265.07984757950106,False,False,False,False
2025-02-10 16:00:00+00:00,14.02,14.05,13.9,13.9,217.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.066483292655647,-24.41488864601063,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,69.0,7.0749274712479355,False,False,False,False,264.3344235860204,False,False,False,False
2025-02-10 17:00:00+00:00,13.9,13.9,13.86,13.86,289.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.87683143408237,-24.41488864601063,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-220.0,3.5543859600657965,False,False,False,False,264.71683562344646,False,False,False,False
2025-02-10 18:00:00+00:00,13.86,13.98,13.76,13.85,728.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.449209561925628,-24.41488864601063,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-948.0,-11.198395217609642,False,False,False,False,271.8995203424628,False,False,False,False
2025-02-10 19:00:00+00:00,13.85,13.96,13.83,13.93,556.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.10460672806137,-21.67327995345388,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-392.0,-17.102296066949027,False,False,False,False,276.3041789418044,False,False,False,False
2025-02-10 20:00:00+00:00,13.93,13.95,13.875,13.95,2714.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.24388414200606,-17.908809859778692,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,2322.0,19.162855810057934,False,False,False,False,314.0979126016214,False,False,False,False
