date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_136,aVWAP_OB_bull_173,aVWAP_OB_bear_94,aVWAP_OB_bear_59,aVWAP_OB_bear_33,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,33.73,36.27,33.42,35.02,4557330,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,36.21916716269918,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.672028642129156,1.4848708662680465,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-19722163,-2939899.144525962,False,False,False,False,5710376.066989872,False,False,False,False
2022-03-18 00:00:00+00:00,33.8,34.78,32.69,33.78,4081704,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,35.822125002335554,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.46540340777505,-1.717180586293786,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-15640459,-3880681.3560425574,False,False,False,False,5589733.691657288,False,False,False,False
2022-03-25 00:00:00+00:00,30.88,34.505,30.22,33.75,6398005,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,35.024464026531206,,0.0,0.0,0.0,0.0,-1.0,32.69,32.64,0.0,35.109992353407016,-5.203050422034025,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-22038464,-5225702.292631998,False,False,False,False,5649605.640423415,False,False,False,False
2022-04-01 00:00:00+00:00,30.89,32.64,29.38,31.0,6276285,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,34.3546214521418,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.011949899326346,-7.6172848905289925,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-15762179,-6006182.048733331,False,False,False,False,5696026.333725384,False,False,False,False
2022-04-08 00:00:00+00:00,30.1,31.43,28.73,31.0,6917501,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,33.697182894002246,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.464581605963875,-9.66384669779265,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-22679680,-7241255.971049381,False,False,False,False,5786505.938634615,False,False,False,False
2022-04-15 00:00:00+00:00,29.72,31.9,29.66,30.07,5127224,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,33.36203878692508,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.48494738527438,-11.3216580138726,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-27806904,-8764637.306527205,False,False,False,False,5737670.239476495,False,False,False,False
2022-04-22 00:00:00+00:00,27.35,29.81,26.92,29.7,12479367,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,32.29695702027782,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.172735068179474,-13.435922349173019,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-40286271,-11099573.135673337,False,False,False,False,6237055.184700459,False,False,False,False
2022-04-29 00:00:00+00:00,26.58,28.28,25.57,27.36,5837948,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,31.828312441576827,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.264568776979182,-15.266171600615763,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-46124219,-13693991.347845683,False,False,False,False,6207491.689537462,False,False,False,False
2022-05-06 00:00:00+00:00,24.41,27.82,23.75,26.59,11864211,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,30.86669437243308,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.253358905188627,-17.286945380578473,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-57988430,-16975060.87763489,False,False,False,False,6626507.934756909,False,False,False,False
2022-05-13 00:00:00+00:00,23.73,24.355,21.36,24.21,11529640,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,29.89672801630074,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.63339114547131,-19.004701266165444,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-69518070,-20867135.627439715,False,False,False,False,6989702.902552693,False,False,False,False
2022-05-20 00:00:00+00:00,21.89,23.55,21.06,23.53,6724598,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,29.368835552317798,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.018168394089468,-20.783990363268224,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-76242668,-24969026.91429603,False,False,False,False,6970065.5023636045,False,False,False,False
2022-05-27 00:00:00+00:00,22.41,23.04,20.12,22.06,5097325,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,17.153366,,25.427885963284385,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.606983028996158,-21.473268594066873,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-71145343,-28389494.772496324,False,False,False,False,6831343.983670005,False,False,False,False
2022-06-03 00:00:00+00:00,21.97,22.71,21.4,22.5,5155145,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.305324298198748,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.186991880138088,-22.253827395667056,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-76300488,-31938457.233792894,False,False,False,False,6707181.095990744,False,False,False,False
2022-06-10 00:00:00+00:00,21.8,23.1,21.53,22.44,5363438,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.18649261861384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.83666938423913,-23.026038438017764,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-81663926,-35621825.29054897,False,False,False,False,6607644.5703618005,False,False,False,False
2022-06-17 00:00:00+00:00,23.28,23.36,21.11,21.3,6581308,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.11372244920983,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.80535107280849,-23.026038438017764,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-75082618,-38544846.97273053,False,False,False,False,6605693.713297964,False,False,False,False
2022-06-24 00:00:00+00:00,23.07,24.23,22.92,23.4,16289358,,,,,,"rgba(239, 83, 80, 0.5)",1.0,23.9225,,24.53368886447906,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.117630960346524,-23.026038438017764,False,False,False,True,False,,0,,,False,False,False,False,-0.28091833339527605,-0.28091833339527605,False,False,False,False,-91371976,-42457967.64141715,False,False,False,False,7323002.178979596,False,False,False,False
2022-07-01 00:00:00+00:00,21.56,23.93,20.23,23.16,6359415,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,24.273158504709528,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.410237303467515,-23.026038438017764,False,False,False,True,False,,0,0.7465655498228384,1.213153477963573,False,False,False,False,-0.32708985139217694,-0.3040040923937265,False,False,False,False,-97731391,-46552295.29760848,False,False,False,False,7251625.350907033,False,False,False,False
2022-07-08 00:00:00+00:00,20.67,22.105,20.53,21.3,6033991,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,23.99957561841356,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.272474028497676,-23.026038438017764,False,False,False,True,False,,0,0.7334227673438101,1.280311741407947,False,False,False,False,-0.34282825441539394,-0.3234161734045602,False,False,False,False,-103765382,-50790301.72000785,False,False,False,False,7161430.213802809,False,False,False,False
2022-07-15 00:00:00+00:00,22.84,23.445,19.3001,20.49,8486064,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,23.334906490338867,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.157566348932246,-23.026038438017764,False,False,False,True,True,,0,0.701589977501385,1.267948329813868,False,False,False,False,-0.34110684434377114,-0.33226150887416567,False,False,False,False,-95279318,-54085784.40741468,False,False,False,False,7259551.235002601,False,False,False,False
2022-07-22 00:00:00+00:00,23.51,24.147,22.86,22.9,3766334,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,23.484899491980414,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.041109514925722,-23.026038438017764,False,False,False,True,True,,0,0.7239945063745479,1.2659540255688162,False,False,False,False,-0.27219924506038207,-0.30223037696727384,False,False,False,False,-91512984,-56858169.562421,False,False,False,False,7000794.402780185,False,False,False,False
2022-07-29 00:00:00+00:00,24.41,24.8,22.96,23.55,4353105,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,23.642179675996477,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.17218536911549,-28.712962714872972,False,False,False,True,True,,0,0.7431109323029939,1.2457557320864001,False,False,False,False,-0.25716067195116765,-0.27969552445922075,False,False,False,False,-87159879,-59102740.6318713,False,False,False,False,6804669.261833505,False,False,False,False
2022-08-05 00:00:00+00:00,27.78,28.12,23.82,24.18,5785036,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,24.075960854785812,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.71938071408137,-23.255420683463214,False,False,False,True,True,,0,0.797831245972196,1.1925083797391443,False,False,False,False,-0.18997802912244927,-0.234836776790835,False,False,False,False,-81374843,-60752525.99247342,False,False,False,False,6729140.872068061,False,False,False,False
2022-08-12 00:00:00+00:00,29.13,29.3453,27.03,27.83,3960980,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,24.433841043712103,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.75644012237875,-18.437860007911866,False,False,False,True,True,,0,0.8297769606957133,1.1713165464282207,False,False,False,False,-0.1204882311284257,-0.17766250395963035,False,False,False,False,-77413863,-61986699.10414206,False,False,False,False,6524091.918581538,False,False,False,False
2022-08-19 00:00:00+00:00,29.98,30.65,28.4,29.15,4434124,,,,,29.67666666666667,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.588199020948746,,-1.0,30.65,28.4,0.0,0.0,0.0,0.0,0.0,43.99472906121705,-14.471370273139172,False,False,False,True,True,,0,0.8213156148246471,1.1680553539208163,False,False,False,False,-0.0008521972541373675,-0.08925735060688386,False,False,False,False,-72979739,-62800998.35568709,False,False,False,False,6369279.480168091,False,False,False,True
2022-08-26 00:00:00+00:00,26.82,29.48,26.52,29.38,3853950,,,,,28.714117768092645,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.515433653217748,,0.0,0.0,0.0,0.0,-1.0,28.4,27.27,0.0,44.56092159220912,-14.011954859699145,False,False,False,True,True,,0,0.9022834366493584,1.1817799711782602,False,False,False,False,-0.02420129379674577,-0.056729322201814814,False,False,False,False,-76833689,-63840456.921932496,False,False,False,False,6182958.777933418,False,False,False,False
2022-09-02 00:00:00+00:00,25.62,27.27,25.38,26.64,3603556,,,,,27.918923557718053,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.380695022697964,,0.0,0.0,0.0,0.0,-1.0,26.52,25.9236,0.0,44.17286006497308,-14.011954859699145,False,False,False,True,True,,0,0.8596955792868621,1.1327635112794605,False,False,False,False,-0.0858972038669748,-0.07131326303439481,False,False,False,False,-80437245,-65069848.63141897,False,False,False,False,5991891.905493905,False,False,False,False
2022-09-09 00:00:00+00:00,24.98,25.9236,23.9864,25.52,3331177,,,,,27.27215754558276,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.225969401968555,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.48432520644596,-14.011954859699145,False,False,False,True,True,,0,0.8502654149349541,1.1409579627419744,False,False,False,False,-0.1375244739033941,-0.10441886846889445,False,False,False,False,-83768422,-66454928.14020275,False,False,False,False,5794801.912494356,False,False,False,False
2022-09-16 00:00:00+00:00,22.75,25.725,22.33,25.06,5827983,,,,,26.255969628455755,"rgba(239, 83, 80, 0.5)",0.0,0.0,,24.896559153188434,,0.0,0.0,0.0,0.0,-1.0,23.9864,23.1,0.0,41.672272600857156,-14.011954859699145,False,False,False,True,True,,0,0.8397246407322919,1.1196838040415633,False,False,False,False,-0.16967214960469973,-0.13704550903679708,False,False,False,False,-89596405,-68169111.61129884,False,False,False,False,5797259.770828106,False,False,False,False
2022-09-23 00:00:00+00:00,21.59,23.1,20.78,22.43,4728194,,,,,25.44296767559446,"rgba(239, 83, 80, 0.5)",0.0,0.0,,24.556763462058505,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.76155684881128,-14.011954859699145,False,False,False,True,True,,0,0.8487038543045572,1.1580484503831747,False,False,False,False,-0.2959604718229863,-0.21650299042989168,False,False,False,False,-94324599,-70106555.121573,False,False,False,False,5718069.713729728,False,False,False,False
2022-09-30 00:00:00+00:00,19.89,22.61,19.72,21.72,4575184,,,,,24.734104811624775,"rgba(239, 83, 80, 0.5)",0.0,0.0,,24.21761883294944,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.561315216989094,-14.011954859699145,False,False,False,True,False,,0,0.8445856412950054,1.138403089485245,False,False,False,False,-0.34282825441539394,-0.2796656224226428,False,False,False,False,-98899783,-72239386.8162713,False,False,False,False,5633411.5127127115,False,False,False,False
2022-10-07 00:00:00+00:00,19.93,22.01,19.625,20.08,4572597,,,,,24.182614227703787,"rgba(239, 83, 80, 0.5)",0.0,0.0,,23.928710494744898,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.03052905681656,-14.011954859699145,False,False,False,True,False,,0,0.8521725832616186,1.1299112135941252,False,False,False,False,-0.34282825441539394,-0.3112469384190184,False,False,False,False,-94327186,-73875520.08914009,False,False,False,False,5554832.659919177,False,False,False,False
2022-10-14 00:00:00+00:00,20.56,21.5209,19.58,19.9,4606983,,,,,23.759718495994022,"rgba(239, 83, 80, 0.5)",0.0,0.0,,23.68952709206556,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.60086393590146,-6.6306877238297375,False,False,False,True,False,,0,0.8368230264019892,1.1449406102080866,False,False,False,False,-0.34282825441539394,-0.3270375964172062,False,False,False,False,-89720203,-75049200.30475935,False,False,False,False,5484621.573999238,False,False,False,False
2022-10-21 00:00:00+00:00,21.01,22.3,20.4,20.92,5298530,,,,,23.461530083412224,"rgba(239, 83, 80, 0.5)",0.0,0.0,,23.508323869526098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.771992459520256,-6.718363625934025,False,False,False,True,False,,0,0.8887789843495598,1.1032711973496527,False,False,False,False,-0.2781587002925396,-0.30259814835487286,False,False,False,False,-84421673,-75743457.54144384,False,False,False,False,5470837.0129622575,False,False,False,False
2022-10-28 00:00:00+00:00,21.51,22.725,20.52,20.95,4773640,,,,,23.280949228777505,"rgba(239, 83, 80, 0.5)",0.0,0.0,,22.990795009160706,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.43239853728955,-6.718363625934025,False,False,False,True,False,,0,0.9105620034111237,1.0739538989882185,False,False,False,False,-0.25665059173347887,-0.27962437004417584,False,False,False,False,-79648033,-76032685.35318874,False,False,False,False,5419192.789779868,False,False,False,False
2022-11-04 00:00:00+00:00,16.24,21.66,15.33,21.66,12206281,,,,,22.187415965386272,"rgba(239, 83, 80, 0.5)",0.0,0.0,,20.407565245571696,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.18344198076821,-8.790158871820339,False,False,False,True,False,,0,0.8633967242013362,1.080473101437796,False,False,False,False,-0.34282825441539394,-0.3112263122297849,False,False,False,False,-91854314,-77204657.84554513,False,False,False,False,5921940.064610989,False,False,False,False
2022-11-11 00:00:00+00:00,17.97,18.17,15.67,16.47,5861446,,,,,21.76150173924034,"rgba(239, 83, 80, 0.5)",0.0,0.0,,20.075672992608773,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.22698364892203,-9.010115608418602,False,False,False,True,False,,0,0.9040760906278287,1.0823384417693833,False,False,False,False,-0.34282825441539394,-0.32702728332258946,False,False,False,False,-85992868,-77855636.37550475,False,False,False,False,5917459.022787953,False,False,False,False
2022-11-18 00:00:00+00:00,16.23,18.01,15.665,17.81,4400636,,,,,21.448493162605857,"rgba(239, 83, 80, 0.5)",0.0,0.0,,19.812537822055432,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.47199267458169,-10.031229304092065,False,False,False,True,False,,0,0.9107712591434947,1.0757275197125373,False,False,False,False,-0.34282825441539394,-0.33492776886899167,False,False,False,False,-90393504,-78784367.31065254,False,False,False,False,5805101.761840697,False,False,False,False
2022-11-25 00:00:00+00:00,16.98,17.05,16.01,16.05,3876937,,,,,21.205084984788964,"rgba(239, 83, 80, 0.5)",0.0,0.0,,19.626861188776562,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.63026174088381,-10.16956726333045,False,False,False,True,False,,0,0.9281170868634365,1.0849243055846658,False,False,False,False,-0.34282825441539394,-0.3388780116421928,False,False,False,False,-86516567,-79357122.8431968,False,False,False,False,5662274.742445091,False,False,False,False
2022-12-02 00:00:00+00:00,17.69,18.15,16.64,16.87,4025464,,,,,21.018261497289505,"rgba(239, 83, 80, 0.5)",0.0,0.0,,19.530337857853,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.401744655794836,-10.16956726333045,False,False,False,True,False,,0,0.9182792836436297,1.0625287299393442,False,False,False,False,-0.2942782240331786,-0.3165781178376857,False,False,False,False,-82491103,-79589269.52147852,False,False,False,False,5541029.5022639735,False,False,False,False
2022-12-09 00:00:00+00:00,12.68,17.51,12.04,17.44,27661932,,,,,19.234348484657808,"rgba(239, 83, 80, 0.5)",0.0,0.0,,16.325817632825732,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.784227762897444,-11.517130627247099,False,False,False,True,False,0.0,0,0.8516529990406215,1.0711890907449815,False,False,False,False,-0.34282825441539394,-0.3297031861265398,False,False,False,False,-110153035,-81853252.14951715,False,False,False,False,7179614.872466642,True,False,False,False
2022-12-16 00:00:00+00:00,14.04,14.14,12.46,12.71,18462281,,,,,18.401621802088716,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.778471477268337,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.795112811409375,-11.762939533625897,False,False,False,True,False,0.0,0,0.8627428240920842,1.125072849062614,False,False,False,False,-0.34282825441539394,-0.3362657202709669,False,False,False,False,-91690754,-82581955.99029365,False,False,False,False,8015367.918950595,False,False,False,False
2022-12-23 00:00:00+00:00,14.45,14.705,13.15,13.97,8017578,,,,,18.144571263683414,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.6621834395951,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.15156315305577,-11.762939533625897,False,False,False,True,False,0.0,0,0.8468521311250005,1.1290859544242473,False,False,False,False,-0.3144440250900481,-0.3253548726805075,False,False,False,False,-83673176,-82662787.10212375,False,False,False,False,8015531.6286579585,False,False,False,False
2022-12-30 00:00:00+00:00,14.88,15.005,14.12,14.5,3797296,,,,,18.048858463880467,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.637665440149341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.78316146991601,-11.762939533625897,False,False,False,True,False,0.0,0,0.8961103152845982,1.1254761610549455,False,False,False,False,-0.2862113969890745,-0.305783134834791,False,False,False,False,-79875880,-82456349.53900348,False,False,False,False,7703069.730238851,False,False,False,False
2023-01-06 00:00:00+00:00,16.36,16.57,14.92,15.0,6138761,,,,,17.95941739956552,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.68471541908853,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5031206188805,-11.762939533625897,False,False,False,True,False,0.0,0,0.9032974797952649,1.0730218243120797,False,False,False,False,-0.23476220987097987,-0.27027267235288543,False,False,False,False,-73737119,-81810480.61018841,False,False,False,False,7587195.009480418,False,False,False,False
2023-01-13 00:00:00+00:00,16.46,17.0,16.35,16.5,5027239,,,,,17.913688409691236,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.74985604039431,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.816783300188845,-11.762939533625897,False,False,False,True,True,0.0,0,0.9406453875156022,1.091763926241427,False,False,False,False,-0.1951521114616325,-0.23271239190725895,False,False,False,False,-68709880,-80840065.75017446,False,False,False,False,7397568.638407794,False,False,False,False
2023-01-20 00:00:00+00:00,17.37,17.47,16.205,16.6,5347890,,,,,17.88256688296881,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.831274679456081,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.542916134342775,-16.002662277801043,False,False,False,True,True,0.0,0,0.8812942229318638,1.095882076473883,False,False,False,False,-0.18829594899192856,-0.21050417044959374,False,False,False,False,-63361990,-79545393.47238377,False,False,False,False,7245740.591118327,False,False,False,False
2023-01-27 00:00:00+00:00,17.22,17.67,16.57,17.57,8335724,,,,,17.845220553612638,"rgba(239, 83, 80, 0.5)",0.0,0.0,,15.94942671678302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.67712015410346,-14.797634900604315,False,False,False,True,True,0.0,0,0.8841800731082745,1.1044171211499239,False,False,False,False,-0.17641790315025713,-0.19346103679992543,False,False,False,False,-71697714,-78964083.88183682,False,False,False,False,7326480.102887341,False,False,False,False
2023-02-03 00:00:00+00:00,16.62,18.86,15.86,16.99,8605414,,,,,17.808468711163002,"rgba(239, 83, 80, 0.5)",0.0,0.0,,16.048190361914127,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0814967208499,-14.291230496585044,False,False,False,True,True,0.0,0,0.8555461619880044,1.142123937398899,False,False,False,False,-0.1663655141089184,-0.17991327545442193,False,False,False,False,-80303128,-79063272.33503409,False,False,False,False,7421215.947117908,False,False,False,False
