date,Open,High,Low,Close,Volume,aVWAP_peak_877,aVWAP_valley_851,aVWAP_valley_825,aVWAP_valley_778,aVWAP_valley_714,aVWAP_valley_668,aVWAP_valley_628,aVWAP_valley_606,aVWAP_valley_555,aVWAP_valley_506,aVWAP_valley_468,aVWAP_valley_444,aVWAP_valley_387,aVWAP_valley_342,aVWAP_valley_264,aVWAP_OB_bull_851,aVWAP_OB_bull_778,aVWAP_OB_bull_444,aVWAP_OB_bull_264,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,23.91,24.145,23.63,23.955,7746.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,7746.0,False,False,False,False
2025-02-03 16:00:00+00:00,23.955,24.28,23.845,24.04,53412.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,53412.0,828.0930232558139,False,False,False,False,8454.0,False,False,False,False
2025-02-03 17:00:00+00:00,24.04,24.25,24.035,24.065,16457.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,69869.0,1898.4946818099872,False,False,False,False,8578.077519379845,False,False,False,False
2025-02-03 18:00:00+00:00,24.06,24.195,24.005,24.095,7749.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,77618.0,3072.440500696654,False,False,False,False,8565.2236043507,False,False,False,False
2025-02-03 19:00:00+00:00,24.09,24.33,24.09,24.25,14394.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,92012.0,4451.348399910659,False,False,False,False,8655.592230639835,False,False,False,False
2025-02-03 20:00:00+00:00,24.25,24.265,23.855,23.87,19600.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.30637795628513,31.37574016065662,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,72412.0,5505.001913090339,False,False,False,False,8825.27297125007,False,False,False,False
2025-02-04 15:00:00+00:00,24.105,24.32,24.035,24.08,6306.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,71.27339316036593,25.38767116695223,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,78718.0,6640.087154747853,False,False,False,False,8786.214475571775,False,False,False,False
2025-02-04 16:00:00+00:00,24.08,24.205,24.025,24.145,6469.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.23793821110593,22.899936705772262,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,85187.0,7857.868749247886,False,False,False,False,8750.288669748956,False,False,False,False
2025-02-04 17:00:00+00:00,24.14,24.195,24.085,24.17,4368.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.04906801137409,21.694014698598167,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,89555.0,9124.490939182027,False,False,False,False,8682.346209752846,False,False,False,False
2025-02-04 18:00:00+00:00,24.165,24.28,24.155,24.16,3498.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.260016195380835,20.44715703995223,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,86057.0,10317.24301764432,False,False,False,False,8601.968749136522,False,False,False,False
2025-02-04 19:00:00+00:00,24.16,24.295,24.155,24.29,6396.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.6553673677764,20.44715703995223,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,92453.0,11590.66560651805,False,False,False,False,8567.767683258435,False,False,False,False
2025-02-04 20:00:00+00:00,24.29,24.395,24.18,24.19,19958.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.37417028335556,19.820431193240566,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,72495.0,12534.918852928624,False,False,False,False,8744.360432355203,False,False,False,False
2025-02-05 15:00:00+00:00,24.81,25.29,24.77,25.225,21564.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,25.095,,69.63580930271378,19.820431193240566,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,94059.0,13798.858095518877,False,False,False,False,8943.114534179153,False,False,False,False
2025-02-05 16:00:00+00:00,25.225,25.26,24.835,25.04,9835.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,25.07933867320615,,71.34699515823121,13.280656641462855,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,84224.0,14890.720760704631,False,False,False,False,8956.942215819785,False,False,False,False
2025-02-05 17:00:00+00:00,25.04,25.185,25.02,25.125,5160.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,25.08366626548866,,72.94635821798694,14.944611050599207,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,89384.0,16045.65532255417,False,False,False,False,8898.074894644284,False,False,False,False
2025-02-05 18:00:00+00:00,25.125,25.185,24.865,24.915,10382.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,25.062581360999268,,70.67224953499493,14.944611050599207,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,79002.0,17021.722681894415,False,False,False,False,8921.081485424993,False,False,False,False
2025-02-05 19:00:00+00:00,24.91,24.93,24.72,24.73,17960.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.988072577207333,,66.61303319723817,14.944611050599207,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,61042.0,17704.207601554965,False,False,False,False,9061.219756968792,False,False,False,False
2025-02-05 20:00:00+00:00,24.735,24.99,24.71,24.985,29603.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.958917964671684,,66.00657137254099,14.944611050599207,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,90645.0,18835.072599980467,False,False,False,False,9379.696970039044,False,False,False,False
2025-02-06 15:00:00+00:00,24.665,24.905,24.565,24.835,8008.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.94402993470683,,63.63110443095813,21.025658990305487,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,82637.0,19824.249768973015,False,False,False,False,9358.430350348517,False,False,False,False
2025-02-06 16:00:00+00:00,24.83,24.91,24.78,24.78,4781.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.938651667241412,,61.33537376716731,18.51789102894992,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,77856.0,20723.966826818392,False,False,False,False,9287.462437940012,False,False,False,False
2025-02-06 17:00:00+00:00,24.78,24.845,24.705,24.77,9352.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.92539728806778,,59.665551269987404,16.592046220575256,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,68504.0,21464.742534929734,False,False,False,False,9288.463020297531,False,False,False,False
2025-02-06 18:00:00+00:00,24.77,24.8,24.68,24.78,7668.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.91478386545789,,58.67199221056546,15.256928989907351,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,76172.0,22312.917069271905,False,False,False,False,9263.3395626185,False,False,False,False
2025-02-06 19:00:00+00:00,24.785,24.785,24.605,24.63,7270.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.90144365153553,,55.70811338622952,12.107443347233911,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,68902.0,23035.228432539006,False,False,False,False,9232.435073275577,False,False,False,False
2025-02-06 20:00:00+00:00,24.63,24.81,24.62,24.81,20513.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.88056907041167,,56.09613330837823,12.107443347233911,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,89415.0,24064.37217777096,False,False,False,False,9407.327552759678,False,False,False,False
