date,Open,High,Low,Close,Volume,aVWAP_peak_851,aVWAP_peak_820,aVWAP_peak_819,aVWAP_peak_803,aVWAP_peak_767,aVWAP_peak_724,aVWAP_peak_696,aVWAP_peak_675,aVWAP_peak_674,aVWAP_peak_636,aVWAP_peak_582,aVWAP_peak_578,aVWAP_peak_577,aVWAP_peak_557,aVWAP_peak_556,aVWAP_peak_486,aVWAP_peak_469,aVWAP_peak_468,aVWAP_peak_413,aVWAP_peak_363,aVWAP_peak_336,aVWAP_peak_318,aVWAP_peak_289,aVWAP_peak_272,aVWAP_peak_271,aVWAP_peak_246,aVWAP_peak_233,aVWAP_peak_209,aVWAP_peak_168,aVWAP_peak_144,aVWAP_peak_122,aVWAP_peak_43,aVWAP_valley_828,aVWAP_valley_815,aVWAP_valley_797,aVWAP_OB_bull_886,aVWAP_OB_bear_724,aVWAP_OB_bear_144,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-10 19:00:00+00:00,4.945,4.945,4.91,4.92,502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.886947504293104,-36.36802141069922,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3225.0,-259.76501431686535,False,False,False,False,480.76904748009434,False,False,False,False
2025-02-10 20:00:00+00:00,4.92,4.93,4.905,4.91,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.57023857554068,-36.36802141069922,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5525.0,-341.39656448249536,False,False,False,False,508.9741785269146,False,False,False,False
2025-02-11 15:00:00+00:00,4.92,4.945,4.915,4.94,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.86795814410834,-34.28027686020549,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5521.0,-421.70049371532485,False,False,False,False,501.14512149548955,False,False,False,False
2025-02-11 16:00:00+00:00,4.94,4.98,4.94,4.965,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.404843862031,-27.394397111217625,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-5463.0,-499.8601759833043,False,False,False,False,494.2746544955595,False,False,False,False
2025-02-11 17:00:00+00:00,4.965,4.97,4.955,4.965,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,44.096101007312775,-22.49693986165235,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-5463.0,-576.8080802316251,False,False,False,False,492.05334202276015,False,False,False,False
2025-02-11 18:00:00+00:00,4.965,4.98,4.965,4.97,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.22831746058412,-18.242255352208094,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5241.0,-649.1211332512898,False,False,False,False,487.8664685030274,False,False,False,False
2025-02-11 19:00:00+00:00,4.97,4.97,4.94,4.95,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,46.50995906748298,-17.695247116157,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5560.0,-725.258790100107,False,False,False,False,485.2483837200347,False,False,False,False
2025-02-11 20:00:00+00:00,4.95,4.975,4.94,4.955,1297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,46.80718494895372,-16.049700932830305,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4263.0,-780.1074910287875,False,False,False,False,497.83368009646824,False,False,False,False
2025-02-12 15:00:00+00:00,4.87,4.885,4.86,4.88,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.416075785528065,-16.049700932830305,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4268.0,-834.1833438810544,False,False,False,False,490.1928478469106,False,False,False,False
2025-02-12 16:00:00+00:00,4.875,4.88,4.86,4.875,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.8759721678437,-16.049700932830305,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4297.0,-887.8704238208829,False,False,False,False,483.0425711361058,False,False,False,False
2025-02-12 17:00:00+00:00,4.875,4.905,4.87,4.895,429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.77956856861389,-16.049700932830305,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3868.0,-934.0739831414894,False,False,False,False,482.20470181616616,False,False,False,False
2025-02-12 18:00:00+00:00,4.895,4.9,4.865,4.875,369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.30345255897231,-16.049700932830305,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4237.0,-985.2821384416213,False,False,False,False,480.4495901601016,False,False,False,False
2025-02-12 19:00:00+00:00,4.875,4.885,4.855,4.88,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.06055706845511,-16.049700932830305,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3992.0,-1031.897919240976,False,False,False,False,476.7992089173093,False,False,False,False
2025-02-12 20:00:00+00:00,4.88,4.92,4.875,4.905,1678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.31101600503459,-16.049700932830305,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2314.0,-1051.7754708806508,False,False,False,False,495.4224769961107,False,False,False,False
2025-02-13 15:00:00+00:00,4.88,4.91,4.845,4.865,582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,36.30651783447648,-16.049700932830305,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2896.0,-1080.3680992390903,False,False,False,False,496.76476417446554,False,False,False,False
2025-02-13 16:00:00+00:00,4.87,4.87,4.83,4.845,948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.848333333333333,,34.392336005338464,-16.049700932830305,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3844.0,-1123.2151054524377,False,False,False,False,503.7606593035436,False,False,False,False
2025-02-13 17:00:00+00:00,4.845,4.89,4.845,4.855,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.850142238713667,,34.451686679807025,-16.049700932830305,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3714.0,-1163.382313119842,False,False,False,False,497.9659203996127,False,False,False,False
2025-02-13 18:00:00+00:00,4.855,4.92,4.855,4.91,742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.868430402930403,,40.229178207721446,-16.049700932830305,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2972.0,-1191.4228974125574,False,False,False,False,501.74939450194427,False,False,False,False
2025-02-13 19:00:00+00:00,4.91,4.935,4.905,4.92,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.876141744548287,,44.90156158020699,-11.92414765462145,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2652.0,-1214.0675036542232,False,False,False,False,498.9315744321467,False,False,False,False
2025-02-13 20:00:00+00:00,4.925,4.94,4.905,4.92,387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,4.902390185991294,,48.01648382853068,-8.936073895419526,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2652.0,-1236.3610307293513,False,False,False,False,497.19620118513666,False,False,False,False
2025-02-14 15:00:00+00:00,4.93,4.93,4.905,4.925,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,4.902395333773761,,50.570512869763434,-6.440528482389979,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2651.0,-1258.2934178498265,False,False,False,False,489.50323682567716,False,False,False,False
2025-02-14 16:00:00+00:00,4.925,4.935,4.9,4.9,1072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,4.90297472412481,,49.49449249822991,-6.440528482389979,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3723.0,-1296.5059229994415,False,False,False,False,498.53419439427125,False,False,False,False
2025-02-14 17:00:00+00:00,4.9,4.905,4.9,4.905,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,4.902737800549051,,49.34916241642974,-6.440528482389979,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3598.0,-1332.1880017126284,False,False,False,False,492.742966574205,False,False,False,False
2025-02-14 18:00:00+00:00,4.905,4.915,4.9,4.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,4.902733204624525,,48.67394319640939,-6.440528482389979,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3603.0,-1367.3943892829752,False,False,False,False,485.1810601156902,False,False,False,False
2025-02-14 19:00:00+00:00,4.895,4.915,4.89,4.905,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,4.902697427652592,,48.89567204853995,-6.440528482389979,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3581.0,-1401.7138561157974,False,False,False,False,477.99995840847015,False,False,False,False
2025-02-14 20:00:00+00:00,4.895,4.905,4.88,4.895,1911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.8974919007635584,,47.739790280312654,-6.440528482389979,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5492.0,-1465.1291451682655,False,False,False,False,500.217013316866,False,False,False,False
2025-02-17 15:00:00+00:00,4.895,4.895,4.895,4.895,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.8974919007635584,,46.969202434827785,-6.440528482389979,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5492.0,-1527.5612514447264,False,False,False,False,492.46171078482155,False,False,False,False
2025-02-17 16:00:00+00:00,4.895,4.895,4.895,4.895,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.8974919007635584,,46.45547720450454,-6.440528482389979,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5492.0,-1589.0254180889942,False,False,False,False,484.8266455013359,False,False,False,False
2025-02-17 17:00:00+00:00,4.895,4.895,4.895,4.895,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.8974919007635584,,46.11299371762238,-6.440528482389979,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5492.0,-1649.5366519170718,False,False,False,False,477.30995332302064,False,False,False,False
2025-02-17 18:00:00+00:00,4.895,4.895,4.895,4.895,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.8974919007635584,,45.884671393034274,-6.440528482389979,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5492.0,-1709.109727081148,False,False,False,False,469.909799007935,False,False,False,False
2025-02-17 19:00:00+00:00,4.895,4.895,4.895,4.895,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.8974919007635584,,45.732456509975535,-6.440528482389979,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5492.0,-1767.759188676789,False,False,False,False,462.62437576750193,False,False,False,False
2025-02-17 20:00:00+00:00,4.895,4.895,4.895,4.895,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.8974919007635584,,45.630979921269706,-6.440528482389979,True,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5492.0,-1825.4993562942032,False,False,False,False,455.4519048253701,False,False,False,False
2025-02-18 15:00:00+00:00,4.92,4.995,4.92,4.995,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,4.899345927013378,,57.27561124459954,3.5835826099696604,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5376.0,-1880.5458779020448,False,False,False,False,450.1890845955194,False,False,False,False
2025-02-18 16:00:00+00:00,5.0,5.005,4.95,4.96,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.971666666666667,,,,,,,4.971666666666667,,"rgba(38, 166, 154, 1.0)",,4.929837073190497,,59.60736354834565,5.30658435511431,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6074.0,-1945.5606704927106,False,False,False,False,454.03111429171287,False,False,False,False
2025-02-18 17:00:00+00:00,4.955,4.96,4.94,4.95,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.963773527625986,,,,,,,4.963773527625986,,"rgba(38, 166, 154, 1.0)",,4.929101858354407,,59.85416947762664,5.311140501691526,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6474.0,-2015.769032190498,False,False,False,False,453.1934225972677,False,False,False,False
2025-02-18 18:00:00+00:00,4.95,4.955,4.92,4.925,611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.952890579286132,,,,,,,4.952890579286132,,"rgba(38, 166, 154, 0.75)",,4.926810720549792,,57.07130535259823,5.311140501691526,True,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7085.0,-2094.3617603735906,False,False,False,False,455.64003620041086,False,False,False,False
2025-02-18 19:00:00+00:00,4.925,4.945,4.92,4.94,861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.946896887159533,,,,,,,4.946896887159533,,"rgba(38, 166, 154, 0.75)",,4.92644954061688,,56.67090104945649,5.311140501691526,True,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6224.0,-2158.387159437566,False,False,False,False,461.92468680195486,False,False,False,False
2025-02-18 20:00:00+00:00,4.935,4.95,4.91,4.925,3469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.936233371971077,,,,,,,4.936233371971077,,"rgba(38, 166, 154, 0.75)",,4.925398816304759,,54.69170841233614,9.507328146628765,True,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9693.0,-2275.2028623920223,False,False,False,False,508.5460094871959,False,False,False,False
2025-02-19 15:00:00+00:00,4.875,4.895,4.85,4.86,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.934867218346043,,,,,,,4.934867218346043,,"rgba(239, 83, 80, 0.5)",,4.924543578873995,,48.138356002315945,3.4241763028291956,True,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9817.0,-2392.129949796797,False,False,False,False,502.58405585173546,False,False,False,False
2025-02-19 16:00:00+00:00,4.865,4.915,4.855,4.9,511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.931431924882629,,,,,,,4.931431924882629,,"rgba(239, 83, 80, 0.5)",,4.922499235945536,,47.590821437475356,3.0208907448333377,True,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9306.0,-2499.3217335208774,False,False,False,False,502.7145356059721,False,False,False,False
2025-02-19 17:00:00+00:00,4.905,4.925,4.88,4.885,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9299125949276394,,,,,,,4.9299125949276394,,"rgba(239, 83, 80, 0.5)",,4.92161162367153,,46.15198023433358,1.6010502540920513,True,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9611.0,-2609.5803112957474,False,False,False,False,499.6491939686702,False,False,False,False
2025-02-19 18:00:00+00:00,4.88,4.89,4.865,4.865,432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.926614491971393,,,,,,,4.926614491971393,,"rgba(239, 83, 80, 0.5)",,4.91944743991327,,43.834757521486594,-0.6902525323242656,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10043.0,-2724.827128174883,False,False,False,False,498.6003692559776,False,False,False,False
2025-02-19 19:00:00+00:00,4.87,4.9,4.87,4.89,844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.922530183727033,,,,,,,4.922530183727033,,"rgba(239, 83, 80, 0.5)",,4.916797437470339,,44.659331828152375,-0.6902525323242656,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9199.0,-2825.201901381474,False,False,False,False,503.95540229076863,False,False,False,False
2025-02-19 20:00:00+00:00,4.895,4.915,4.885,4.9,2262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.917684384013184,,,,,,,4.917684384013184,,"rgba(239, 83, 80, 0.5)",,4.913773758938855,,46.10355924647713,-0.6902525323242656,True,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6937.0,-2888.9507091119935,False,False,False,False,531.2119076816094,False,False,False,False
2025-02-20 15:00:00+00:00,4.85,4.87,4.81,4.845,692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.912991346239628,,,,,,,4.912991346239628,,"rgba(239, 83, 80, 0.5)",,4.910162148771216,,43.20896222589558,-1.5952212487183175,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7629.0,-2962.4398454048305,False,False,False,False,533.7047463222045,False,False,False,False
2025-02-20 16:00:00+00:00,4.845,4.87,4.845,4.87,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.912082785616217,,,,,,,4.912082785616217,,"rgba(239, 83, 80, 0.5)",,4.909463019665831,,43.52732667157353,-1.5952212487183175,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7427.0,-3031.657832297779,False,False,False,False,528.562037076899,False,False,False,False
2025-02-20 17:00:00+00:00,4.87,4.87,4.84,4.85,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.912077637574482,,,,,,,4.912077637574482,,"rgba(239, 83, 80, 0.5)",,4.909459020748486,,42.43794680925855,-2.7597004948660384,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7428.0,-3099.8181759830845,False,False,False,False,520.3827806881098,False,False,False,False
2025-02-20 18:00:00+00:00,4.845,4.85,4.83,4.835,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.911743137939054,,,,,,,4.911743137939054,,"rgba(239, 83, 80, 1.0)",,4.909196909630918,,40.78005534740146,-4.5778861073685775,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7480.0,-3167.727971704277,False,False,False,False,513.1210321503097,False,False,False,False
