date,Close,High,Low,Open,Volume,aVWAP_peak_38,aVWAP_valley_43,aVWAP_valley_27,aVWAP_OB_bull_27,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-10-04 00:00:00+00:00,7.68,8.4,6.4904,7.04,189581,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,189581.0,False,False,False,False
2024-10-11 00:00:00+00:00,7.2,9.36,6.292,7.68,230426,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-230426,-17068.59259259259,False,False,False,False,192606.55555555556,False,False,False,False
2024-10-18 00:00:00+00:00,6.0844,7.6,5.6264,7.2,154106,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-384532,-44288.104252400546,False,False,False,False,189754.66255144036,False,False,False,False
2024-10-25 00:00:00+00:00,7.430392,7.912,5.764008,6.16,174685,,,,,,,#000000,,,,13.708409599121355,-37.04126905083059,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-209847,-56551.72615963013,False,False,False,False,188638.39125133367,False,False,False,False
2024-11-01 00:00:00+00:00,7.28,8.64,6.0176,7.44,212662,,,,,,,#000000,,,,22.755514189549977,-29.051186980155,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-422509,-83659.6723700279,False,False,False,False,190417.91782530895,False,False,False,False
2024-11-08 00:00:00+00:00,6.752,7.628,6.72,7.28,58471,,,,,,,#000000,,,,27.01831766392809,-25.80255873169121,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-480980,-113090.80775002582,False,False,False,False,180644.07206047126,False,False,False,False
2024-11-15 00:00:00+00:00,5.992,7.199992,5.89,7.104,40480,,,,,,,#000000,,,,27.830795343419275,-25.766915138956303,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-521460,-143340.3775463202,False,False,False,False,170261.54820414004,False,False,False,False
2024-11-22 00:00:00+00:00,6.0408,6.32,5.608,5.992,29271,,,,,,,#000000,,,,28.693027957612436,-25.490385242237487,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-492189,-169181.01624659277,False,False,False,False,159817.80389272227,False,False,False,False
2024-11-29 00:00:00+00:00,6.08,6.6536,5.64,6.288,23468,,,,,,,#000000,,,,29.5452458166359,-25.067835859198006,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-468721,-191369.1631912896,False,False,False,False,149717.81841918727,False,False,False,False
2024-12-06 00:00:00+00:00,5.832,6.152,5.36,6.0824,25263,,,,,,,#000000,,,,29.475193018356265,-25.067835859198006,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-493984,-213785.07702897186,False,False,False,False,140498.94298072896,False,False,False,False
