date,Close,High,Low,Open,Volume,aVWAP_peak_880,aVWAP_peak_835,aVWAP_peak_786,aVWAP_valley_903,aVWAP_valley_869,aVWAP_valley_843,aVWAP_valley_818,aVWAP_valley_763,aVWAP_valley_725,aVWAP_valley_673,aVWAP_valley_649,aVWAP_valley_638,aVWAP_valley_617,aVWAP_valley_574,aVWAP_valley_549,aVWAP_valley_483,aVWAP_valley_446,aVWAP_valley_427,aVWAP_valley_409,aVWAP_valley_394,aVWAP_valley_371,aVWAP_valley_303,aVWAP_valley_290,aVWAP_valley_250,aVWAP_valley_236,aVWAP_valley_215,aVWAP_OB_bull_394,aVWAP_OB_bull_290,aVWAP_OB_bear_880,aVWAP_OB_bear_786,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-20 00:00:00+00:00,10.059,10.8,9.81,10.575,82522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.24401728660945,-1.476453794165856,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3707065,845371.4639232127,False,False,False,False,280353.0318960574,False,False,False,False
2022-01-21 00:00:00+00:00,9.2685,9.75,9.0,9.75,111941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.35414084899529,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3595124,953204.8967105378,False,False,False,False,273748.6384883689,False,False,False,False
2022-01-24 00:00:00+00:00,9.771,9.898485,8.916,8.925,54383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.60083211111054,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3649507,1058942.2340944384,False,False,False,False,265146.0644300015,False,False,False,False
2022-01-25 00:00:00+00:00,10.2255,10.638,9.675,9.675,70669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.121963398057254,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3720176,1163304.3425613232,False,False,False,False,257519.51288372694,False,False,False,False
2022-01-26 00:00:00+00:00,10.7685,10.8,10.2,10.428,48999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.637110791464046,-1.476453794165856,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3769175,1265495.348735389,False,False,False,False,249342.23786867884,False,False,False,False
2022-01-27 00:00:00+00:00,10.1985,10.8,9.5625,10.8,67346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.145493913422115,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3701829,1361037.8448634131,False,False,False,False,242205.13050127967,False,False,False,False
2022-01-28 00:00:00+00:00,9.5985,10.2075,8.8905,10.2075,32479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.5655,,51.35208190063562,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3669350,1451559.890162887,False,False,False,False,233980.57636397457,False,False,False,False
2022-01-31 00:00:00+00:00,10.2,10.5,9.54,10.1085,79180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.930343944509621,,51.63733007985999,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3748530,1541637.1493721856,False,False,False,False,227909.96552617167,False,False,False,False
2022-02-01 00:00:00+00:00,10.5,10.694985,9.9105,10.35,37255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,10.039959679580159,,52.53769856907824,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3785785,1629642.9474360214,False,False,False,False,220433.30021141985,False,False,False,False
2022-02-02 00:00:00+00:00,10.05,10.8,9.9,10.6365,22448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,10.067474444305038,,51.8968886416703,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3763337,1713317.2240071578,False,False,False,False,212669.1707913642,False,False,False,False
2022-02-03 00:00:00+00:00,9.411,10.188,9.3,9.9,23382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,10.01530913263053,,49.838549901090275,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3739955,1792793.2152225636,False,False,False,False,205246.14448582052,False,False,False,False
2022-02-04 00:00:00+00:00,9.8445,10.35,9.12,9.15,47794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.967264646055463,,49.68379785338416,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3787749,1871026.775409914,False,False,False,False,199071.5505844158,False,False,False,False
2022-02-07 00:00:00+00:00,9.678,9.891,9.4845,9.8445,22176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.943576481504568,,49.125663946205435,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3765573,1945322.7057859958,False,False,False,False,192134.47016934067,False,False,False,False
2022-02-08 00:00:00+00:00,9.75,10.0485,9.376515,9.5925,28851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.92209569935108,,48.97850094753624,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3794424,2017836.4820296823,False,False,False,False,185731.19682936653,False,False,False,False
2022-02-09 00:00:00+00:00,9.9825,10.008,9.7485,9.7485,7232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.921877013334575,,49.63422634190932,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3801656,2087790.1886167536,False,False,False,False,178731.22832625412,False,False,False,False
2022-02-10 00:00:00+00:00,9.5955,9.9,9.0495,9.3,22243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.893861394811788,,48.80340116615798,-1.476453794165856,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3779413,2154128.3380827634,False,False,False,False,172594.43505855786,False,False,False,False
2022-02-11 00:00:00+00:00,9.0,10.0125,8.871,9.45,27892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.846224279860486,,46.48637829476209,1.4851684215612693,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3751521,2216771.1875697137,False,False,False,False,166919.8297621438,False,False,False,False
2022-02-14 00:00:00+00:00,8.85,9.3675,8.85,8.8995,27986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.785385925134198,,44.521060116497694,-0.6324536687421443,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3723535,2275859.9645277644,False,False,False,False,161471.44428127544,False,False,False,False
2022-02-15 00:00:00+00:00,8.4735,9.285,8.25,9.285,26688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.711963037972811,,42.171049774024866,-3.0270210386682237,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3696847,2331584.946310989,False,False,False,False,156185.8190153431,False,False,False,False
2022-02-16 00:00:00+00:00,8.697,8.994,8.4855,8.7,17720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.67067068873634,,41.60034846062366,-3.714493211331501,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3714567,2385819.5366517347,False,False,False,False,150755.78689709434,False,False,False,False
2022-02-17 00:00:00+00:00,8.394,8.7,8.28,8.7,11885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.637554358644428,,40.32277551815763,-5.096835903303045,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3702682,2437461.2018810785,False,False,False,False,145309.8736854436,False,False,False,False
2022-02-18 00:00:00+00:00,8.079,8.457,7.95,8.25,25352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.556331476866356,,38.58110345534023,-6.893358414112811,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3677330,2486083.507689664,False,False,False,False,140605.643344838,False,False,False,False
2022-02-22 00:00:00+00:00,8.0985,8.3955,7.8765,8.1,27785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.474809237429046,,37.52363175934311,-8.026507450175615,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3705115,2533888.664250854,False,False,False,False,136181.30439013848,False,False,False,False
2022-02-23 00:00:00+00:00,7.947,8.246985,7.875,8.0985,11466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.441503843729867,,36.3544195365413,-9.27444627363625,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3693649,2579369.461731213,False,False,False,False,131290.5081395448,False,False,False,False
2022-02-24 00:00:00+00:00,8.0715,8.3505,7.2465,7.3845,25246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.36688020254828,,36.33010560089889,-9.472825692594384,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3718895,2624056.7377417535,False,False,False,False,127131.89997720973,False,False,False,False
2022-02-25 00:00:00+00:00,8.7225,8.73,7.8,8.0205,25360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.323138547200319,,39.81658888441082,-9.472825692594384,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3744255,2667986.081359724,False,False,False,False,123140.84507614268,False,False,False,False
2022-02-28 00:00:00+00:00,8.871,8.97,7.71,8.493,34073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,9.276144727396222,,42.84570462637898,-11.575665523311756,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3778328,2711528.9016985586,False,False,False,False,119647.98840649003,False,False,False,False
2022-03-01 00:00:00+00:00,8.2515,9.375,8.166,8.886,54628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.90781924522117,,42.3510751511393,-11.575665523311756,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3723700,2751221.885945674,False,False,False,False,117098.18493956885,False,False,False,False
2022-03-02 00:00:00+00:00,8.0295,8.2125,7.95,8.118,18955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.82248266696569,,41.2311865407991,-11.575665523311756,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3704745,2788614.9492419222,False,False,False,False,113249.43258899752,False,False,False,False
2022-03-03 00:00:00+00:00,8.007,8.25,7.95,8.0295,11851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.785488874687033,,40.40208020926834,-11.575665523311756,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3692894,2824076.8728010627,False,False,False,False,109273.02346786036,False,False,False,False
2022-03-04 00:00:00+00:00,7.725,8.247,7.62075,8.2455,25731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.69875188746231,,38.809947309325864,-11.575665523311756,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3667163,2857139.0738676875,False,False,False,False,105996.86568480701,False,False,False,False
2022-03-07 00:00:00+00:00,7.482,7.8105,7.4145,7.605,27111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.599971875016092,,36.90681467399598,-8.70982884158169,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3640052,2887841.541559151,False,False,False,False,102903.3023246185,False,False,False,False
2022-03-08 00:00:00+00:00,7.7235,8.0445,7.2,7.455,68864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.190889831852978,,37.2417260269901,-8.70982884158169,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3708916,2920040.5399293806,False,False,False,False,101568.42772365308,False,False,False,False
2022-03-09 00:00:00+00:00,7.914,8.1,7.7265,7.914,17784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.199265387858281,,38.6805839477003,-8.70982884158169,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3726700,2951674.2442458756,False,False,False,False,98282.76389135297,False,False,False,False
2022-03-10 00:00:00+00:00,7.7385,8.382,7.7385,7.752,25766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.207295105854795,,38.86161209038168,-8.70982884158169,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3700934,2981056.979765645,False,False,False,False,95438.96922894697,False,False,False,False
2022-03-11 00:00:00+00:00,8.175,8.184,7.65,7.65,24517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.214040296646404,,41.681170839086676,-12.443396832678694,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3725451,3010248.9021277768,False,False,False,False,92657.71553369415,False,False,False,False
2022-03-14 00:00:00+00:00,7.6125,8.1,7.5,7.95,38061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.183490817970934,,41.055333084139605,-12.443396832678694,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,3687390,3036803.454985511,False,False,False,False,90516.66786570614,False,False,False,False
2022-03-15 00:00:00+00:00,7.575,7.794,7.365,7.65,12850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.167965045118772,,40.48533398016779,-12.443396832678694,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,3674540,3061812.7312605893,False,False,False,False,87470.91618469807,False,False,False,False
2022-03-16 00:00:00+00:00,7.788,8.34,7.485,7.5,107794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.141707003093513,,41.46227197230762,-12.41954689745014,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,1,0.9334382103306408,0.9701556115898745,False,False,False,False,-0.2882246908661525,-0.3155264726407732,False,False,False,False,3782334,3090068.4672895856,False,False,False,False,88267.89986372952,False,False,False,False
2022-03-17 00:00:00+00:00,8.535,8.595,7.653,7.782,30544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.159052024591993,,45.99262634781462,-8.091230728200678,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1,0.9385592920103166,0.9744364613742218,False,False,False,False,-0.25441126252870955,-0.2849688675847414,False,False,False,False,3812878,3118413.939160582,False,False,False,False,86004.21751613228,False,False,False,False
2022-03-18 00:00:00+00:00,9.0825,9.1125,8.532,8.55,23914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.200578749465281,,51.14374761247012,-3.3962334045004496,True,False,True,False,True,1.0872555903962144,0.0,0.0,0.0,0.0,1,0.9632856331079652,0.9520394770262751,False,False,False,False,-0.1463018623677049,-0.21563536497622315,False,False,False,False,3836792,3146585.6278209514,False,False,False,False,83569.30702530357,False,False,False,False
2022-03-21 00:00:00+00:00,8.7315,9.867,8.55,9.075,35523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.4595900300515,,52.710757650994935,-2.150449688822455,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,1,0.9694204816150502,0.9318388906538565,False,False,False,False,-0.08807841737305742,-0.1518568911746403,False,False,False,False,3801269,3172259.4855534635,False,False,False,False,81685.13812235049,False,False,False,False
2022-03-22 00:00:00+00:00,9.27,9.645,8.7015,8.775,26662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.512174382235068,,55.717780101897375,0.5179472597449717,True,False,True,False,True,2.0265534082066132,0.0,0.0,0.0,0.0,0,0.9707935913857513,0.9443279533022915,False,False,False,False,-0.09336153722900119,-0.12260921420182075,False,False,False,False,3827931,3197972.0939631313,False,False,False,False,79527.36799990537,False,False,False,False
2022-03-23 00:00:00+00:00,9.441,9.8625,9.3,9.3,17581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.563946664816205,,58.29009286432553,2.7851838276312506,True,False,True,False,True,2.8936477544149994,0.0,0.0,0.0,0.0,0,0.9858994206922745,0.9263597173283992,False,False,False,False,-0.03245396362221211,-0.07753158891201643,False,False,False,False,3845512,3223365.815768499,False,False,False,False,77098.09866657575,False,False,False,False
2022-03-24 00:00:00+00:00,9.3765,9.746985,9.15,9.3,7614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.57946997796952,,59.62164366574227,3.946827733739582,True,False,True,False,True,2.5390308838391142,0.0,0.0,0.0,0.0,0,0.9840820717334462,0.9314231587821015,False,False,False,False,-0.052224223309920575,-0.0648779061109685,False,False,False,False,3837898,3247465.117110911,False,False,False,False,74373.23205220023,False,False,False,False
2022-03-25 00:00:00+00:00,9.345,9.588,9.3,9.309,3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.586625243796993,,60.309102002517484,4.616640752152762,True,False,True,False,True,2.36351424098817,0.0,0.0,0.0,0.0,0,0.9796669619319059,1.0706590399347335,False,False,False,False,-0.052893873850745066,-0.05888588998085678,False,False,False,False,3834086,3270469.8576163654,False,False,False,False,71606.12491289826,False,False,False,False
2022-03-28 00:00:00+00:00,8.7975,9.498,8.7,9.15,24591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.594326462058747,,57.566196211322655,4.616640752152762,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9422901406793276,1.0410844938020911,False,False,False,False,-0.10450719592807173,-0.08169654295446425,False,False,False,False,3809495,3291608.0984941553,False,False,False,False,69762.39452415716,False,False,False,False
2022-03-29 00:00:00+00:00,9.1125,9.3,8.8005,8.85,22044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.608216876474,,57.17031124250903,4.616640752152762,True,False,True,False,False,1.0531351670770164,0.0,0.0,0.0,0.0,0,0.948303603064609,1.0891254596042033,False,False,False,False,-0.1004497670726207,-0.09107315501354248,False,False,False,False,3831539,3312781.8593375217,False,False,False,False,67891.08493497454,False,False,False,False
2022-03-30 00:00:00+00:00,9.0015,9.54,8.94825,9.54,17350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.62339915565005,,56.274959967677376,4.616640752152762,True,False,True,False,False,0.4519927926306835,0.0,0.0,0.0,0.0,0,0.9434007367127253,1.0687770455824528,False,False,False,False,-0.06833526874191208,-0.07970421187772728,False,False,False,False,3814189,3332444.8844615407,False,False,False,False,65909.08160419123,False,False,False,False
2022-03-31 00:00:00+00:00,8.775,9.1515,8.598,9.15,23051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.62408713564426,,54.40443277119689,9.886214367021623,True,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0,0.9434573995616944,1.0954006003139918,False,False,False,False,-0.037305441932204426,-0.05850482690496585,False,False,False,False,3791138,3350432.8497767746,False,False,False,False,64228.37252167393,False,False,False,False
2022-04-01 00:00:00+00:00,8.85,9.132,8.7375,8.775,6657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.625647767096167,,53.56702612171887,8.903184410097552,True,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0,0.9590871212044034,1.0302771603039127,False,False,False,False,-0.023733279112312818,-0.041119053008639335,False,False,False,False,3797795,3367976.463511019,False,False,False,False,61970.67163847104,False,False,False,False
2022-04-04 00:00:00+00:00,8.79,8.9985,8.55,8.55,10801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,8.62515047050396,,52.637757161358266,7.802000613807834,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0,0.9808146123867988,1.0140057473288595,False,False,False,False,-0.06007216519942563,-0.050595609104032484,False,False,False,False,3786994,3384408.523765489,False,False,False,False,59964.017848727075,False,False,False,False
