date,Open,High,Low,Close,Volume,aVWAP_peak_410,aVWAP_peak_363,aVWAP_peak_333,aVWAP_peak_295,aVWAP_peak_220,aVWAP_valley_426,aVWAP_valley_416,aVWAP_valley_379,aVWAP_OB_bear_333,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,7.025,7.025,6.82,6.82,872.0,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,872.0,False,False,False,False
2023-12-15 17:00:00+00:00,6.925,7.04,6.89,6.98,1443.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1443.0,22.372093023255815,False,False,False,False,880.8527131782946,False,False,False,False
2023-12-18 17:00:00+00:00,6.9,6.98,6.9,6.97,1072.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,97.81021897810206,42.3357664233572,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,371.0,27.77717685235262,False,False,False,False,883.8162370049877,False,False,False,False
2023-12-19 17:00:00+00:00,6.98,7.01,6.93,6.995,1188.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,96.69185950099619,42.3357664233572,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1559.0,51.5170655833239,False,False,False,False,888.5322643382436,False,False,False,False
2023-12-20 17:00:00+00:00,7.14,7.235,7.05,7.05,1241.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,96.46100814565449,42.3357664233572,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2800.0,94.1292041014119,False,False,False,False,893.996880395015,False,False,False,False
2023-12-21 17:00:00+00:00,7.12,7.24,7.04,7.2,1647.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,96.92155414022193,42.3357664233572,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4447.0,161.61557303007217,False,False,False,False,905.6713473656348,False,False,False,False
2023-12-22 17:00:00+00:00,7.24,7.25,7.19,7.225,2731.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,97.28577021122548,42.866093384295155,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7178.0,270.3967269365827,False,False,False,False,933.9710163987257,False,False,False,False
2023-12-25 17:00:00+00:00,7.225,7.225,7.225,7.225,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,97.52858092522784,43.49354484674724,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7178.0,377.4913513251628,False,False,False,False,919.4908456018462,False,False,False,False
2023-12-26 17:00:00+00:00,7.26,7.28,7.245,7.28,1701.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,97.81044948767394,44.15479807509577,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8879.0,509.2976869635323,False,False,False,False,931.6072666002672,False,False,False,False
2023-12-27 17:00:00+00:00,7.285,7.41,7.28,7.39,2585.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,98.15536749649172,44.85425652571246,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11464.0,679.1380329020822,False,False,False,False,957.2412624669297,False,False,False,False
2023-12-28 17:00:00+00:00,7.39,7.39,7.31,7.375,405.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,96.98325503393204,44.85425652571246,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11059.0,840.0661254152282,False,False,False,False,948.6793824286827,False,False,False,False
2023-12-29 17:00:00+00:00,7.38,7.38,7.315,7.335,94.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,92.63056668728876,45.84811953337878,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10965.0,997.0418444010386,False,False,False,False,935.4285392902535,False,False,False,False
2024-01-01 17:00:00+00:00,7.335,7.335,7.335,7.335,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,89.72877445619324,43.209040219957046,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10965.0,1151.5838313095496,False,False,False,False,920.9257712392418,False,False,False,False
2024-01-02 17:00:00+00:00,7.21,7.265,7.16,7.265,268.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.18605079603401,36.44951456257442,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10697.0,1299.5747796613396,False,False,False,False,910.8028910649899,False,False,False,False
2024-01-03 17:00:00+00:00,7.42,7.42,7.205,7.3,408.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,78.2688849159859,33.25477344164652,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11105.0,1451.5968761006986,False,False,False,False,903.0074974050676,False,False,False,False
2024-01-04 17:00:00+00:00,7.42,7.56,7.42,7.52,302.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.77151160345477,33.25477344164652,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11407.0,1605.9442113549514,False,False,False,False,893.689551708865,False,False,False,False
2024-01-05 17:00:00+00:00,7.88,7.88,7.8,7.805,307.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.94488812252747,33.25477344164652,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11714.0,1762.6582545897584,False,False,False,False,884.5935896668672,False,False,False,False
2024-01-08 17:00:00+00:00,8.08,8.17,7.95,7.95,1150.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,8.023333333333333,,85.6957375927006,29.65225265440951,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12864.0,1934.7720800999946,False,False,False,False,888.7084177340475,False,False,False,False
2024-01-09 17:00:00+00:00,8.05,8.05,7.775,7.78,1560.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,7.934108241082411,,81.75037088655239,29.65225265440951,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11304.0,2080.0314276953436,False,False,False,False,899.1160391645274,False,False,False,False
2024-01-10 17:00:00+00:00,7.65,7.69,7.65,7.67,390.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,7.900881720430108,,76.12715815390841,33.02099513958048,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10914.0,2216.9921807543305,False,False,False,False,891.2227672394959,False,False,False,False
2024-01-11 17:00:00+00:00,7.49,7.72,7.49,7.665,897.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,7.838968809940789,,72.24473654961696,29.58337945795583,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10017.0,2337.922534541085,False,False,False,False,891.3123367396587,False,False,False,False
2024-01-12 17:00:00+00:00,7.8,7.81,7.705,7.75,3686.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,7.798683890841252,,70.90759754178484,28.371084425080127,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13703.0,2514.1252859435485,False,False,False,False,934.6408276429197,False,False,False,False
2024-01-15 17:00:00+00:00,7.75,7.75,7.75,7.75,0.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,7.798683890841252,,70.01617153656343,27.35016168902115,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13703.0,2687.596211742873,False,False,False,False,920.1502721755876,False,False,False,False
2024-01-16 17:00:00+00:00,7.62,7.725,7.605,7.615,614.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,7.7875575509220205,,65.43715205980956,22.85280664610832,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13089.0,2848.8582859794174,False,False,False,False,915.403756327904,False,False,False,False
