date,Close,High,Low,Open,Volume,aVWAP_peak_185,aVWAP_peak_179,aVWAP_peak_172,aVWAP_peak_163,aVWAP_peak_157,aVWAP_peak_114,aVWAP_peak_104,aVWAP_peak_89,aVWAP_peak_70,aVWAP_peak_55,aVWAP_peak_33,aVWAP_peak_25,aVWAP_peak_14,aVWAP_peak_4,aVWAP_valley_184,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_151,aVWAP_OB_bear_114,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,13.1,14.5,12.1,12.8,76329,,,,,,,,,,,,,,18.351477981120624,,,,,,18.351477981120624,,#000000,,18.351477981120624,,52.09952100982369,-49.803542423259486,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,15678717,7021816.886708977,False,False,False,False,755672.7416731224,False,False,False,False
2022-03-18 00:00:00+00:00,14.6,15.4,11.2,13.1,76282,,,,,,,,,,,,,,18.27766668573333,,,,,,18.27766668573333,,#000000,,16.005500009533332,,50.6172324416888,-49.803542423259486,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,15754999,7668719.265471274,False,False,False,False,705347.5015491875,False,False,False,False
2022-03-25 00:00:00+00:00,13.7,16.5,13.5,14.6,77338,,,,,,,,,,,,,,18.218491973409854,,,,,,18.218491973409854,,#000000,,16.18567809189956,,48.83719372808435,-49.803542423259486,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.20698001330542437,-0.27490413386040913,False,False,False,False,15677661,8261974.208769698,False,False,False,False,658828.2792122107,False,False,False,False
2022-04-01 00:00:00+00:00,15.9,17.2,13.6,13.7,114232,,,,,,,,,,,,,,18.15747161415271,,,,,,18.15747161415271,,#000000,,16.456643134008143,,49.528512335241444,-49.803542423259486,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.17624697237688824,-0.2255755531186487,False,False,False,False,15791893,8819745.971083052,False,False,False,False,618487.8140853803,False,False,False,False
2022-04-08 00:00:00+00:00,14.9,17.8,13.7,15.6,71524,,,,,,,,,,,,,15.466666666666667,18.119254001447892,,,,,,16.79296033405728,,#000000,,16.163849482575255,,49.19128296632405,-49.361532670981894,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.1496251992514042,-0.18760037618502645,False,False,False,False,15720369,9330903.232484307,False,False,False,False,577971.9760049817,False,False,False,False
2022-04-15 00:00:00+00:00,14.3,15.4,13.6,14.708,10435,,,,,,,,,,,,,15.335102917312314,18.111632000715513,,,,,,16.723367459013915,,#000000,,16.112757989387507,,48.464223251394614,-46.75663054125794,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.24595347080841254,-0.2167769234967195,False,False,False,False,15709934,9803424.030078063,False,False,False,False,535932.2000046126,False,False,False,False
2022-04-22 00:00:00+00:00,14.2,15.0,13.6,13.7,11142,,,,,,,,,,,,,15.207236227323014,18.103161125611315,,,,,,16.655198676467165,,#000000,,16.060882554792794,,47.86165549374425,-44.13454209533185,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.236796737022858,-0.22678683025978874,False,False,False,False,15698792,10240117.953775983,False,False,False,False,497058.8518561227,False,False,False,False
2022-04-29 00:00:00+00:00,10.4,15.3,8.9,13.7,44098,,,,,,,,,,,,,14.026383817180397,18.04637069543103,,,,,,16.036377256305713,,#000000,,15.527165375954938,,44.74616602735983,-44.13454209533185,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.2848075423375913,False,False,False,False,15654694,10641197.660903689,False,False,False,False,463506.1961630766,False,False,False,False
2022-05-06 00:00:00+00:00,9.5,11.6,9.264,11.3,55743,,,,,,,,,,,,,12.898173115927756,17.96071145288731,,,,,,15.429442284407532,,#000000,,14.945624754953819,,42.004166622047066,-44.13454209533185,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.31381789837649265,False,False,False,False,15598951,11008438.648984898,False,False,False,False,433301.5149658117,False,False,False,False
2022-05-13 00:00:00+00:00,10.3,10.8,8.553,10.2,45925,,,,,,,,,,,,,12.318726846599432,17.88942645734027,,,,,,15.104076651969851,,#000000,,13.424864929421283,,40.870569955531465,-42.85896217822339,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.34282825441539394,-0.32832307639594327,False,False,False,False,15644876,11351878.452763794,False,False,False,False,404606.9583016775,False,False,False,False
2022-05-20 00:00:00+00:00,10.2,11.4,9.6,9.991,78572,,,,,,,,,,,,,11.84380660746369,17.778012522077645,,,,,,14.810909564770668,,#000000,,13.252013215781421,,39.99643852114898,-41.27111855675859,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2453166693618134,-0.28681987287887833,False,False,False,False,15566304,11664058.122929439,False,False,False,False,380456.22064970137,False,False,False,False
2022-05-27 00:00:00+00:00,12.7,13.8,10.0,10.1,88932,,,,,,,,,,,,,11.914462709363283,17.68509521201886,,,,,,14.799778960691071,,#000000,,13.416999350790523,,41.806685219143716,-37.18636449358505,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.0886060685873639,-0.18771297073312113,False,False,False,True,15655236,11959700.928638369,False,False,False,False,358861.8339349087,False,False,False,False
2022-06-03 00:00:00+00:00,12.5,13.5,11.6,13.1,30279,,,,,,,,,,,,,11.957377592274515,17.65621321407281,,,,,,14.806795403173663,,#000000,,13.461872890562198,,42.94604978667385,-33.914872822615315,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.017742049284095243,-0.10272751000860819,False,False,False,False,15624957,12231201.37836886,False,False,False,False,334522.36475454504,False,False,False,False
2022-06-10 00:00:00+00:00,12.134,14.1,11.6,12.2,64383,,,,,,,,,,,,,12.041411243703841,17.596783246897598,,,,,,14.81909724530072,,#000000,,13.532517692188044,,43.46870596897013,-31.36868767094728,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.014861547732803883,-0.04393298113790216,False,False,False,False,15560574,12477821.57256376,False,False,False,False,314512.0414393936,False,False,False,False
2022-06-17 00:00:00+00:00,11.5,12.5,10.599,11.1,17936,,,,,,,,,,,,,12.023840128536902,17.576948357135443,,,,,,14.800394242836173,,#000000,,13.515266913305348,,43.334602753182544,-29.572776013549284,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.07385119227474145,-0.0588920867063218,False,False,False,False,15542638,12704845.011633111,False,False,False,False,292543.4457772163,False,False,False,False
2022-06-24 00:00:00+00:00,13.9,16.0,11.2,12.1,52279,,,,,,,,,,,,13.7,12.177237535477879,17.54033355047538,,,,,,14.472523695317753,,#000000,,12.671785155128909,,45.49573299659657,-25.694237149809066,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,0.23426938387984703,0.08768864858676262,False,False,False,False,15594917,12918924.418178806,False,False,False,False,274746.0794233484,False,False,False,False
2022-07-01 00:00:00+00:00,14.0,14.6,12.1,14.5,55321,,,,,,,,,,,,13.63144857496902,12.299912945475013,17.501014570724976,,,,,,14.477458697056337,,#000000,,12.750115047043451,,47.12565630344319,-22.50746601533079,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9725958092668324,1.033728234748514,False,False,False,False,0.29632478304508636,0.1920067158159245,False,False,False,False,15650238,13121243.942758152,False,False,False,False,258492.36983643373,False,False,False,False
2022-07-08 00:00:00+00:00,12.9,14.2,12.3,13.7,26274,,,,,,,,,,,,13.533688891544786,12.333454374686308,17.480584883024143,,,,,,14.449242716418413,,#000000,,12.750464478779211,,47.30143486271192,-20.842571191760744,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9793925559571365,1.0232494240483587,False,False,False,False,0.2780765825557326,0.23504164918582854,False,False,False,False,15623964,13306630.613664955,False,False,False,False,241291.00910780902,False,False,False,False
2022-07-15 00:00:00+00:00,13.8,15.2,12.2,12.4,88457,,,,,,,,,,,,13.613119777868732,12.500497532712803,17.422489207122105,,,,,,14.512035505901215,,#000000,,12.893325324342058,,48.26195068404829,-18.510978844946877,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,1.002154568763062,1.0172365501044964,False,False,False,False,0.34282823600710266,0.28893494259646557,False,False,False,False,15712421,13484837.308949033,False,False,False,False,229969.97139611945,False,False,False,False
2022-07-22 00:00:00+00:00,14.0,15.6,13.411,14.099,54760,,,,,,,,,,,,13.756176322339352,12.626828305655351,17.39315746078789,,,,,,14.592054029594197,,#000000,,13.021463155267282,,49.13325028642355,-16.375520950867255,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,1.0168798525386809,1.020108361727085,False,False,False,False,0.3428282359243793,0.3158815892604224,False,False,False,False,15767181,13653899.80458244,False,False,False,False,216991.4549964069,False,False,False,False
2022-07-29 00:00:00+00:00,14.3,15.2,13.0,13.8,33137,,,,,,,,,,,,13.80002284341409,12.688364495208416,17.374702934290454,,,,,,14.621030090970988,,#000000,,13.076568674492624,,50.04329087221025,-14.30505246694694,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,1.0012328176046354,1.102323861184738,False,False,False,False,0.24420340522612316,0.2800424972432728,False,False,False,False,15800318,13812893.74498374,False,False,False,False,203372.6064781545,False,False,False,False
2022-08-05 00:00:00+00:00,15.4,16.2,14.2,14.6,63704,,,,,,,,,,,,14.049883989602387,12.87231340055243,17.351775538539464,,,,,,14.757990976231426,,#000000,,13.27358182921404,,51.71696801259475,-11.610259070994346,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9686082831266256,1.0914829384319824,False,False,False,False,0.3428282341261846,0.3114353656847287,False,False,False,False,15864022,13964829.17128124,False,False,False,False,193026.78377606897,False,False,False,False
2022-08-12 00:00:00+00:00,14.8,17.1,14.2,15.205,60174,,,,,,,,,,,,14.232411024035603,13.02979860731492,17.331588891344932,,,,,,14.864599507565151,,#000000,,13.433469354785304,,52.240592480373024,-10.125240259947283,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9104056346051761,1.0802724083017208,False,False,False,False,0.3428282363527773,0.327131801018753,False,False,False,False,15803848,14101052.78822337,False,False,False,False,183185.8368296935,False,False,False,False
2022-08-19 00:00:00+00:00,15.5,17.3,14.905,16.934,75356,,,,,,,,,,,15.901666666666667,14.47931546088488,13.240228368261945,17.313608234922427,,,,,,15.23370468268398,,#000000,,14.235107679336108,,53.277590152054266,-8.215669717803443,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.9638084259346139,1.0700910151066312,False,False,False,False,0.34282823814793084,0.3349800195833419,False,False,False,False,15879204,14232767.692799417,False,False,False,True,175198.44150897546,False,False,False,False
2022-08-26 00:00:00+00:00,14.2,16.6,13.8,15.9,68424,,,,,,,,,,,15.409116659711596,14.525179383707743,13.341688829425951,17.285984859923815,,,,,,15.140492433192275,,#000000,,14.178085749965668,,52.57504612881146,-8.108988327902892,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,1.0065230499369622,1.012950172668969,False,False,False,False,0.12178164515875028,0.2283808323710461,False,False,False,False,15810780,14349657.493332794,False,False,False,False,167289.2236194217,False,False,False,False
2022-09-02 00:00:00+00:00,13.6,16.02,13.35,14.0,70330,,,,,,,,,,,15.052462877337195,14.503279534393883,13.400838885295249,17.25200233923794,,,,,,15.052145909066066,,#000000,,14.114242403989257,,51.45184063613402,-8.108988327902892,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,1.0088546600222394,0.9900333594168281,False,False,False,False,0.0020245310035218803,0.11520268168728398,False,False,False,False,15740450,14452679.160493327,False,False,False,False,160107.05890687197,False,False,False,False
2022-09-09 00:00:00+00:00,14.4,14.5,12.98,13.61,12696,,,,,,,,,,,14.991309694922828,14.492843232785402,13.406855686576304,17.245199924318623,,,,,,15.03405213465079,,#000000,,14.099327346414867,,51.494951497030875,-7.755619642851919,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,1.0107694231757987,0.998540916860053,False,False,False,False,-0.22011300990082724,-0.05245516410677163,False,False,False,False,15753146,14549010.037493821,False,False,False,False,149187.72121006664,False,False,False,False
2022-09-16 00:00:00+00:00,14.2,15.771,14.0,14.1,82702,,,,,,,,,,,14.901980564853467,14.511100141560897,13.48874292488758,17.21082488555267,,,,,,15.028162129213655,,#000000,,14.124273406173062,,51.30166934656261,-7.272572655261264,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,1.038758017660425,0.9931544280495873,False,False,False,False,-0.004326783532113956,-0.028390973819442795,False,False,False,False,15670444,14632079.219901685,False,False,False,False,144262.85297228393,False,False,False,False
2022-09-23 00:00:00+00:00,11.7,14.9,11.01,14.1,74345,,,,,,,,,,,14.44386440642642,14.331642177664161,13.435799079431854,17.155676849656952,,,,,,14.841745628294845,,#000000,,13.934444869763203,,48.708031666386006,-7.272572655261264,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,0.963151766443258,1.0212285584459844,False,False,False,False,-0.34282825441539394,-0.18560961411741836,False,False,False,False,15596099,14703488.09250156,False,False,False,False,139083.75275211473,False,False,False,False
2022-09-30 00:00:00+00:00,11.5,13.0,11.2,11.5,74042,,,,,,,,,,,14.032519429126765,14.129799746861272,13.355206554119983,17.09463772718192,,,,,,14.653040864322485,,#000000,,13.736282192265971,,46.68305053555922,-7.272572655261264,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,0.963496735835859,1.0596730006994635,False,False,False,False,-0.34282825441539394,-0.26421893426640614,False,False,False,False,15522057,14764122.826390333,False,False,False,False,134265.84514084697,False,False,False,False
2022-10-07 00:00:00+00:00,9.13,12.1,8.6,11.4,64800,,,,,,,,,,,13.525571287270779,13.846268454986983,13.20539365325672,17.0226812738083,,,,,,14.399978667330696,,#000000,,13.457208533925513,,43.41055125543741,-7.272572655261264,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.9234828883923323,1.0822503822180407,False,False,False,False,-0.34282825441539394,-0.30352359434090004,False,False,False,False,15457257,14815466.098509569,False,False,False,False,129120.22698226571,False,False,False,False
2022-10-14 00:00:00+00:00,8.043,9.76,7.6,9.0,12903,,,,,,,,,,,13.403722170359114,13.774700121892867,13.164329637648208,17.005575147596076,,,,,,14.337081769374066,,#000000,,13.386678461465928,,40.366789310841384,-2.3676084282640275,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.9107247309312119,1.0809399859616284,False,False,False,False,-0.34282825441539394,-0.323175924378147,False,False,False,False,15444354,14862050.38750886,False,False,False,False,120511.54350209789,False,False,False,False
2022-10-21 00:00:00+00:00,7.077,9.017,6.7,8.022,16510,,,,,,,,,,,13.230110353409117,13.67129729146007,13.103273870796222,16.98156718750177,,,,,,14.246562175791794,,#000000,,13.284527962876412,,37.60654215167109,-5.19891217500647,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8989192075150432,1.0848184008888762,False,False,False,False,-0.34282825441539394,-0.33300208939677045,False,False,False,False,15427844,14903961.025471166,False,False,False,False,112807.72546490545,False,False,False,False
2022-10-28 00:00:00+00:00,6.204,7.3,5.756,7.0,28238,,,,,,,,,,,12.898749585592045,13.469452223466464,12.980201154586165,16.935668390040405,,,,,,14.07101783842127,,#000000,,11.44505241972054,,35.133356553750374,-7.703662911546495,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9495849173714019,1.1225075645899603,False,False,False,False,-0.34282825441539394,-0.3379151719060822,False,False,False,False,15399606,14940675.468028858,False,False,False,False,106543.30135639395,False,False,False,False
2022-11-04 00:00:00+00:00,6.65774,8.956,6.179,6.179,63182,,,,,,,,,,,12.3455504032355,13.105639187231782,12.75400501412061,16.842531841540488,,,,,,13.761931611532095,,#000000,,11.297212948393431,,33.99315649652522,-8.917596908252285,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9508368523256172,1.0391301667539994,False,False,False,False,-0.25318435754426843,-0.29554976472517536,False,False,False,False,15462788,14979350.47039709,False,False,False,False,103331.35310777217,False,False,False,False
2022-11-11 00:00:00+00:00,6.549,7.221,6.125,6.8,17631,,,,,,,,,,,12.193179363652819,13.001424582081354,12.68713555937987,16.81516589781136,,,,,,13.67422635073135,,#000000,,11.199113088255181,,33.10878605761084,-9.920825364253751,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9602573154467717,1.0545069428100728,False,False,False,False,-0.3300316409695361,-0.3127907028473557,False,False,False,False,15445157,15013854.657775084,False,False,False,False,96983.17880349274,False,False,False,False
2022-11-18 00:00:00+00:00,6.3,7.086,6.034,6.404,14234,,,,,,,,,,,12.07263282497746,12.917674303050296,12.632822388420696,16.792837542399624,,,,,,13.603991764712019,,#000000,,11.11913971807078,,32.31006566038081,-10.875778730625932,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9417181323130169,1.0668233127470748,False,False,False,False,-0.33999499723212634,-0.32639285003974106,False,False,False,False,15430923,15044748.609051004,False,False,False,False,90853.61000323402,False,False,False,False
2022-11-25 00:00:00+00:00,5.4,6.873,5.005,6.301,20272,,,,,,,,,,,11.888660356483845,12.789228902931066,12.548309748389682,16.759014787486763,,,,,,13.49630344882284,,#000000,,10.977347066855724,,31.148277487309862,-12.200118661372038,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9164687576775038,1.1117353206125622,False,False,False,False,-0.34282825441539394,-0.3346105522275675,False,False,False,False,15410651,15071852.48986204,False,False,False,False,85625.34259558706,False,False,False,False
2022-12-02 00:00:00+00:00,5.999,6.0,4.8,5.67,23631,,,,,,,,,,,11.68204832210013,12.641928529596214,12.450123768924483,16.719280017573073,,,,,,13.373345159548474,,#000000,,10.821380562605162,,31.270169739301792,-12.299945426496187,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8855935713693979,1.122525060061304,False,False,False,False,-0.34282825441539394,-0.33871940332148076,False,False,False,False,15434282,15098699.12024263,False,False,False,False,81033.16906998801,False,False,False,False
2022-12-09 00:00:00+00:00,4.90454,6.621,4.277,6.1,16350,,,,,,,,,,,11.539482948175257,12.538853956132012,12.380582571401673,16.69113695092254,,,,,,13.287514106657872,,#000000,,10.711498495735633,,30.605680139564978,-13.198316324261299,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8766092460007641,1.1224937291317132,False,False,False,False,-0.33551405814148966,-0.3371167307314852,False,False,False,False,15417932,15122346.000224657,False,False,False,False,76241.82321295186,False,False,False,False
2022-12-16 00:00:00+00:00,5.31899,5.342,4.4,5.2,27784,,,,,,,,,,,11.302227213514447,12.364416887353142,12.261446735826581,16.64260062201296,,,,,,13.142672864676783,,#000000,,10.52820552179049,,30.794811908773,-13.274719335480349,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8935854152599596,1.1190580688723837,False,False,False,False,-0.34282825441539394,-0.33997249257343953,False,False,False,False,15445716,15146299.333541349,False,False,False,False,72652.35482680728,False,False,False,False
2022-12-23 00:00:00+00:00,6.5,6.5,4.5,5.584,17246,,,,,,,,,,,11.181413272958308,12.271696492275979,12.197504887349263,16.61476914514125,,,,,,13.066345949431199,,#000000,,10.448910924740732,,32.71228862247378,-13.274719335480349,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8794294826364282,1.166459957476967,False,False,False,False,-0.19341738801677014,-0.2666949402951048,False,False,False,False,15462962,15169755.827353101,False,False,False,False,68548.18039519191,False,False,False,False
2022-12-30 00:00:00+00:00,5.501,6.5,4.0,6.5,18955,,,,,,,,,,,11.042794288799042,12.165101362726954,12.123274495330843,16.582934525771535,,,,,,12.978526168157092,,#000000,,8.676369471354853,,33.267427803381025,-13.274719335480349,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8546243798724309,1.1416548547129697,False,False,False,False,-0.24184249736631713,-0.254268718830711,False,False,False,False,15444007,15190070.72903065,False,False,False,False,64874.611477029546,False,False,False,False
2023-01-06 00:00:00+00:00,5.499,5.99,4.101,5.73,24560,,,,,,,,,,,10.868586011349311,12.029088357740658,12.027555853173736,16.54145354344479,,,,,,12.866670941427124,,#000000,,8.557655784387185,,33.662341765892606,-13.274719335480349,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8528416239876659,1.1436318205178189,False,False,False,False,-0.29560895069723514,-0.2749388347639731,False,False,False,False,15419447,15207061.563917268,False,False,False,False,61888.34396021254,False,False,False,False
2023-01-13 00:00:00+00:00,5.4,5.99,4.8,5.334,16251,,,,,,,,,,,10.762779588930588,11.94452231165872,11.967473578977325,16.514652883063604,,,,,,12.79735709065756,,#000000,,8.51002087694222,,33.859569791318236,-13.274719335480349,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8625936029586776,1.1667002325198192,False,False,False,False,-0.13896764636787357,-0.20695324056592332,False,False,False,False,15403196,15221590.040664136,False,False,False,False,58507.79996315976,False,False,False,False
2023-01-20 00:00:00+00:00,5.6,6.5,5.1,5.43,38725,,,,,,,,,,5.733333333333333,10.541245675296429,11.761370527387172,11.8357131013698,16.453223606088258,,,,,,11.264977248694999,,#000000,,6.935948950997187,,34.342082100786534,-13.274719335480349,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.8436559539290358,1.1671001300390116,False,False,False,False,0.033031524817737384,-0.08696085787409297,False,False,False,False,15441921,15237910.852466794,False,False,False,False,57042.407373296075,False,False,False,False
2023-01-27 00:00:00+00:00,5.1201,6.43,5.1,5.22,121234,,,,,,,,,,5.5944090327313045,9.93638358792791,11.236433909173442,11.445619698124439,16.262145207394,,,,,,10.89499828707022,,#000000,,6.730881411542833,,34.23240114754698,-13.274719335480349,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.8488481873111781,1.1636140483383686,False,False,False,False,0.22625518147592735,0.06964716180091719,False,False,False,False,15320687,15244042.418950735,False,False,False,False,61797.340160459324,False,False,False,False
