date,Open,High,Low,Close,Volume,aVWAP_peak_843,aVWAP_valley_827,aVWAP_valley_743,aVWAP_valley_695,aVWAP_valley_684,aVWAP_valley_636,aVWAP_valley_605,aVWAP_valley_604,aVWAP_valley_528,aVWAP_valley_510,aVWAP_valley_479,aVWAP_valley_462,aVWAP_valley_420,aVWAP_valley_354,aVWAP_valley_325,aVWAP_valley_323,aVWAP_valley_257,aVWAP_OB_bull_848,aVWAP_OB_bull_743,aVWAP_OB_bull_257,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-07 15:00:00+00:00,1.2,1.215,1.175,1.205,1164.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1164.0,False,False,False,False
2025-02-07 16:00:00+00:00,1.205,1.21,1.18,1.18,209.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-209.0,-3.24031007751938,False,False,False,False,1149.1937984496124,False,False,False,False
2025-02-07 17:00:00+00:00,1.18,1.19,1.17,1.175,1900.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2109.0,-35.88774713058109,False,False,False,False,1160.8342046751995,False,False,False,False
2025-02-07 18:00:00+00:00,1.175,1.185,1.175,1.175,123.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2109.0,-68.02902236886665,False,False,False,False,1144.7437518895376,False,False,False,False
2025-02-07 19:00:00+00:00,1.175,1.185,1.175,1.185,1300.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,10.579016107966916,-40.478885502829776,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-809.0,-79.51694450268268,False,False,False,False,1147.1508255036533,False,False,False,False
2025-02-07 20:00:00+00:00,1.185,1.185,1.18,1.185,15.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,17.631693513278194,-34.766216804527645,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-809.0,-90.82675931659458,False,False,False,False,1129.5980995268524,False,False,False,False
2025-02-10 15:00:00+00:00,1.235,1.265,1.22,1.255,9000.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.11820399696968,-16.190046528978918,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8191.0,37.57365555653092,False,False,False,False,1251.6198344179088,False,False,False,False
2025-02-10 16:00:00+00:00,1.255,1.255,1.245,1.255,7377.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,53.44254431943068,-4.94842795093745,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8191.0,163.98336632309633,False,False,False,False,1346.5869687680186,False,False,False,False
2025-02-10 17:00:00+00:00,1.255,1.255,1.225,1.225,4787.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,55.1723661692339,-4.94842795093745,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3404.0,214.21618234909482,False,False,False,False,1399.9267056863437,False,False,False,False
2025-02-10 18:00:00+00:00,1.225,1.225,1.21,1.225,3157.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.32558073576938,-4.741530437388128,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3404.0,263.67019502585305,False,False,False,False,1427.1681521098112,False,False,False,False
2025-02-10 19:00:00+00:00,1.225,1.225,1.21,1.225,2030.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,57.09439044679303,-4.161063613545522,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3404.0,312.35747882390183,False,False,False,False,1436.514382309659,False,False,False,False
2025-02-10 20:00:00+00:00,1.225,1.255,1.225,1.255,5644.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,61.594957486951415,0.21912543721470001,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9048.0,447.79379698167077,False,False,False,False,1501.7467174676485,False,False,False,False
2025-02-11 15:00:00+00:00,1.25,1.26,1.245,1.255,602.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.59533551372367,3.2974570300843737,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9048.0,581.1303272610246,False,False,False,False,1487.7971559565221,False,False,False,False
2025-02-11 16:00:00+00:00,1.255,1.265,1.255,1.26,2288.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.15914074346674,6.106687158501053,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11336.0,747.8724927298458,False,False,False,False,1500.2034016006069,False,False,False,False
2025-02-11 17:00:00+00:00,1.26,1.28,1.255,1.275,1900.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,70.36964166941101,9.595308070400634,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13236.0,941.4868726875227,False,False,False,False,1506.401798475016,False,False,False,False
2025-02-11 18:00:00+00:00,1.275,1.275,1.265,1.275,200.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.50997562004054,12.130578760939024,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13236.0,1132.0994793125224,False,False,False,False,1486.147507025791,False,False,False,False
2025-02-11 19:00:00+00:00,1.275,1.275,1.265,1.275,700.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,73.93686492046021,14.082714519222463,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13236.0,1319.7568517262816,False,False,False,False,1473.9591735835306,False,False,False,False
2025-02-11 20:00:00+00:00,1.275,1.275,1.25,1.25,1887.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.76391609033043,14.082714519222463,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11349.0,1475.2489935599826,False,False,False,False,1480.3629073264215,False,False,False,False
2025-02-12 15:00:00+00:00,1.25,1.255,1.24,1.255,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.52438893024565,14.082714519222463,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11349.0,1628.330404512541,False,False,False,False,1457.4115444221359,False,False,False,False
2025-02-12 16:00:00+00:00,1.255,1.275,1.255,1.275,29.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.29604955360907,14.082714519222463,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11378.0,1779.4880726596332,False,False,False,False,1435.2656290047382,False,False,False,False
2025-02-12 17:00:00+00:00,1.275,1.295,1.27,1.29,2546.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.4716048077796,14.082714519222463,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13924.0,1967.7750792850652,False,False,False,False,1452.4863169271453,False,False,False,False
2025-02-12 18:00:00+00:00,1.29,1.295,1.285,1.285,22.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.64477102796286,14.082714519222463,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13902.0,2152.801822241886,False,False,False,False,1430.308234494166,False,False,False,False
2025-02-12 19:00:00+00:00,1.285,1.29,1.275,1.285,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.76021517475169,14.082714519222463,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13902.0,2334.9599335249577,False,False,False,False,1409.6833006260395,False,False,False,False
2025-02-12 20:00:00+00:00,1.285,1.29,1.285,1.29,27.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.5120145679542,14.082714519222463,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13929.0,2514.7124926951133,False,False,False,False,1388.2463502287364,False,False,False,False
2025-02-13 15:00:00+00:00,1.29,1.3,1.285,1.29,300.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,69.01321416342253,14.082714519222463,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13929.0,2691.678190482786,False,False,False,False,1371.3743137910817,False,False,False,False
2025-02-13 16:00:00+00:00,1.285,1.3,1.285,1.285,233.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.61759239894468,14.082714519222463,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13696.0,2862.287830940417,False,False,False,False,1353.725099623778,False,False,False,False
2025-02-13 17:00:00+00:00,1.285,1.29,1.285,1.285,102.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,66.68717788929278,14.082714519222463,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13696.0,3030.252360693278,False,False,False,False,1334.3185089319365,False,False,False,False
2025-02-13 18:00:00+00:00,1.285,1.3,1.275,1.3,1800.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.64171521447007,14.082714519222463,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15496.0,3223.5197659538476,False,False,False,False,1341.538377010511,False,False,False,False
2025-02-13 19:00:00+00:00,1.3,1.31,1.295,1.31,600.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,71.23864676576613,16.494199612408977,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16096.0,3423.0931029158032,False,False,False,False,1330.0416579870923,False,False,False,False
2025-02-13 20:00:00+00:00,1.305,1.33,1.305,1.33,6376.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,74.86617431510095,20.03577956460917,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22472.0,3718.4249927930773,False,False,False,False,1408.2735702663622,False,False,False,False
2025-02-14 15:00:00+00:00,1.355,1.355,1.295,1.305,4251.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,1.3183333333333336,,70.34748168804897,20.03577956460917,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18221.0,3943.27111693582,False,False,False,False,1452.3468482467285,False,False,False,False
2025-02-14 16:00:00+00:00,1.305,1.305,1.275,1.295,2203.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,1.3092309678752194,,65.2430125807868,20.8924943477478,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16018.0,4130.476215898056,False,False,False,False,1463.9848816072442,False,False,False,False
2025-02-14 17:00:00+00:00,1.295,1.295,1.265,1.275,11.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,1.3091783964939416,,58.40582446590231,14.836519105908565,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16007.0,4314.608367589559,False,False,False,False,1441.4579842179846,False,False,False,False
2025-02-14 18:00:00+00:00,1.275,1.275,1.265,1.265,2965.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,1.296335807705903,,52.42717255112209,9.698480835755063,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13042.0,4449.9167649912715,False,False,False,False,1465.0787906642174,False,False,False,False
2025-02-14 19:00:00+00:00,1.265,1.265,1.255,1.265,37.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,1.2789334882574557,,48.441404607935276,6.358430088062718,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13042.0,4583.127357782105,False,False,False,False,1442.938034219811,False,False,False,False
2025-02-14 20:00:00+00:00,1.265,1.275,1.26,1.275,7268.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,1.27738966159349,,47.919417105812755,5.985219322063813,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20310.0,4826.954840607189,False,False,False,False,1533.2490724489612,False,False,False,False
2025-02-17 15:00:00+00:00,1.275,1.275,1.275,1.275,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,1.27738966159349,,47.57142543773107,5.444611843259366,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20310.0,5067.002052380721,False,False,False,False,1509.4777690001401,False,False,False,False
2025-02-17 16:00:00+00:00,1.275,1.275,1.275,1.275,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,1.27738966159349,,47.33943099234328,4.7976152673266625,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20310.0,5303.327601956214,False,False,False,False,1486.0750128916109,False,False,False,False
2025-02-17 17:00:00+00:00,1.275,1.275,1.275,1.275,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,1.27738966159349,,47.18476802875142,4.094489865545903,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20310.0,5535.989189522784,False,False,False,False,1463.0350902111206,False,False,False,False
2025-02-17 18:00:00+00:00,1.275,1.275,1.275,1.275,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,1.27738966159349,,47.08165938635685,3.3742872534781085,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20310.0,5765.0436206929735,False,False,False,False,1440.352375634204,False,False,False,False
2025-02-17 19:00:00+00:00,1.275,1.275,1.275,1.275,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,1.27738966159349,,47.012920291427136,2.665776812765664,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20310.0,5990.546820372152,False,False,False,False,1418.021331050728,False,False,False,False
