date,Close,High,Low,Open,Volume,aVWAP_peak_183,aVWAP_peak_178,aVWAP_peak_165,aVWAP_peak_153,aVWAP_peak_147,aVWAP_peak_133,aVWAP_peak_124,aVWAP_peak_109,aVWAP_peak_103,aVWAP_peak_90,aVWAP_peak_81,aVWAP_peak_77,aVWAP_peak_65,aVWAP_peak_59,aVWAP_peak_45,aVWAP_peak_32,aVWAP_peak_23,aVWAP_peak_5,aVWAP_valley_184,aVWAP_valley_171,aVWAP_valley_162,aVWAP_valley_149,aVWAP_valley_140,aVWAP_valley_130,aVWAP_valley_120,aVWAP_valley_96,aVWAP_valley_86,aVWAP_valley_67,aVWAP_valley_61,aVWAP_valley_52,aVWAP_valley_47,aVWAP_valley_39,aVWAP_valley_25,aVWAP_valley_20,aVWAP_valley_10,aVWAP_OB_bear_153,aVWAP_OB_bear_124,aVWAP_OB_bear_109,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,39.73,40.68,39.44,39.44,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1638.0,False,False,False,False
2022-01-07 00:00:00+00:00,40.69,40.69,38.83,39.73,3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3992,295.7037037037037,False,False,False,False,1812.3703703703704,False,False,False,False
2022-01-14 00:00:00+00:00,39.0025,40.1202,36.8,39.0,9354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.33760955514391,-33.98075700185238,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5362,-123.38545953360767,False,False,False,False,2371.0096021947875,False,False,False,False
2022-01-21 00:00:00+00:00,40.63,40.84,39.32,39.75,7647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.52770580911609,-33.98075700185238,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2285,55.01346339480769,False,False,False,False,2761.8237057359142,False,False,False,False
2022-01-28 00:00:00+00:00,40.64,41.109,38.5,39.71,19894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,71.40725457106542,-33.98075700185238,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22179,1693.827280921118,False,False,False,False,4030.873801607328,False,False,False,False
2022-02-04 00:00:00+00:00,37.74,42.17,37.27,40.7501,15824,,,,,,,,,,,,,,,,,,39.06,,,,,,,,,,,,,,,,,,,,,39.06,#000000,,39.06,,60.58692014492486,-33.98075700185238,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6355,2039.0993341862204,False,False,False,False,4904.43870519197,False,False,False,False
2022-02-11 00:00:00+00:00,38.37,39.19,36.4555,37.55,14682,,,,,,,,,,,,,,,,,,38.552327312659806,,,,,,,,,,,,,,,,,,,,,38.552327312659806,#000000,,38.552327312659806,,54.66282009309532,-33.98075700185238,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21037,3446.3512353576116,False,False,False,False,5628.70250480738,False,False,False,False
2022-02-18 00:00:00+00:00,38.0,38.96,37.865,38.22501,3219,,,,,,,,,,,,,,,,,,38.52585684210527,,,,,,,,,,,,,,,,,,,,,38.52585684210527,#000000,,38.52585684210527,,49.78881336835659,-33.98075700185238,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17818,4510.917810516306,False,False,False,False,5450.206022969796,False,False,False,False
2022-02-25 00:00:00+00:00,38.56,38.56,36.4394,37.8,17460,,,,,,,,,,,,,,,,,,38.29638038487839,,,,,,,,,,,,,,,,,,,,,38.29638038487839,#000000,,38.29638038487839,,47.8019070419523,-33.98075700185238,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35278,6789.960935663246,False,False,False,False,6339.8203916387,False,False,False,False
2022-03-04 00:00:00+00:00,35.2,38.51,35.2,38.42,4015,,,,,,,,,,,,,,,,,,38.151415096618365,,,,,,,,,,,,,,,,,,,,,38.151415096618365,#000000,,38.151415096618365,,42.09682966271402,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,31263,8602.778644132635,False,False,False,False,6167.611473739536,False,False,False,False
2022-03-11 00:00:00+00:00,31.75,33.84,31.3481,33.8,4451,,,,,,,,,,,,,,,,,,37.71574560415305,,,,,,,,,,,,,,,,,32.3127,,,,35.014222802076524,#000000,,35.014222802076524,,35.81004375116914,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,26812,9951.609855678365,False,False,False,False,6040.455068277349,False,False,False,False
2022-03-18 00:00:00+00:00,35.14,35.15,31.53,31.64,7203,,,,,,,,,,,,,,,,,,37.30893829888015,,,,,,,,,,,,,,,,,33.318487017333105,,,,35.313712658106624,#000000,,35.313712658106624,,36.490219211057564,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34015,11734.08319970219,False,False,False,False,6126.569507664212,False,False,False,False
2022-03-25 00:00:00+00:00,34.17,35.14,34.17,35.14,904,,,,,,,,,,,,,,,,,,37.27137362919016,,,,,,,,,,,,,,,,,33.40305948664862,,,,35.33721655791939,#000000,,35.33721655791939,,36.26761323116817,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,33111,13317.558518242768,False,False,False,False,5739.712507096492,False,False,False,False
2022-04-01 00:00:00+00:00,34.92,36.44,34.26,34.26,12627,,,,,,,,,,,,,,,,,,36.947046269411786,,,,,,,,,,,,,,,,,34.30733377142479,,,,35.62719002041828,#000000,,35.62719002041828,,37.04613999294475,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,45738,15719.072702076637,False,False,False,False,6249.88195101527,False,False,False,False
2022-04-08 00:00:00+00:00,33.14,34.15,32.8,34.15,2282,,,,,,,,,,,,,,,,,,36.84811885073044,,,,,,,,,,,,,,,,,34.22890478392252,,,,35.53851181732648,#000000,,35.53851181732648,,36.32239353004641,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43456,17773.659909330217,False,False,False,False,5955.964769458584,False,False,False,False
2022-04-15 00:00:00+00:00,32.91,33.1012,32.06,32.42,4200,,,,,,,,,,,,,,,,,,36.64709407523379,,,,,,,,,,,,,,,,,34.024852613130385,,,,35.33597334418209,#000000,,35.33597334418209,,35.65105732936289,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,39256,19364.94436049094,False,False,False,False,5825.893305054245,False,False,False,False
2022-04-22 00:00:00+00:00,31.224,33.56,31.06,31.06,3430,,,,,,,,,,,,,,,,,,36.468595424358874,,,,,,,,,,,,,,,,,33.82188357124541,,,,35.14523949780214,#000000,,35.14523949780214,,34.10872927343591,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35826,20584.281815269387,False,False,False,False,5648.419726902078,False,False,False,False
2022-04-29 00:00:00+00:00,30.02,31.14,30.02,31.14,6265,,,,,,,,,,,,,,,,,,36.07442880601755,,,,,,,,,,,,,,,,,33.30256953322696,,,,34.688499169622254,#000000,,34.688499169622254,,32.338904476559684,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29561,21249.22390302721,False,False,False,False,5694.092339724146,False,False,False,False
2022-05-06 00:00:00+00:00,27.275,30.02,26.84,30.02,3099,,,,,,,,,,,,,,,,,,35.824750397514244,,,,,,,,,,,,,,,,,32.93610886019958,,,,34.380429628856916,#000000,,34.380429628856916,,29.80795931220135,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,26462,21635.355465765937,False,False,False,False,5501.863277522358,False,False,False,False
2022-05-13 00:00:00+00:00,25.681,26.26,24.23,26.18,15241,,,,,,,,,,,,,,,,,,34.44069310978051,,,,,,,,,,,,,,,,,31.009788723437524,,,,32.72524091660902,#000000,,32.72524091660902,,27.396795344399838,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11221,20863.921727561054,False,False,False,False,6223.280812520701,False,False,False,False
2022-05-20 00:00:00+00:00,27.41,28.28,24.021,26.04,10244,,,,,,,,,,,,,,,,,,33.796453856828556,,,,,,,,,,,,,,,,26.570333333333334,30.35960456685634,,,,30.242130585672744,#000000,,30.242130585672744,,27.800462862923638,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21465,20908.446044038013,False,False,False,False,6521.111863445094,False,False,False,False
2022-05-27 00:00:00+00:00,29.58,29.755,27.06,27.41,2101,,,,,,,,,,,,,,,,,,33.713928915416474,,,,,,,,,,,,,,,,26.949517456460107,30.314075525235843,,,,30.32584063237081,#000000,,30.32584063237081,,30.384860087902297,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23566,21105.301892627787,False,False,False,False,6193.696169856568,False,False,False,False
2022-06-03 00:00:00+00:00,30.45,30.45,28.9701,28.9701,9234,,,,,,,,,,,,,,,,,,33.459723188575694,,,,,,,,,,,,,,,,28.23633907039251,30.273475562144498,,,,30.65651260703757,#000000,,30.65651260703757,,33.06535145453921,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32800,21971.575826507207,False,False,False,False,6418.903860978304,False,False,False,False
2022-06-10 00:00:00+00:00,28.17,31.0,28.17,29.74,9346,,,,,,,,,,,,,,,,,29.113333333333333,33.18116462543516,,,,,,,,,,,,,,,,28.501379923470765,30.15383473468172,,,,30.237428154230244,#000000,,30.237428154230244,,33.67413512618278,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23454,22081.38502454371,False,False,False,False,6635.725797202133,False,False,False,False
2022-06-17 00:00:00+00:00,27.34,27.66,26.96,27.35,6199,,,,,,,,,,,,,,,,,28.39819191594296,32.94217024609825,,,,,,,,,,,,,,,,28.304112006608484,29.972406796728155,,,,29.90422024134446,#000000,,29.90422024134446,,33.6775289467731,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17255,21723.87502272566,False,False,False,False,6603.375738150124,False,False,False,False
2022-06-24 00:00:00+00:00,25.66,27.47,25.66,27.34,1369,,,,,,,,,,,,,,,,,28.22539888061172,32.88256381998543,,,,,,,,,,,,,,,26.263333333333335,28.231531901038284,29.920696204830527,,,,29.104704827959857,#000000,,28.160240079953468,,32.860652912589714,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2782385268189038,-0.2782385268189038,False,False,False,False,15886,21291.439835857094,False,False,False,False,6215.644201990855,False,False,False,False
2022-07-01 00:00:00+00:00,27.25,28.57,27.23,27.8199,4451,,,,,,,,,,,,,,,,,28.112469615414618,32.73595399207665,,,,,,,,,,,,,,,27.349316151202746,28.174712978142075,29.823678277770203,,,,29.23922620292126,#000000,,28.365044255632412,,33.84781073284581,-33.469354914471594,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7942418713536079,1.0876341276317438,False,False,False,False,-0.2151396153640104,-0.2466890710914571,False,False,False,False,20337,21220.74058875657,False,False,False,False,6084.929816658199,False,False,False,False
2022-07-08 00:00:00+00:00,28.78,28.78,26.93,27.25,4013,,,,,,,,,,,,,,,,,28.120512648750886,32.622584165848046,,,,,,,,,,,,,,,27.68152920437981,28.17374046042124,29.761208497798282,,,,29.27191499543965,#000000,,28.434247702837553,,35.93070283300114,-30.19776944054207,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7989482114092009,1.0845908844988796,False,False,False,False,-0.21723667423864196,-0.23196287266504953,False,False,False,False,24350,21452.53758218201,False,False,False,False,5931.453533942777,False,False,False,False
2022-07-15 00:00:00+00:00,26.57,28.78,26.0654,28.78,1259,,,,,,,,,,,,,,,,,28.074096164482985,32.58025588857963,,,,,,,,,,,,,,,27.619888766678688,28.146707738786574,29.730610896236033,,,,29.230311890952784,#000000,,28.39282589154607,,36.185582503531464,-28.794727758423903,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8222749626494024,1.0861382594621516,False,False,False,False,-0.23748145385673028,-0.2347221632608899,False,False,False,False,23091,21573.905168687048,False,False,False,False,5585.34586476183,False,False,False,False
