date,Open,High,Low,Close,Volume,aVWAP_peak_424,aVWAP_peak_369,aVWAP_peak_309,aVWAP_peak_259,aVWAP_peak_164,aVWAP_peak_77,aVWAP_peak_41,aVWAP_valley_432,aVWAP_valley_343,aVWAP_valley_322,aVWAP_valley_281,aVWAP_valley_215,aVWAP_valley_194,aVWAP_valley_167,aVWAP_valley_119,aVWAP_valley_96,aVWAP_valley_66,aVWAP_valley_49,aVWAP_OB_bull_343,aVWAP_OB_bull_119,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,62.56,62.77,61.93,62.35,22892.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,22892.0,False,False,False,False
2023-12-15 17:00:00+00:00,61.85,61.88,61.2,61.275,18953.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18953.0,-293.84496124031006,False,False,False,False,22830.930232558138,False,False,False,False
2023-12-18 17:00:00+00:00,61.46,61.585,61.35,61.53,14064.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,7.021569527306146,-60.53235429095922,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4889.0,-365.08767501953,False,False,False,False,22695.008833603748,False,False,False,False
2023-12-19 17:00:00+00:00,62.49,63.16,62.4,63.04,23875.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,27.066113425581435,-41.790107829780844,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18986.0,-65.07081184093266,False,False,False,False,22713.30327029206,False,False,False,False
2023-12-20 17:00:00+00:00,62.8,62.9,61.17,61.2,13513.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.477124352271993,-38.79941950528688,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5473.0,20.790751133345367,False,False,False,False,22570.66290951234,False,False,False,False
2023-12-21 17:00:00+00:00,61.33,61.885,61.18,61.84,10826.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.84829182302794,-33.463313492709986,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16299.0,273.16608832507643,False,False,False,False,22388.575112465634,False,False,False,False
2023-12-22 17:00:00+00:00,61.94,62.49,61.9,62.17,7125.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.8382947879319,-28.222285944901504,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23424.0,632.0937458704241,False,False,False,False,22151.93053707857,False,False,False,False
2023-12-25 17:00:00+00:00,62.17,62.17,62.17,62.17,0.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,44.16496343120121,-24.305205203586898,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23424.0,985.4566335313477,False,False,False,False,21808.48975355797,False,False,False,False
2023-12-26 17:00:00+00:00,62.05,62.51,61.98,62.25,9879.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.77145271096856,-20.842694363655767,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,33303.0,1486.503817507606,False,False,False,False,21623.536424045444,False,False,False,False
2023-12-27 17:00:00+00:00,62.43,62.985,62.43,62.96,14604.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.572826824877566,-15.26903797964787,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,47907.0,2206.201432740046,False,False,False,False,21514.70640196722,False,False,False,False
2023-12-28 17:00:00+00:00,62.865,63.06,62.6,63.04,21630.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.08032252873956,-10.944356601127765,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,69537.0,3250.0897826200453,False,False,False,False,21516.493899611138,False,False,False,False
2023-12-29 17:00:00+00:00,62.49,62.89,62.31,62.605,12550.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.79880621867879,-10.090038545218725,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,56987.0,4083.2201735871763,False,False,False,False,21377.47849031484,False,False,False,False
2024-01-01 17:00:00+00:00,62.605,62.605,62.605,62.605,0.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.61112867863828,-8.973996054486712,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,56987.0,4903.433814306754,False,False,False,False,21046.044715271197,False,False,False,False
