date,Close,High,Low,Open,Volume,aVWAP_peak_176,aVWAP_peak_163,aVWAP_peak_152,aVWAP_peak_143,aVWAP_peak_133,aVWAP_peak_124,aVWAP_peak_116,aVWAP_peak_104,aVWAP_peak_93,aVWAP_peak_84,aVWAP_peak_75,aVWAP_peak_57,aVWAP_peak_46,aVWAP_peak_33,aVWAP_peak_12,aVWAP_peak_7,aVWAP_valley_173,aVWAP_valley_159,aVWAP_valley_147,aVWAP_valley_141,aVWAP_valley_137,aVWAP_valley_131,aVWAP_valley_122,aVWAP_valley_97,aVWAP_valley_91,aVWAP_valley_77,aVWAP_valley_63,aVWAP_valley_50,aVWAP_valley_37,aVWAP_valley_28,aVWAP_valley_19,aVWAP_valley_5,aVWAP_OB_bull_37,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,107.2191679863,107.8005117491,104.0896007299,104.0896007299,136173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,136173.0,False,False,False,False
2022-01-07 00:00:00+00:00,106.9575632931,108.4109227001,102.4715272568,107.1416554846,306274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-306274,-22686.962962962964,False,False,False,False,148773.07407407407,False,False,False,False
2022-01-14 00:00:00+00:00,104.9519273114,106.3423078108,102.9172241416,106.0274132726,153525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-459799,-55065.632373113855,False,False,False,False,149125.06858710563,False,False,False,False
2022-01-21 00:00:00+00:00,99.0803553071,104.6224991791,98.7024818613,104.1961804197,153733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-613532,-96433.5114565869,False,False,False,False,149466.39683991263,False,False,False,False
2022-01-28 00:00:00+00:00,95.6794942947,100.5337147141,92.9568676722,97.8595334052,270645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-884177,-154784.8809783212,False,False,False,False,158442.5896665858,False,False,False,False
2022-02-04 00:00:00+00:00,95.7860739845,97.0165849491,90.6896269973,94.9818817793,346675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.49742864363334,,94.49742864363334,#000000,,94.49742864363334,,0.29782195749986123,-49.71846518080091,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-537502,-183134.29720214923,False,False,False,False,172385.73117276462,False,False,False,False
2022-02-11 00:00:00+00:00,101.6677690147,104.6700724771,96.159102899,96.5611990016,354779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.70146565045292,,97.70146565045292,#000000,,97.70146565045292,,11.291728786951763,-39.338002984810245,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-182723,-183103.83074273076,False,False,False,False,185896.34367848575,False,False,False,False
2022-02-18 00:00:00+00:00,102.6099466773,104.9216815608,100.997560162,101.4152265485,400126,,,,,,,,,,,,,,,,102.84306280003332,,,,,,,,,,,,,,,,99.56904376649807,,101.2060532832657,#000000,,101.2060532832657,,20.218997220320503,-31.358773532451327,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,217403,-153436.65809512106,False,False,False,False,201765.207109709,False,False,False,False
2022-02-25 00:00:00+00:00,103.328721389,104.1737673338,99.6571424564,102.3379778675,203827,,,,,,,,,,,,,,,,102.68899300781197,,,,,,,,,,,,,,,,100.00896983118665,,101.34898141949931,#000000,,101.34898141949931,,27.380517486321637,-25.290088582820722,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,421230,-110868.75749548248,False,False,False,False,201917.93250898982,False,False,False,False
2022-03-04 00:00:00+00:00,104.1931936774,104.6205732357,99.3851736466,102.8624891436,212192,,,,,,,,,,,,,,,,102.70042936707941,,,,,,,,,,,,,,,,100.38984330654397,,101.54513633681168,#000000,,101.54513633681168,,33.40307774057533,-20.391860911737364,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,633422,-55736.10879211342,False,False,False,False,202678.97454536095,False,False,False,False
2022-03-11 00:00:00+00:00,101.5609241252,104.8342630148,101.317997699,104.8342630148,122474,,,,,,,,,,,,,,,,102.68354905002519,,,,,,,,,,,,,,,,100.55272784330843,,101.61813844666682,#000000,,101.61813844666682,,35.50092303257251,-19.210262751693676,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,510948,-13759.508140845755,False,False,False,False,196737.86531977865,False,False,False,False
2022-03-18 00:00:00+00:00,104.3000385669,104.3291780823,100.8712889288,102.1242880884,180752,,,,,,,,,,,,,,,,102.76158835679186,,,,,,,,,,,,,,,,100.81222841673598,,101.78690838676391,#000000,,101.78690838676391,,39.55115371846613,-16.0094184889576,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,691700,38496.75172143911,False,False,False,False,195553.72714794317,False,False,False,False
2022-03-25 00:00:00+00:00,100.9587074748,105.6519178152,99.9873902969,103.6881087448,166539,,,,,,,,,,,,,,,102.19933852896665,102.68877103359182,,,,,,,,,,,,,,,,100.92846677618134,,101.93885877957995,#000000,,101.93885877957995,,40.10828404346245,-16.0094184889576,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,525161,74545.9552976288,False,False,False,False,193404.48809994737,False,False,False,False
2022-04-01 00:00:00+00:00,99.8319795484,101.3860870331,96.4809352845,100.9101416159,206049,,,,,,,,,,,,,,,100.55889128055132,102.21150722303261,,,,,,,,,,,,,,,,100.76919485356443,,101.17986445238279,#000000,,101.17986445238279,,39.84075079030361,-16.0094184889576,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,319112,92661.95860891555,False,False,False,False,194341.11861106235,False,False,False,False
2022-04-08 00:00:00+00:00,95.7524474011,100.201080076,95.227936125,99.2103365546,222822,,,,,,,,,,,,,,,99.24967369043252,101.54217368430773,,,,,,,,,,,,,,,,100.42718279427444,,100.40634338967156,#000000,,100.40634338967156,,37.6485999655769,-16.0094184889576,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,96290,92930.70241566256,False,False,False,False,196450.81352876144,False,False,False,False
2022-04-15 00:00:00+00:00,95.1210912354,96.7917567815,94.2371926035,96.2283928183,150136,,,,,,,,,,,,,,,98.47108344517336,101.04635450196749,,,,,,,,,,,,,,,,100.13211191410693,,99.8831832870826,#000000,,99.8831832870826,,35.81814106992062,-16.0094184889576,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-53846,82058.35408857644,False,False,False,False,193020.08660070505,False,False,False,False
2022-04-22 00:00:00+00:00,95.8981449778,99.7542741742,94.785986809,94.8394092538,196366,,,,,,,,,,,,,,,98.12537164108161,100.64304948603609,,,,,,,,,,,,,,,,99.89618659325798,,99.55486924012523,#000000,,99.55486924012523,,35.229294841346196,-16.0094184889576,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,142520,86536.99452645966,False,False,False,False,193267.93203768987,False,False,False,False
2022-04-29 00:00:00+00:00,91.3426674133,96.2186796465,90.8181561372,95.0822385483,325515,,,,,,,,,,,,,,,96.75589445986628,99.5724711383684,,,,,,,,,,,,,,,,99.14749795498821,,98.49195451774096,#000000,,98.49195451774096,,33.006639212164174,-9.759104018207779,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-182995,66571.66159857376,False,False,False,False,203064.01114600914,False,False,False,False
2022-05-06 00:00:00+00:00,92.4208294808,95.2473624686,90.1188077691,91.9934499225,199546,,,,,,,,,,,,,,,96.18999663219947,99.03418487643485,,,,,,,,,,,,,,,,98.74984829859709,,97.99134326907715,#000000,,97.99134326907715,,32.356693778307516,-10.423453712182123,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16551,62866.42740608681,False,False,False,False,202803.41772778626,False,False,False,False
2022-05-13 00:00:00+00:00,88.4822217239,94.7811302232,87.8198713191,93.5864100943,226255,,,,,,,,,,,,,,,95.41111582308599,98.33649046430817,,,,,,,,,,,,,,,90.36107442206666,98.2097306528375,,95.57960284057458,#000000,,95.57960284057458,,30.57168265701065,-12.234685494896766,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-209704,42676.025376006306,False,False,False,False,204540.57197017246,False,False,False,False
