date,Open,High,Low,Close,Volume,aVWAP_peak_876,aVWAP_peak_835,aVWAP_peak_797,aVWAP_peak_767,aVWAP_peak_703,aVWAP_peak_608,aVWAP_peak_580,aVWAP_peak_522,aVWAP_peak_479,aVWAP_peak_459,aVWAP_peak_419,aVWAP_peak_395,aVWAP_peak_358,aVWAP_peak_312,aVWAP_peak_275,aVWAP_peak_256,aVWAP_peak_217,aVWAP_peak_154,aVWAP_peak_120,aVWAP_peak_96,aVWAP_peak_71,aVWAP_peak_36,aVWAP_valley_881,aVWAP_valley_818,aVWAP_valley_801,aVWAP_valley_783,aVWAP_valley_744,aVWAP_valley_674,aVWAP_valley_615,aVWAP_valley_588,aVWAP_valley_565,aVWAP_valley_546,aVWAP_valley_498,aVWAP_valley_470,aVWAP_valley_438,aVWAP_valley_407,aVWAP_valley_371,aVWAP_valley_347,aVWAP_valley_324,aVWAP_valley_304,aVWAP_valley_287,aVWAP_valley_253,aVWAP_valley_197,aVWAP_valley_166,aVWAP_valley_135,aVWAP_valley_103,aVWAP_valley_84,aVWAP_valley_49,aVWAP_valley_21,aVWAP_OB_bull_324,aVWAP_OB_bear_703,aVWAP_OB_bear_522,aVWAP_OB_bear_419,aVWAP_OB_bear_120,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-10 15:00:00+00:00,86.62,87.28,86.47,87.23,3689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3689.0,False,False,False,False
2025-02-10 16:00:00+00:00,87.23,87.41,86.71,87.355,3640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3640.0,56.434108527131784,False,False,False,False,3688.240310077519,False,False,False,False
2025-02-10 17:00:00+00:00,87.355,87.73,87.28,87.4,4457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8097.0,181.0940448290367,False,False,False,False,3700.1590649600384,False,False,False,False
2025-02-10 18:00:00+00:00,87.4,87.69,87.285,87.69,3966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12063.0,365.30964103323765,False,False,False,False,3704.280629844379,False,False,False,False
2025-02-10 19:00:00+00:00,87.695,87.87,87.2,87.31,5223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.35796417114224,35.02216775402802,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6840.0,465.69243729628823,False,False,False,False,3727.8266665909778,False,False,False,False
2025-02-10 20:00:00+00:00,87.23,87.52,87.07,87.23,17837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.49829540968258,24.446988018445794,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10997.0,287.9762754777411,False,False,False,False,3946.573539977164,False,False,False,False
2025-02-11 15:00:00+00:00,86.835,86.845,85.93,86.125,3349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.64605977557051,9.684101219955949,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14346.0,61.09292236955909,False,False,False,False,3937.308833931006,False,False,False,False
2025-02-11 16:00:00+00:00,86.125,86.5,85.87,86.405,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,44.91238751228442,4.419457780021283,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12364.0,-131.54417720206197,False,False,False,False,3906.9939682886647,False,False,False,False
2025-02-11 17:00:00+00:00,86.405,86.56,86.25,86.39,1272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.668358857702714,0.8997276271331884,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13636.0,-340.91558530745635,False,False,False,False,3866.1413486252745,False,False,False,False
2025-02-11 18:00:00+00:00,86.455,86.875,86.455,86.635,1527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.51941585533598,0.8997276271331884,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12109.0,-523.3665064654803,False,False,False,False,3829.875591282247,False,False,False,False
2025-02-11 19:00:00+00:00,86.635,86.64,86.26,86.44,2810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.9472991867577,-0.042670182861840544,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14919.0,-746.55462264431,False,False,False,False,3814.0635666112044,False,False,False,False
2025-02-11 20:00:00+00:00,86.44,86.48,85.74,85.95,8952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.09708902227751,-3.918198943048992,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23871.0,-1105.0731556265687,False,False,False,False,3893.7214958110303,False,False,False,False
2025-02-12 15:00:00+00:00,85.52,85.52,84.42,85.165,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,28.86161371683688,-9.125719100584945,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-25473.0,-1482.870471043211,False,False,False,False,3858.1909299845024,False,False,False,False
2025-02-12 16:00:00+00:00,85.16,85.18,84.435,84.725,684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.387114907678967,-13.615383421471208,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-26157.0,-1865.4151149030063,False,False,False,False,3808.9786675041223,False,False,False,False
