date,Close,High,Low,Open,Volume,aVWAP_peak_188,aVWAP_peak_175,aVWAP_peak_149,aVWAP_peak_143,aVWAP_peak_113,aVWAP_peak_103,aVWAP_peak_99,aVWAP_peak_86,aVWAP_peak_79,aVWAP_peak_66,aVWAP_peak_57,aVWAP_peak_50,aVWAP_peak_32,aVWAP_valley_182,aVWAP_valley_176,aVWAP_valley_171,aVWAP_valley_165,aVWAP_valley_136,aVWAP_valley_126,aVWAP_valley_110,aVWAP_valley_105,aVWAP_valley_95,aVWAP_valley_91,aVWAP_valley_84,aVWAP_valley_71,aVWAP_valley_60,aVWAP_valley_45,aVWAP_valley_41,aVWAP_valley_24,aVWAP_valley_19,aVWAP_valley_11,aVWAP_OB_bull_71,aVWAP_OB_bull_45,aVWAP_OB_bear_149,aVWAP_OB_bear_113,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,40.71,46.05,39.71,43.33,515751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.171150549308365,-45.601615035980714,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-862005,-126491.34154920056,False,False,False,False,390081.1030105882,False,False,False,False
2022-03-18 00:00:00+00:00,49.05,49.85,38.31,40.52,359836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.736666666666665,,,,,45.736666666666665,#000000,,45.736666666666665,,23.314851533157004,-40.2249264787832,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-502169,-154319.31624925978,False,False,False,False,387840.7250098039,False,False,False,False
2022-03-25 00:00:00+00:00,48.87,51.68,47.51,49.01,242287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1919695145344,,,,,47.1919695145344,#000000,,47.1919695145344,,26.93232013513516,-36.28528089665725,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-744456,-198033.14467524053,False,False,False,False,377058.96760167024,False,False,False,False
2022-04-01 00:00:00+00:00,50.91,52.84,48.37,48.54,231023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.16655965861125,,,,,48.16655965861125,#000000,,48.16655965861125,,30.656864194327092,-32.31123107415496,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-513433,-221396.096921519,False,False,False,False,366241.48852006503,False,False,False,False
2022-04-08 00:00:00+00:00,49.05,52.12,47.36,51.1,244068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.47094745643236,,,,,48.47094745643236,#000000,,48.47094745643236,,32.66158251120123,-30.02249145163035,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-757501,-261107.5712236287,False,False,False,False,357191.6004815417,False,False,False,False
2022-04-15 00:00:00+00:00,48.89,51.19,47.6843,48.06,170946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.57829808352562,,,,,48.57829808352562,#000000,,48.57829808352562,,34.036863286209055,-28.306778876197882,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-928447,-310540.12150335993,False,False,False,False,343395.6300755016,False,False,False,False
2022-04-22 00:00:00+00:00,45.48,50.06,44.8583,48.89,237635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.293790109739234,,,,,48.293790109739234,#000000,,48.293790109739234,,33.870280506392554,-28.02895914579787,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1166082,-373913.59398459253,False,False,False,False,335561.5093291682,False,False,False,False
2022-04-29 00:00:00+00:00,42.88,46.18,42.82,44.95,214098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.74795822801788,,,,,47.74795822801788,#000000,,47.74795822801788,,32.980948902669425,-28.02895914579787,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1380180,-448451.8462820301,False,False,False,False,326564.2123418224,False,False,False,False
2022-05-06 00:00:00+00:00,40.37,47.24,38.43,42.76,239953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.038602718686604,,,,,47.038602718686604,#000000,,47.038602718686604,,31.66950229443995,-28.02895914579787,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1620133,-535243.0428537315,False,False,False,False,320148.5669831689,False,False,False,False
2022-05-13 00:00:00+00:00,32.68,39.82,28.72,38.99,701524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.74,43.50661402584013,,,,,38.623307012920066,#000000,,38.623307012920066,,29.09701098587574,-28.02895914579787,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2321657,-667570.002642344,False,False,False,False,348398.5990584897,False,False,False,False
2022-05-20 00:00:00+00:00,35.35,35.38,30.48,32.33,520273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.73858057980718,41.89889303317927,,,,,37.81873680649322,#000000,,37.81873680649322,,28.8013643727664,-28.02895914579787,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1801384,-751556.2246688369,False,False,False,False,361130.0361652683,False,False,False,False
2022-05-27 00:00:00+00:00,34.74,36.74,32.52,35.37,262746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.90284049479649,41.34397986505038,,,,,37.62341017992344,#000000,,37.62341017992344,,28.45553453529927,-28.02895914579787,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2064130,-848783.9117304046,False,False,False,False,353842.3297826558,False,False,False,False
2022-06-03 00:00:00+00:00,33.11,35.54,31.95,34.92,280684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.84408615435862,40.75227127763295,,,,,37.29817871599579,#000000,,37.29817871599579,,27.84686342768462,-28.02895914579787,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2344814,-959600.9553059302,False,False,False,False,348423.19424319983,False,False,False,False
2022-06-10 00:00:00+00:00,31.1,34.67,30.49,33.68,305662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.58469207024938,40.09185715488558,,,,,36.83827461256748,#000000,,36.83827461256748,,26.982257337463917,-28.02895914579787,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2650476,-1084850.958616602,False,False,False,False,345255.69837333314,False,False,False,False
2022-06-17 00:00:00+00:00,25.7,29.75,25.09,29.6,474473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.846666666666668,32.32867774799812,38.69069911126381,,,,,32.62201450864287,#000000,,32.62201450864287,,25.362900818706002,-28.02895914579787,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3124949,-1235969.3320524092,False,False,False,False,354827.35034567886,False,False,False,False
2022-06-24 00:00:00+00:00,32.67,33.0461,26.06,26.13,318348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.350574847201745,32.13562144127722,38.15397297481977,,,,,32.880056421099574,#000000,,32.880056421099574,,27.880371215585335,-28.02895914579787,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.3050112526742572,-0.3050112526742572,False,False,False,False,-2806601,-1352312.4185670456,False,False,False,False,352125.17624599894,False,False,False,False
2022-07-01 00:00:00+00:00,28.38,33.09,27.43,33.09,236260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.645075007960177,31.944912954297404,37.75453650299271,,,,,32.78150815508343,#000000,,32.78150815508343,,28.72862647182102,-28.02895914579787,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7636179197433297,1.2082497817830098,False,False,False,False,-0.27990168124561204,-0.29245646695993466,False,False,False,False,-3042861,-1477538.239413931,False,False,False,False,343542.57059814717,False,False,False,False
2022-07-08 00:00:00+00:00,30.49,31.68,26.76,27.24,264703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.849314644175536,31.7638448295768,37.34977599358208,,,,,32.654311822444804,#000000,,32.654311822444804,,30.298063876814844,-27.085885049141922,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8338805577280806,1.2146996185172172,False,False,False,False,-0.2950245484166871,-0.2937405076883109,False,False,False,False,-2778158,-1573880.443901788,False,False,False,False,337702.6024056918,False,False,False,False
2022-07-15 00:00:00+00:00,26.85,30.0,26.2504,30.0,219421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.682678588646837,31.515061276406254,36.96647453807126,,,,,32.38807146770812,#000000,,32.38807146770812,,30.61060231788922,-26.46800520338708,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.849029063453483,1.1546904897347054,False,False,False,False,-0.3239306686972937,-0.3088355881928023,False,False,False,False,-2997579,-1679339.5962053593,False,False,False,False,328941.00222749246,False,False,False,False
2022-07-22 00:00:00+00:00,29.95,31.38,26.14,27.32,189230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.735363574566232,31.396789160891917,36.70780029181115,,,,,32.2799843424231,#000000,,32.2799843424231,,32.209091140244574,-24.612553483025863,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8281582559994749,1.1415919179333243,False,False,False,False,-0.30710912212070374,-0.30797235515675303,False,False,False,False,-2808349,-1762969.9224123699,False,False,False,False,318592.03909953,False,False,False,False
2022-07-29 00:00:00+00:00,31.49,31.7499,28.44,29.92,168688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.89985764919427,31.36097955074718,36.53148427762679,,,,,32.264107159189415,#000000,,32.264107159189415,,34.00699978725681,-22.609642549122768,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8607492176554541,1.1301513623924686,False,False,False,False,-0.2722649221255608,-0.29011863864115695,False,False,False,False,-2639661,-1827910.002233676,False,False,False,False,307488.03620326857,False,False,False,False
2022-08-05 00:00:00+00:00,35.18,35.45,30.63,31.22,405779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.764821758160867,31.58425774547734,36.352193502407985,,,,,32.567091002015395,#000000,,32.567091002015395,,36.77766843693575,-19.730154928816404,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8561146302272155,1.1314024673651781,False,False,False,False,-0.19750121241456076,-0.24380992552785885,False,False,False,False,-2233882,-1857982.0020682183,False,False,False,False,314768.8483363598,False,False,False,False
2022-08-12 00:00:00+00:00,36.45,40.555,34.44,35.67,394341,,,,,,,,,,,,,37.14833333333333,,,,,,,,,,,,,,,,30.85480920522768,32.0469490268231,36.399178179260694,,,,,34.1123174361612,#000000,,34.1123174361612,,39.243305631975176,-17.214358003404193,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8703421580871054,1.0881058708913895,False,False,False,False,-0.07258023060681133,-0.1581950780673351,False,False,False,False,-1839541,-1856616.0019150171,False,False,False,False,320663.0817929257,False,False,False,False
2022-08-19 00:00:00+00:00,31.44,36.505,31.31,35.97,222156,,,,,,,,,,,,,35.684102558487716,,,,,,,,,,,,,,,,31.026043890178993,32.09340266770716,36.29253706140408,,,,,33.77402154444449,#000000,,33.77402154444449,,39.53367604792517,-16.800562681707,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.872057863679352,1.119783410813475,False,False,False,False,-0.14635857098959565,-0.15227682452846536,False,False,False,False,-2061697,-1871807.1869583493,False,False,False,False,313366.2609193757,False,False,False,False
2022-08-26 00:00:00+00:00,29.39,32.48,29.25,30.65,438489,,,,,,,,,,,,,33.47676152574537,,,,,,,,,,,,,,,,30.940144724492544,31.95380196192933,35.93905224766409,,,,,33.07744011495783,#000000,,33.07744011495783,,39.196443521705135,-16.800562681707,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8820661841587116,1.110057982428744,False,False,False,False,-0.23623063882077638,-0.19425373167462087,False,False,False,False,-2500186,-1918353.7657021752,False,False,False,False,322634.61196238495,False,False,False,False
2022-09-02 00:00:00+00:00,29.59,31.57,28.63,29.0,455993,,,,,,,,,,,,,32.4063969287462,,,,,,,,,,,,,,,,30.818541399743022,31.79628775194566,35.58769685825023,,,,,32.65223073467128,#000000,,32.65223073467128,,39.042308177938814,-16.800562681707,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8890869792374914,1.1362703348768635,False,False,False,False,-0.2593733315737951,-0.22681353162420798,False,False,False,False,-2044193,-1927675.1904649772,False,False,False,False,332513.01107628236,False,False,False,False
2022-09-09 00:00:00+00:00,31.55,32.08,28.97,29.94,249925,,,,,,,,,,,,,32.18786310421617,,,,,,,,,,,,,,,,30.821520172704354,31.758254170347893,35.44109842871729,,,,,32.552183968996424,#000000,,32.552183968996424,,39.79398444126279,-15.921922737273896,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9120101397141244,1.0822020176858886,False,False,False,False,-0.24648423415121593,-0.23664888288771196,False,False,False,False,-1794268,-1917793.1763564602,False,False,False,False,326395.38062618737,False,False,False,False
2022-09-16 00:00:00+00:00,28.7,32.125,28.39,31.79,338633,,,,,,,,,,,,,31.792779990699536,,,,,,,,,,,,,,,,30.737707097970144,31.652161870902177,35.21084871021316,,,,,32.34837441744625,#000000,,32.34837441744625,,39.4837066678353,-15.921922737273896,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.9130455054084298,1.1163667163993534,False,False,False,False,-0.25458716123434993,-0.24561802206103095,False,False,False,False,-2132901,-1933727.0892189448,False,False,False,False,327301.87095017347,False,False,False,False
2022-09-23 00:00:00+00:00,26.2,28.65,25.485,28.4,388949,,,,,,,,,,,,,31.009024722260843,,,,,,,,,,,,,,,,30.41454464689969,31.37486609487396,34.837128056648716,,,,,31.9088908801708,#000000,,31.9088908801708,,38.568860675879634,-15.921922737273896,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.8172359531209632,1.1583772400241126,False,False,False,False,-0.34282825441539394,-0.29422313823821244,False,False,False,False,-2521850,-1977291.7492768005,False,False,False,False,331868.3249538643,False,False,False,False
2022-09-30 00:00:00+00:00,27.01,28.39,26.03,26.03,186215,,,,,,,,,,,,,30.739891939946432,,,,,,,,,,,,,,,,30.291524159442243,31.262658793934307,34.67727021772296,,,,,31.742836277761487,#000000,,31.742836277761487,,38.30309682180807,-15.921922737273896,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.8116586930737206,1.172341052195856,False,False,False,False,-0.33818021907636975,-0.3162016786572911,False,False,False,False,-2335635,-2003835.6937748154,False,False,False,False,321079.1897720966,False,False,False,False
2022-10-07 00:00:00+00:00,27.23,29.41,26.645,26.81,134827,,,,,,,,,,,,,30.59696929282546,,,,,,,,,,,,,,,,30.224464729512317,31.19670836395583,34.574775640568625,,,,,31.64822950671556,#000000,,31.64822950671556,,38.22300480682647,-15.921922737273896,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.8217636781311678,1.1610476591063512,False,False,False,False,-0.31136228285382256,-0.31378198075555686,False,False,False,False,-2200808,-2018426.234976681,False,False,False,False,307282.7312704598,False,False,False,False
2022-10-14 00:00:00+00:00,26.25,27.23,24.85,27.19,302651,,,,,,,,,,,,,30.160623650931814,,,,,,,,,,,,,,,26.11,29.99339622917773,30.990340593970213,34.30223064475235,,,,,30.31131822376642,#000000,,29.31359011851994,,37.855572426487136,-15.921922737273896,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.8028257428636033,1.1727314507564348,False,False,False,False,-0.34282825441539394,-0.3283051175854754,False,False,False,False,-2503459,-2054354.5879413714,False,False,False,False,306939.6400652405,False,False,False,False
2022-10-21 00:00:00+00:00,28.33,29.6777,27.05,27.12,152025,,,,,,,,,,,,,30.076416333303108,,,,,,,,,,,,,,,26.85982228553959,29.94837866152233,30.93765958441906,34.20753710177268,,,,,30.405962793311353,#000000,,29.455569216196018,,38.691828232850455,-15.60428611402218,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.8349326545640086,1.139008832229063,False,False,False,False,-0.25212530601869826,-0.29021521180208687,False,False,False,False,-2351434,-2076360.4703160846,False,False,False,False,295464.48154188937,False,False,False,False
2022-10-28 00:00:00+00:00,29.63,30.28,26.9,28.33,165949,,,,,,,,,,,,,30.021275843234978,,,,,,,,,,,,,,,27.41514997650218,29.918960232256396,30.8949667116357,34.11752736932987,,,,,30.473576026591825,#000000,,29.562588190907313,,39.952926847912224,-14.17974091654073,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.8505983107008547,1.1018647881585082,False,False,False,False,-0.2339694433018986,-0.26209232755199274,False,False,False,False,-2185485,-2084443.7688111893,False,False,False,False,285870.7421684161,False,False,False,False
2022-11-04 00:00:00+00:00,26.25,30.4,25.29,29.27,424031,,,,,,,,,,,,,29.723352451301405,,,,,,,,,,,,,,,27.373822101087182,29.73875291179518,30.709801116393706,33.833043034487275,,,,,30.27575432301295,#000000,,29.38643214514437,,39.640334312858585,-14.17974091654073,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.8696264704399809,1.1131156966824807,False,False,False,False,-0.2299958760876206,-0.24604410181980668,False,False,False,False,-2609516,-2123338.0081585087,False,False,False,False,296104.835341126,False,False,False,False
2022-11-11 00:00:00+00:00,30.63,31.165,23.4,26.59,646771,,,,,,,,,,,,,29.532951982968058,,,,,,,,,,,,,,28.398333333333333,27.76557661026262,29.610844560943082,30.5408517161603,33.50723475217156,,28.398333333333333,,,29.89263215930649,#000000,,28.826926621876773,,41.51906936470131,-12.349689355437896,False,False,False,True,True,,1.0,31.165,23.4,0.0,1,0.9391145362498265,1.0495301922089582,False,False,False,False,-0.2644218814060605,-0.25523299161293356,False,False,False,False,-1962745,-2111442.229776397,False,False,False,False,322080.1067973389,False,False,False,False
2022-11-18 00:00:00+00:00,30.16,32.02,29.2,30.0,229627,,,,,,,,,,,,,29.57795178531944,,,,,,,,,,,,,,28.93851522748036,28.087645828366444,29.63867038487708,30.538806665023195,33.44372835658831,,28.93851522748036,,,30.037553041275803,#000000,,29.06069580651083,,42.68083998384637,-11.121108102190732,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.9743435781976227,1.0027906985118373,False,False,False,False,-0.06684825377999494,-0.16104062269646424,False,False,False,False,-2192372,-2117437.027570738,False,False,False,False,315231.7285160546,False,False,False,False
2022-11-25 00:00:00+00:00,30.88,31.45,29.6,30.11,124638,,,,,,,,,,,,,29.60530111766305,,,,,,,,,,,,,,29.150780439797703,28.243356355290373,29.65622745703172,30.5402222881149,33.412404645361605,,29.150780439797703,,,30.101382050543226,#000000,,29.16391634244571,,43.85125457477598,-9.904143228623838,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.958698705678146,1.0206046546282745,False,False,False,False,-0.07176817757926071,-0.11640440013786248,False,False,False,False,-2067734,-2113755.3218247574,False,False,False,False,301113.6745519024,False,False,False,False
2022-12-02 00:00:00+00:00,32.87,33.31,29.91,30.49,370856,,,,,,,,,,,,,29.77736408205698,,,,,,,,,,,,,,29.929103988020437,28.824474344878183,29.773557907713442,30.59793073582144,33.36787747526798,,29.929103988020437,,,30.378384755626413,#000000,,29.57612508066726,,45.613634612942874,-8.1438251979719,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.9667352540882925,0.9924440189341829,False,False,False,False,-0.009144922787202326,-0.0627746614625324,False,False,False,False,-1696878,-2082875.5202081087,False,False,False,False,306279.772733243,False,False,False,False
2022-12-09 00:00:00+00:00,32.22,32.75,29.85,32.75,170625,,,,,,,,,,,,,29.835200295977117,,,,,,,,,,,,,,30.114667020417496,29.007960940055682,29.81431766320202,30.615593592766725,33.342158723018805,,30.114667020417496,,,30.45498303923964,#000000,,29.69303647991308,,46.5741527722719,-7.178703790439279,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1,0.97829798450681,0.9883572878255419,False,False,False,False,-0.027008531729672557,-0.04489159659610248,False,False,False,False,-1867503,-2066922.0001926932,False,False,False,False,296231.27104929904,False,False,False,False
2022-12-16 00:00:00+00:00,33.75,35.15,31.87,32.16,439480,,,,,,,,,,,,33.59,30.11794673134709,,,,,,,,,,,,,,30.885273301792754,29.673288126906748,30.0188437198658,30.743951381638382,33.35114279754118,,30.885273301792754,,,31.197206579870283,#000000,,31.06662704001165,,47.989338119714716,-5.7787486459864965,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1,1.0474036468313623,0.9309971108624119,False,False,False,False,0.10064171170144025,0.027875057552668885,False,False,False,False,-1428023,-2019596.1483265678,False,False,False,False,306842.28800861025,False,False,False,False
2022-12-23 00:00:00+00:00,31.94,33.99,31.6001,33.82,103825,,,,,,,,,,,,33.38361953384073,30.159757866125613,,,,,,,,,,,,,,30.96614823276707,29.767371225736138,30.050321224739687,30.761774775571475,33.34400093135148,,30.96614823276707,,,31.20471339859031,#000000,,31.06922421461739,,48.12257130028745,-5.605585923426503,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1,1.0409331732163154,0.9758831266158426,False,False,False,False,0.05918819633435907,0.04353162694351398,False,False,False,False,-1531848,-1983466.6558579332,False,False,False,False,291803.97037834284,False,False,False,False
2022-12-30 00:00:00+00:00,33.14,33.79,30.395,31.76,151068,,,,,,,,,,,,33.1786879830197,30.21635271272904,,,,,,,,,,,,,,31.065797128677165,29.890484070617937,30.093492449564064,30.786085647318927,33.33298897439591,,31.065797128677165,,,31.223412709474676,#000000,,31.08783047376096,,48.816013644723775,-4.86124269499701,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1,1.0154498260483042,0.9778261632795107,False,False,False,False,0.018651515796738453,0.031091571370126216,False,False,False,False,-1380780,-1938823.1998684567,False,False,False,False,281379.0836836508,False,False,False,False
