date,Close,High,Low,Open,Volume,aVWAP_peak_186,aVWAP_peak_180,aVWAP_peak_158,aVWAP_peak_147,aVWAP_peak_133,aVWAP_peak_123,aVWAP_peak_107,aVWAP_peak_57,aVWAP_peak_45,aVWAP_peak_37,aVWAP_peak_29,aVWAP_peak_6,aVWAP_valley_182,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_155,aVWAP_valley_151,aVWAP_valley_143,aVWAP_valley_136,aVWAP_valley_129,aVWAP_valley_120,aVWAP_valley_113,aVWAP_valley_102,aVWAP_valley_79,aVWAP_valley_69,aVWAP_valley_52,aVWAP_valley_51,aVWAP_valley_43,aVWAP_valley_26,aVWAP_valley_19,aVWAP_valley_10,aVWAP_valley_4,aVWAP_OB_bull_4,aVWAP_OB_bear_147,aVWAP_OB_bear_107,aVWAP_OB_bear_57,aVWAP_OB_bear_37,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,117.0,127.0,105.5,126.5,502964,,,,,,,,,,,,158.26564697017193,,,,,,,,,,,,,,,,,,,116.5,149.39337151672447,149.39337151672447,,,,,141.38633949563214,#000000,,141.38633949563214,,52.81110188779419,10.967356998991875,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3070432,1941281.4299399967,False,False,False,False,1173287.6602287535,False,False,False,False
2022-03-18 00:00:00+00:00,136.5,140.0,109.0,113.5,529863,,,,,,,,,,,,156.56313096393774,,,,,,,,,,,,,,,,,,,122.6562643114481,148.4312116834437,148.4312116834437,,,,,142.55020231960987,#000000,,142.55020231960987,,52.355230197278885,10.832236708488061,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3600295,2064171.3240185154,False,False,False,False,1125626.5742858828,False,False,False,False
2022-03-25 00:00:00+00:00,137.0,147.75,122.5,137.0,491539,,,,,,,,,,,,155.51442336999165,,,,,,,,,,,,,,,,,,,126.87840108609088,147.91166322971583,147.91166322971583,,,,,143.43482922859945,#000000,,143.43482922859945,,52.084310040131854,10.689254561331161,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4091834,2214368.559276403,False,False,False,False,1078657.1243387803,False,False,False,False
2022-04-01 00:00:00+00:00,130.0,151.5,128.5,134.0,362947,,,,,,,,,,,,154.83834466351493,,,,,,,,,,,,,,,,,,,128.76077122166097,147.5814712659952,147.5814712659952,,,,,143.72686238372373,#000000,,143.72686238372373,,51.07421878487889,9.697902952354795,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3728887,2326555.110441114,False,False,False,False,1025641.5595729447,False,False,False,False
2022-04-08 00:00:00+00:00,110.0,132.0,110.0,128.0,338839,,,,,,,,,,,,153.6230777323668,,,,,,,,,,,,,,,,,,,127.02141935950465,146.77440179498058,146.77440179498058,,,,,142.47296629561734,#000000,,142.47296629561734,,48.3353197253884,6.9883899117439086,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3390048,2405332.3615195495,False,False,False,False,974767.2959008747,False,False,False,False
2022-04-15 00:00:00+00:00,110.0,118.5,108.5,111.0,316937,,,,,,,,,,,,152.4084675534471,,,,,,,,,,,,,,,,,,,125.1908904551381,145.93578644024862,145.93578644024862,,,,,141.17838148294462,#000000,,141.17838148294462,,46.378963254323764,5.026316134233511,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3390048,2478274.2606662493,False,False,False,False,926039.1258341433,False,False,False,False
2022-04-22 00:00:00+00:00,102.0,113.25,98.5,109.0,263871,,,,,,,,,,,,151.26516459679868,,,,,,,,,,,,,,,,,,,123.25365704059433,145.11413038826555,145.11413038826555,,,,,139.8776506752195,#000000,,139.8776506752195,,44.23949305802889,2.864356012802382,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3126177,2526267.056172453,False,False,False,False,876989.6350316141,False,False,False,False
2022-04-29 00:00:00+00:00,101.0,109.0,98.25,99.0,505566,,,,,,,,,,,,149.14035966776478,,,,,,,,,,,,,,,,,,,120.12433764041903,143.56050280702445,143.56050280702445,,,,,137.60840003840278,#000000,,137.60840003840278,,42.61891165682861,1.180417824379461,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2620611,2533255.496455975,False,False,False,False,849476.7731774205,False,False,False,False
2022-05-06 00:00:00+00:00,95.0,105.0,90.5,99.5,275372,,,,,,,,,,,,147.9216368103807,,,,,,,,,,,,,,,,,,,118.33674768160449,142.64539887924724,142.64539887924724,,,,,136.30126112374415,#000000,,136.30126112374415,,40.90225068317113,-0.6246443263664361,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2345239,2519328.348570347,False,False,False,False,806950.4936827968,False,False,False,False
2022-05-13 00:00:00+00:00,79.0,92.75,64.5,91.0,292075,,,,,,,,,,,,146.25344693196178,,,,,,,,,,,,,,,,,,78.75,115.35675289063438,141.34518006836126,141.34518006836126,,,,,120.42634497273934,#000000,,120.42634497273934,,38.35167305500599,-3.2358116571755957,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,2053164,2484797.656083654,False,False,False,False,768811.5682248119,False,False,False,False
2022-05-20 00:00:00+00:00,72.0,78.5,67.0,78.0,203421,,,,,,,,,,,,145.03511084560304,,,,,,,,,,,,,,,,,,76.18412408980093,113.22177313365631,140.38310282132872,140.38310282132872,,,,,118.70602772259727,#000000,,118.70602772259727,,36.01800270480495,-5.619693952559004,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,1849743,2437756.570447828,False,False,False,False,726930.7853933444,False,False,False,False
2022-05-27 00:00:00+00:00,72.0,74.0,67.5,70.0,107859,,,,,,,,,,,,144.3937285036984,,,,,,,,,,,,,,,,,,75.28717628924929,112.13951402679184,139.87400628663627,139.87400628663627,,,,,117.92360627659394,#000000,,117.92360627659394,,34.35109531180421,-7.364546857763955,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1849743,2394200.009673915,False,False,False,False,681073.6161049485,False,False,False,False
2022-06-03 00:00:00+00:00,69.0,76.0,68.5,72.5,123409,,,,,,,,,,,,143.67340619205476,,,,,,,,,,,,,,,,,,74.5874883960497,110.967598794529,139.30062309377564,139.30062309377564,,,,,117.13227911910228,#000000,,117.13227911910228,,32.92911991122965,-8.897878102501444,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1726334,2344728.4534017732,False,False,False,False,639765.1260231005,False,False,False,False
2022-06-10 00:00:00+00:00,63.5,73.5,60.5,70.0,139175,,,,,,,,,,,,142.81935961070616,,,,,,,,,,,,,,,,,,73.18050761466262,109.55722805227644,138.61563658525193,138.61563658525193,,,,,116.04318296572428,#000000,,116.04318296572428,,31.493352293099,-10.468087153238265,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1587159,2288612.1975942347,False,False,False,False,602684.3759473152,False,False,False,False
2022-06-17 00:00:00+00:00,58.5,60.0,51.5,58.0,146693,,,,,,,,,,,,141.83443777274087,,,,,,,,,,,,,,,,,,70.78826159618366,107.87075385879454,137.81813320607432,137.81813320607432,,,,,114.57789660844836,#000000,,114.57789660844836,,30.097191675945428,-12.016429467131331,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1440466,2225786.553327995,False,False,False,False,568907.2369882549,False,False,False,False
2022-06-24 00:00:00+00:00,59.0,62.5,57.0,57.5,103041,,,,,,,,,,,,141.17853191818406,,,,,,,,,,,,,,,,,,69.74570363956703,106.81109708984941,137.2864004892657,137.2864004892657,,,,,113.75543328421655,#000000,,113.75543328421655,,29.203858087246033,-13.100647656404327,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.31711148352466334,-0.31711148352466334,False,False,False,False,1543507,2175247.327155551,False,False,False,False,534398.6268409768,False,False,False,False
2022-07-01 00:00:00+00:00,52.5,59.5,51.0,59.0,99414,,,,,,,,,,,,140.51613534559974,,,,,,,,,,,,,,,,,54.333333333333336,68.48471954408751,105.72489248873359,136.7465599966187,136.7465599966187,,,,,101.16112814167458,#000000,,92.26477017793854,,28.06817886572917,-14.440607540564116,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8487427466150871,1.1481624758220503,False,False,False,False,-0.34282825441539394,-0.32996986897002867,False,False,False,False,1444093,2121087.747366251,True,False,False,False,502177.5433712748,False,False,False,False
2022-07-08 00:00:00+00:00,61.0,64.5,51.365,52.5,163334,,,,,,,,,,,,139.50670570102892,,,,,,,,,,,,,,,,,57.20633447257448,67.35550922879632,104.18670824810087,135.92360577382897,135.92360577382897,,,,,100.83577268486592,#000000,,92.06381441262515,,29.029390531072806,-14.440607540564116,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8584520482859145,1.150994145453667,False,False,False,False,-0.32561063642301685,-0.32779025269652273,False,False,False,False,1607427,2083038.8031168992,False,False,False,False,477078.02164006926,False,False,False,False
2022-07-15 00:00:00+00:00,62.5,77.0,60.5,74.0,1065766,,,,,,,,,,,,134.06393138380326,,,,,,,,,,,,,,,,,64.79564132306221,67.0551455569207,97.55756017805896,131.4515988317753,131.4515988317753,,,,,98.98477545472409,#000000,,90.86806961046129,,30.018540197088566,-14.440607540564116,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8623705332418559,1.1318432429304743,False,False,False,False,-0.2579241969242812,-0.292857224810402,False,False,False,False,2673193,2126753.9288119436,False,False,False,False,520684.53855561966,False,False,False,False
2022-07-22 00:00:00+00:00,78.5,94.5,62.0,62.5,555105,,,,,,,,,,,78.33333333333333,131.9761963284801,,,,,,,,,,,,,,,,,68.78521698744102,69.14249764722253,95.93752728958277,129.72325397928392,129.72325397928392,,,,,95.64967092755728,#000000,,78.04964381439491,,33.618836286759986,-14.440607540564116,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8726326281980286,1.1248115048092897,False,False,False,False,-0.2003507871660385,-0.24660400598822024,False,False,False,False,3228298,2208349.785936985,False,False,False,False,523234.2023663145,False,False,False,False
2022-07-29 00:00:00+00:00,73.5,81.0,69.5,75.5,157315,,,,,,,,,,,77.52366815455302,131.37416764387737,,,,,,,,,,,,,,,,,69.238558573346,69.41780421826347,95.44138629200118,129.2202116996866,129.2202116996866,,,,,95.36929943028794,#000000,,77.90535430954093,,35.60805067902295,-21.278110967832674,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9198612680312147,1.0740079000148892,False,False,False,False,-0.21837355578143014,-0.2324887808848252,False,False,False,False,3070983,2272248.5425342456,False,False,False,False,496129.07626510604,False,False,False,False
2022-08-05 00:00:00+00:00,81.5,82.0,69.0,72.0,187050,,,,,,,,,,,77.51874622462857,130.70955659348195,,,,,,,,,,,,,,,,,69.93214641726931,69.86993633617324,94.957232836403,128.66437090650354,128.66437090650354,,,,,95.27533155240992,#000000,,78.06951545361852,,38.315431744111464,-18.559612242732893,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9051915490173171,1.0858218679511489,False,False,False,False,-0.21686646809100263,-0.2246776244879139,False,False,False,False,3258033,2345269.613457635,False,False,False,False,473234.3298750982,False,False,False,False
2022-08-12 00:00:00+00:00,85.5,90.5,77.0,87.0,238341,,,,,,,,,,,78.94622012501783,129.99184529569106,,,,,,,,,,,,,,,,,71.32384998057164,70.83230999012284,94.60407418089933,128.06550143305455,128.06550143305455,,,,,95.62730016755954,#000000,,78.9266135691529,,40.86140058552,-16.03694155159831,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.863424615354053,1.1912055385043256,False,False,False,False,-0.16763113737338292,-0.1961543809306484,False,False,False,False,3496374,2430536.6050533657,False,False,False,False,455834.82395842427,False,False,False,False
2022-08-19 00:00:00+00:00,69.0,89.5,68.5,83.0,202464,,,,,,,,,,,78.45080574260257,129.28693725981847,,,,,,,,,,,,,,,,,71.65331178423372,71.0909420467163,94.08400417957525,127.47101824449541,127.47101824449541,,,,,95.33950320957364,#000000,,78.81976593828196,,40.69555820298412,-16.03694155159831,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8192156741555672,1.1921155371509213,False,False,False,False,-0.16051993758108446,-0.17833715925586643,False,False,False,False,3293910,2494490.1898642275,False,False,False,False,437066.6147763188,False,False,False,False
2022-08-26 00:00:00+00:00,65.5,72.0,65.0,67.5,88761,,,,,,,,,,,77.77062380980371,128.9374439944576,,,,,,,,,,,,,,,,,71.51962350758221,71.00864995896184,93.76774837900811,127.17420793263952,127.17420793263952,,,,,95.02971626374216,#000000,,78.51666141383896,,40.20486904068371,-16.03694155159831,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8733461361735216,1.2409368851396727,False,False,False,False,-0.23114824032885312,-0.20474269979235976,False,False,False,False,3205149,2547131.583207618,False,False,False,False,411266.1988669618,False,False,False,False
2022-09-02 00:00:00+00:00,66.5,69.4,63.005,65.5,72669,,,,,,,,,,,77.21562955551633,128.64871854688047,,,,,,,,,,,,,,,,,71.38564670024947,70.92196442147936,93.50281762145394,126.92855055765331,126.92855055765331,,,,,94.76722123387215,#000000,,78.25651457467478,,40.025305023896934,-16.03694155159831,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8282954770878795,1.1930420551477883,False,False,False,False,-0.24977398670289996,-0.22725834324762986,False,False,False,False,3277818,2601256.502970017,False,False,False,False,386184.9248768165,False,False,False,False
2022-09-09 00:00:00+00:00,70.0,72.0,62.0,63.5,82183,,,,,,,,,,,76.73745932898453,128.33419085260445,,,,,,,,,,,,,,,,,71.29010954474462,70.8623488974262,93.22761994670063,126.66082529730514,126.66082529730514,,,,,94.51875897796093,#000000,,78.02938442946399,,40.50923502937113,-15.733675393623543,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8754089143324474,1.1245910856675527,False,False,False,False,-0.24317834676643857,-0.2352183450070342,False,False,False,False,3360001,2657459.7990463125,False,False,False,False,363666.2637748301,False,False,False,False
2022-09-16 00:00:00+00:00,91.5,98.0,68.5,69.5,573355,,,,,,,,,,86.0,79.199270078367,126.85598617044667,,,,,,,,,,,,,,,,,73.70966697286511,72.74855556533512,92.72159649342821,125.41163206218457,125.41163206218457,,,,86.0,93.80667247751809,#000000,,77.9143731541418,,44.00583511513564,-12.154634200232131,False,False,False,True,True,,-1.0,98.0,68.5,0.0,0,0.8826260967725383,1.091718405254246,False,False,False,False,-0.11241809463418213,-0.17381821982060816,False,False,False,False,3933356,2751970.628746586,False,False,False,True,379198.7627544723,False,False,False,False
2022-09-23 00:00:00+00:00,59.5,92.0,56.0,91.5,307899,,,,,,,,,,80.11864626997438,77.94618666253979,125.79415544731765,,,,,,,,,,,,,,,,,73.34095002771294,72.52390979194917,91.8680781234082,124.49874905392156,124.49874905392156,,,,80.11864626997438,92.2986679109748,#000000,,75.98242318804407,,43.009922967999245,-12.154634200232131,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.8208623573764762,1.123586248221107,False,False,False,False,-0.18610141114556755,-0.17995981548308787,False,False,False,False,3625457,2816673.3229135056,False,False,False,False,373917.29884673364,False,False,False,False
2022-09-30 00:00:00+00:00,59.0,66.0,53.5,61.0,227479,,,,,,,,,,75.88831395836509,76.38780912043197,124.90474513477753,,,,,,,,,,,,,,,,,72.55795580559553,71.94715746335079,91.02414618536527,123.728568157714,123.728568157714,,,,75.88831395836509,90.91981368937147,#000000,,74.19530908693585,,42.253803309085114,-12.154634200232131,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.7942465964156603,1.2031894982437248,False,False,False,False,-0.2929295081518784,-0.23644466181748314,False,False,False,False,3397978,2859732.928623616,False,False,False,False,363070.01745067927,False,False,False,False
2022-10-07 00:00:00+00:00,57.5,64.0,56.5,59.5,118474,,,,,,,,,,74.29010373419752,75.66904580421509,124.449757906634,,,,,,,,,,,,,,,,,72.17947225249212,71.66279399817809,90.59957749380504,123.33360977601708,123.33360977601708,,,,74.29010373419752,90.31205156650556,#000000,,73.4503539472707,,41.572180955989126,-12.154634200232131,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.8435544430538172,1.1644342662370517,False,False,False,False,-0.28047823436033464,-0.2584614480889089,False,False,False,False,3279504,2890827.0820589038,False,False,False,False,344951.7939358141,False,False,False,False
2022-10-14 00:00:00+00:00,54.0,68.0,52.5,59.5,274994,,,,,,,,,,71.3385356997277,74.10945071523645,123.39913075119601,,,,,,,,,,,,,,,,,71.30658799556834,70.99169656300457,89.62143692750327,122.41889444034375,122.41889444034375,,,,71.3385356997277,89.02653329894001,#000000,,71.93656774338426,,40.746212571275976,-12.154634200232131,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.8392515025063643,1.116132587985198,False,False,False,False,-0.2712792895802712,-0.26487036883459003,False,False,False,False,3004510,2899248.0389434295,False,False,False,False,339769.7351257538,False,False,False,False
2022-10-21 00:00:00+00:00,54.5,56.96,52.0,56.0,95199,,,,,,,,,,70.33422802470682,73.52224533847088,123.0230542088736,,,,,,,,,,,,,,,,,70.9515303476738,70.71238462203932,89.25839996003637,122.09039214477629,122.09039214477629,,,,70.33422802470682,88.55603352093958,#000000,,71.38009708322271,,40.23570086039723,-12.154634200232131,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.8606023057860145,1.1347915095356103,False,False,False,False,-0.34282825441539394,-0.30384931162499196,False,False,False,False,3099709,2914096.999021694,False,False,False,False,321653.38437569793,False,False,False,False
2022-10-28 00:00:00+00:00,58.0,58.0,50.0,52.0,170016,,,,,,,,,,68.89122190059763,72.5994982336229,122.36970350345223,,,,,,,,,,,,,,,,55.333333333333336,70.38412721712682,70.26122616386888,88.64371755396692,121.51880477186334,121.51880477186334,,,,68.89122190059763,83.750204084729,#000000,,66.80204517117018,,40.444820272636875,-12.154634200232131,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.8548128850172325,1.1214415587939972,False,False,False,False,-0.34282825441539394,-0.3233387830201929,False,False,False,False,3269725,2940439.813908976,False,False,False,False,310420.98553305364,False,False,False,False
2022-11-04 00:00:00+00:00,60.0,62.5,56.5,58.5,125324,,,,,,,,,,68.28043639379946,72.13330104965694,121.92673009790781,,,,,,,,,,,,,,,,57.17213155459244,70.1046026940168,70.03697450688799,88.26180257499975,121.13087582837471,121.13087582837471,,,,68.28043639379946,83.63085683752949,#000000,,66.92261792301642,,40.927214352647326,-12.154634200232131,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.8909691935887109,1.1006972415900442,False,False,False,False,-0.2110624271033539,-0.2672006050617734,False,False,False,False,3395049,2974114.568434237,False,False,False,False,296710.09771579044,False,False,False,False
2022-11-11 00:00:00+00:00,70.0,84.0,58.0,69.0,2077510,,,,,,,,,70.66666666666666,69.52907747538987,71.58471050383217,116.55293952902281,,,,,,,,,,,,,,,,68.9870510146027,70.27426019287331,70.20053272174695,85.10684251589151,116.37826008862736,116.37826008862736,,,,69.52907747538987,82.14226007873927,#000000,,70.19187641512285,,42.85331993000942,-11.982665439642886,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.9732763228220203,1.0133618385889898,False,False,False,False,0.04717782671498314,-0.11001138917339513,False,False,False,False,5472559,3159184.526327997,False,False,False,False,428621.2015886948,False,False,False,False
2022-11-18 00:00:00+00:00,57.0,82.0,56.0,70.5,1043932,,,,,,,,,68.7715122262937,68.58614223549657,70.54289221368269,113.9731248975865,,,,,,,,,,,,,,,,67.76888428936935,69.57963953513897,69.60012924667664,83.44493287810008,114.05671674607368,114.05671674607368,,,,68.58614223549657,80.70266380760201,#000000,,68.91735774121058,,42.627825716332154,-11.982665439642886,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.9634631519120951,0.9810549676581234,False,False,False,False,0.002773115233684663,-0.053619136969855236,False,False,False,False,4428627,3253217.302155553,False,False,False,False,474199.7792487915,False,False,False,False
2022-11-25 00:00:00+00:00,55.5,58.0,53.5,57.0,220537,,,,,,,,,67.90672422936629,68.04184895375154,70.06174435555533,113.36317543262224,,,,,,,,,,,,,,,,67.03510571018562,69.2030248638343,69.26838873328428,82.96821648839352,113.50461447893524,113.50461447893524,,,,68.04184895375154,80.15031591621425,#000000,,68.26135581221469,,42.294574860947804,-11.982665439642886,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.9551008190699066,1.0340145310076465,False,False,False,False,-0.29985123993484664,-0.17673518845235092,False,False,False,False,4208090,3323948.6131069935,False,False,False,False,455409.943748881,False,False,False,False
