date,Close,High,Low,Open,Volume,aVWAP_peak_894,aVWAP_peak_875,aVWAP_peak_862,aVWAP_peak_843,aVWAP_peak_829,aVWAP_peak_819,aVWAP_peak_808,aVWAP_peak_768,aVWAP_peak_739,aVWAP_peak_700,aVWAP_peak_681,aVWAP_peak_664,aVWAP_peak_635,aVWAP_peak_611,aVWAP_peak_593,aVWAP_peak_568,aVWAP_peak_558,aVWAP_peak_499,aVWAP_peak_482,aVWAP_peak_470,aVWAP_peak_420,aVWAP_peak_401,aVWAP_peak_375,aVWAP_peak_347,aVWAP_peak_327,aVWAP_peak_312,aVWAP_peak_294,aVWAP_peak_282,aVWAP_peak_239,aVWAP_peak_189,aVWAP_peak_152,aVWAP_peak_106,aVWAP_peak_55,aVWAP_peak_41,aVWAP_peak_26,aVWAP_valley_903,aVWAP_valley_871,aVWAP_valley_856,aVWAP_valley_816,aVWAP_valley_793,aVWAP_valley_773,aVWAP_valley_758,aVWAP_valley_704,aVWAP_valley_693,aVWAP_valley_675,aVWAP_valley_649,aVWAP_valley_605,aVWAP_valley_584,aVWAP_valley_522,aVWAP_valley_511,aVWAP_valley_489,aVWAP_valley_455,aVWAP_valley_413,aVWAP_valley_383,aVWAP_valley_361,aVWAP_valley_331,aVWAP_valley_307,aVWAP_valley_267,aVWAP_valley_248,aVWAP_valley_233,aVWAP_valley_208,aVWAP_valley_182,aVWAP_valley_164,aVWAP_valley_115,aVWAP_valley_98,aVWAP_valley_44,aVWAP_valley_14,aVWAP_OB_bull_331,aVWAP_OB_bear_739,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-27 00:00:00+00:00,87.8001153596,90.9989232601,87.0362209356,90.6360734087,212567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.95992390616163,,,89.95992390616163,#000000,,89.95992390616163,,25.50499820451437,-26.977005124318545,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-871113,-324756.54381095327,False,False,False,False,197139.96310400355,False,False,False,False
2022-01-28 00:00:00+00:00,89.8053382226,89.8053382226,87.0553182962,87.6091417536,132175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.83475315242013,,,89.83475315242013,#000000,,89.83475315242013,,27.886567669962893,-26.977005124318545,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-738938,-340998.9538575826,False,False,False,False,194592.31749208184,False,False,False,False
2022-01-31 00:00:00+00:00,91.9537912901,91.9919860113,89.3947449697,90.5119405648,123794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.96089048989703,,,89.96089048989703,#000000,,89.96089048989703,,32.34511662621453,-23.226981982813502,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-615144,-351749.73998081463,False,False,False,False,191815.9128845492,False,False,False,False
2022-02-01 00:00:00+00:00,95.6777766072,95.9164936147,92.9468540414,93.5006774988,189296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.60129253177563,,,90.60129253177563,#000000,,90.60129253177563,,39.1554789690782,-17.003729655210492,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-425848,-354655.5540992141,False,False,False,False,191717.09277142963,False,False,False,False
2022-02-02 00:00:00+00:00,95.544095083,97.4156364218,94.7992980196,96.0024317374,813569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.51764987199572,,,92.51764987199572,#000000,,92.51764987199572,,43.56059650546425,-13.20233140677962,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1239417,-389352.081389441,False,False,False,False,216103.44207451082,False,False,False,False
2022-02-03 00:00:00+00:00,93.0996329262,95.1144044695,93.0041461232,94.3123153243,163566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.60017795060328,,,92.60017795060328,#000000,,92.60017795060328,,44.16121871368974,-12.883151446090565,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1402983,-429102.3134918159,False,False,False,False,214043.1502284516,False,False,False,False
2022-02-04 00:00:00+00:00,93.8921733911,94.1213417183,92.0397294128,92.2688977401,162899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.64750996051016,,,92.64750996051016,#000000,,92.64750996051016,,45.391255513671666,-11.755386769124655,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1240084,-460905.5168842937,False,False,False,False,212037.49727831624,False,False,False,False
2022-02-07 00:00:00+00:00,92.2020569779,94.1308903986,91.7819150447,94.1308903986,225153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6521135614723,,,92.6521135614723,#000000,,92.6521135614723,,44.671424617501486,-11.755386769124655,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1465237,-500291.0652417724,False,False,False,False,212551.83071838226,False,False,False,False
2022-02-08 00:00:00+00:00,99.3253724818,100.3279839134,94.9807229453,98.0649466822,538601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.54642127933435,,,93.54642127933435,#000000,,93.54642127933435,,50.04224826920243,-7.240928767505849,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-926636,-517010.47444797744,False,False,False,False,225338.07265099473,False,False,False,False
2022-02-09 00:00:00+00:00,105.0832267028,105.5893067587,101.3783387464,101.5693123524,386612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.01695740263334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.63032130212093,,,99.32363935237714,#000000,,99.32363935237714,,56.441558154074706,-1.3142817188508715,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-540024,-517912.965646096,False,False,False,False,231662.5403901714,False,False,False,False
2022-02-10 00:00:00+00:00,104.071066591,104.4434651227,102.7056053081,103.2594287655,352749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.88484286672032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.41649646405774,,,99.65066966538903,#000000,,99.65066966538903,,59.783934634972,1.6367653044020187,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-892773,-532613.3591501707,False,False,False,False,236411.02900232153,False,False,False,False
2022-02-11 00:00:00+00:00,102.2377199734,104.7728945931,101.9130648432,104.2047481152,839362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.40087131963159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.70413645802891,,,100.05250388883024,#000000,,100.05250388883024,,60.3756896147028,2.1337610605291317,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1732135,-579653.4234972228,False,False,False,False,260056.16511987755,False,False,False,False
2022-02-14 00:00:00+00:00,102.0085516462,103.784606182,101.8271267205,102.4859856612,266360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.27660784716639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.00346564883452,,,100.14003674800045,#000000,,100.14003674800045,,60.563890159438856,2.4694156699838956,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1998495,-635294.2696345866,False,False,False,False,260303.37433086275,False,False,False,False
2022-02-15 00:00:00+00:00,102.2854633749,104.7741359215,101.970356925,103.5267918139,275921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.24192298552711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.30650073334947,,,100.27421185943828,#000000,,100.27421185943828,,60.86105129573101,3.06905854790233,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1722574,-677932.6904332304,False,False,False,False,260915.83023945635,False,False,False,False
2022-02-16 00:00:00+00:00,100.4807627982,102.2854633749,98.8670358274,102.2854633749,226065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.98210494793405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.43502768017898,,,100.20856631405651,#000000,,100.20856631405651,,59.28981546657039,3.06905854790233,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1948639,-727764.310416241,False,False,False,False,259549.1310143796,False,False,False,False
2022-02-17 00:00:00+00:00,99.1630449167,100.6239930027,98.9959430115,99.3349211621,194611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7227100364157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.50637579160473,,,100.11454291401022,#000000,,100.11454291401022,,57.02820200016522,3.06905854790233,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2143250,-783273.5531450158,False,False,False,False,257002.53764126668,False,False,False,False
2022-02-18 00:00:00+00:00,97.6639021096,99.5306691083,97.4968002044,98.9147792289,101896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.54955723087689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.518689744296,,,100.03412348758644,#000000,,100.03412348758644,,54.206301259912664,3.06905854790233,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2245146,-840601.8843942309,False,False,False,False,250919.92832200133,False,False,False,False
2022-02-22 00:00:00+00:00,96.0788211798,97.9503625186,95.8401041723,97.1291760128,156221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2188769327403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.49593221164763,,,99.85740457219396,#000000,,99.85740457219396,,51.024901774911946,8.154295356797476,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2401367,-901808.3595160258,False,False,False,False,247206.24485839345,False,False,False,False
2022-02-23 00:00:00+00:00,95.9546883359,98.1508848049,95.7446173693,97.0145918492,139862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.95234008253907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.47637559251459,,,99.71435783752682,#000000,,99.71435783752682,,48.80167266653161,5.905153487226009,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2541229,-966099.3650252012,False,False,False,False,242996.6666286525,False,False,False,False
2022-02-24 00:00:00+00:00,97.1769194143,97.3487956597,92.4598713461,93.0136948035,233180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.49003687502254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.41149085509029,,,99.45076386505642,#000000,,99.45076386505642,,48.60430039625899,5.508915021407432,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2308049,-1018724.840906566,False,False,False,False,242611.69930988183,False,False,False,False
2022-02-25 00:00:00+00:00,98.7810977047,99.6691249726,97.0575609106,97.3869903809,199649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.31318231634623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.44390443867805,,,99.37854337751213,#000000,,99.37854337751213,,50.042184445199766,5.508915021407432,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2108400,-1061457.2000867007,False,False,False,False,240926.88757223942,False,False,False,False
2022-02-28 00:00:00+00:00,99.5831868499,99.8600985786,98.31321237,99.2107883182,206721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.19414613605719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.49786573817207,,,99.34600593711463,#000000,,99.34600593711463,,51.74813427593038,5.508915021407432,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1901679,-1094407.0745931047,False,False,False,False,239585.48021646534,False,False,False,False
2022-03-01 00:00:00+00:00,98.3514070912,100.729028486,97.7211941914,99.1057528349,126981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.11670507467416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.52371476893198,,,99.32020992180307,#000000,,99.32020992180307,,51.51644584303541,5.508915021407432,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2028660,-1131044.4442169045,False,False,False,False,235169.61824719218,False,False,False,False
2022-03-02 00:00:00+00:00,101.2542059025,101.6647991554,98.504185976,98.5614780578,142223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.09296776277513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.582028556485,,,99.33749815963006,#000000,,99.33749815963006,,54.00156340520609,5.508915021407432,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1886437,-1160667.6816985945,False,False,False,False,231524.65282573368,False,False,False,False
2022-03-03 00:00:00+00:00,101.0918783374,103.5554378548,100.7481258466,101.779383319,175752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.79848067959999,101.12378044221492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.68254742048151,,,100.20160284743214,#000000,,100.20160284743214,,55.46461248194568,5.508915021407432,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2062189,-1196021.4588868849,False,False,False,False,229337.48996982255,False,False,False,False
2022-03-04 00:00:00+00:00,98.5901240987,101.0584579563,96.8045208826,100.4330193967,253007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.03954820317594,100.98736922314329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.72021197518758,,,99.58237646716894,#000000,,99.58237646716894,,53.65401054945925,5.508915021407432,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2315196,-1239910.6565775953,False,False,False,False,230265.70604943737,False,False,False,False
2022-03-07 00:00:00+00:00,90.6169760481,98.504185976,90.2254801558,97.5111232248,269621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.36642465674053,100.52057681064855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.56295625305987,,,98.48331924014967,#000000,,98.48331924014967,,46.874408691588904,2.9457909749954183,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2584817,-1292652.0818098465,False,False,False,False,231809.05091024376,False,False,False,False
2022-03-08 00:00:00+00:00,86.8070526084,90.6169760481,85.6850826731,90.6169760481,278225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.61342216317458,99.78147905324121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.70303710986666,97.22730931326774,,,94.83131190988755,#000000,,94.83131190988755,,40.69566466452319,-2.666041351865509,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2863042,-1354236.0001702446,False,False,False,False,233629.28420788125,False,False,False,False
2022-03-09 00:00:00+00:00,91.1039587434,91.4381625539,87.8956021626,88.6117531851,234575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.74817737952722,99.3347506064975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.82050278229589,97.02973748094892,,,94.73329206231739,#000000,,94.73329206231739,,40.311454041465126,-2.808942797404619,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2628467,-1404205.8433008234,False,False,False,False,233666.37110168985,False,False,False,False
2022-03-10 00:00:00+00:00,90.741108892,91.3426757509,89.1752208096,89.9294710665,132191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.42064394357647,99.10775857045881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.14825202731792,96.92741835430763,,,94.65101822391522,#000000,,94.65101822391522,,39.866615036929765,-3.2402361549830374,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2760658,-1457400.0455243206,False,False,False,False,229686.94478397653,False,False,False,False
