date,Close,High,Low,Open,Volume,aVWAP_peak_180,aVWAP_peak_168,aVWAP_peak_160,aVWAP_peak_153,aVWAP_peak_144,aVWAP_peak_124,aVWAP_peak_111,aVWAP_peak_106,aVWAP_peak_95,aVWAP_peak_79,aVWAP_peak_73,aVWAP_peak_59,aVWAP_peak_49,aVWAP_peak_37,aVWAP_peak_32,aVWAP_peak_12,aVWAP_valley_184,aVWAP_valley_166,aVWAP_valley_162,aVWAP_valley_155,aVWAP_valley_150,aVWAP_valley_137,aVWAP_valley_120,aVWAP_valley_100,aVWAP_valley_94,aVWAP_valley_75,aVWAP_valley_64,aVWAP_valley_53,aVWAP_valley_45,aVWAP_valley_25,aVWAP_valley_8,aVWAP_OB_bull_166,aVWAP_OB_bear_106,aVWAP_OB_bear_79,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-04-29 00:00:00+00:00,3.18,3.2475,2.85,2.95,32184,,,,,,,,,,,,,,,,3.7174462767500907,,,,,,,,,,,,,,,3.495963149726476,,,,3.6067047132382832,#000000,,3.6067047132382832,,49.100277106769916,-44.154275327208616,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,276690,102774.8868090329,False,False,False,False,55240.46522916735,False,False,False,False
2022-05-06 00:00:00+00:00,3.005,3.36,3.005,3.1975,13693,,,,,,,,,,,,,,,,3.6893350628153865,,,,,,,,,,,,,,,3.487413847712526,,,,3.5883744552639563,#000000,,3.5883744552639563,,46.974761900726435,-43.38735337336197,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,262997,114643.19148984528,False,False,False,False,52162.87521219199,False,False,False,False
2022-05-13 00:00:00+00:00,2.55,3.065,2.46,2.9985,98939,,,,,,,,,,,,,,,,3.435149691930272,,,,,,,,,,,,,,,3.3742567187726067,,,,3.4047032053514394,#000000,,3.4047032053514394,,43.64716174046613,-43.38735337336197,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,164058,118303.54767578267,False,False,False,False,55627.77334462222,False,False,False,False
2022-05-20 00:00:00+00:00,2.3,2.55,2.3,2.55,55823,,,,,,,,,,,,,,,,3.3029536239225794,,,,,,,,,,,,,,,3.3006571709564896,,,,3.3018053974395345,#000000,,3.3018053974395345,,40.44123665577293,-43.38735337336197,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,108235,117557.72932942839,False,False,False,False,55642.234578353906,False,False,False,False
2022-05-27 00:00:00+00:00,2.41525,2.6,2.2,2.3,50777,,,,,,,,,,,,,,,,3.2108376165816717,,,,,,,,,,,,,,,3.2439813154785493,,,,3.2274094660301103,#000000,,3.2274094660301103,,38.90401964748656,-43.38735337336197,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,159012,120628.41604576704,False,False,False,False,55281.84683180918,False,False,False,False
2022-06-03 00:00:00+00:00,2.4645,2.5202,2.288,2.375,23092,,,,,,,,,,,,,,,,3.1757730904037906,,,,,,,,,,,,,,,3.2210489408051,,,,3.1984110156044454,#000000,,3.1984110156044454,,38.131403459987396,-42.503376332984196,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,182104,125182.16300533984,False,False,False,False,52897.413733156645,False,False,False,False
2022-06-10 00:00:00+00:00,2.2555,2.40675,2.1742,2.35425,41499,,,,,,,,,,,,,,,,3.109247148434172,,,,,,,,,,,,,,,3.1759464990989517,,,,3.142596823766562,#000000,,3.142596823766562,,36.81570370368683,-41.67678987726772,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,140605,126324.59537531466,False,False,False,False,52053.08678995986,False,False,False,False
2022-06-17 00:00:00+00:00,2.2015,2.4505,2.045,2.1775,30629,,,,,,,,,,,,,,,,3.063735156197047,,,,,,,,,,,,,,,3.1437467361199314,,,,3.1037409461584895,#000000,,3.1037409461584895,,35.68400734236562,-40.78499279007072,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,109976,125113.58831047654,False,False,False,False,50466.11739811098,False,False,False,False
2022-06-24 00:00:00+00:00,2.3095,2.3295,2.0245,2.305,92908,,,,,,,,,,,,,,,,2.9491312367385976,,,,,,,,,,,,,,2.2211666666666665,3.0572086902105693,,,,2.7425021978719446,#000000,,2.7425021978719446,,35.66535724407208,-38.84184751702361,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,202884,130874.35954673753,False,False,False,False,53609.960553806464,False,False,False,False
2022-07-01 00:00:00+00:00,3.0,3.2495,2.2005,2.4,69405,,,,,,,,,,,,,,,,2.9369131222936167,,,,,,,,,,,,,,2.4758023243157767,3.0414573005502117,,,,2.818057582386535,#000000,,2.818057582386535,,39.69807711230782,-33.144742361007204,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8863312748603178,1.035210722632369,False,False,False,False,-0.14288336364234452,-0.24285580902886922,False,False,False,False,272289,141349.51809883103,False,False,False,False,54779.96347574673,False,False,False,False
2022-07-08 00:00:00+00:00,3.2685,3.4495,2.729,3.0,56290,,,,,,,,,,,,,,,,2.951674539961628,,,,,,,,,,,,,,2.6491498866285763,3.0468807550421,,,,2.8825683938774347,#000000,,2.8825683938774347,,43.7831089284675,-27.651896682066145,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9295249004282334,1.0034251190369239,False,False,False,False,-0.016904902565629827,-0.12988035579724952,False,False,False,False,328579,155218.36861002873,False,False,False,False,54891.81803309882,False,False,False,False
2022-07-15 00:00:00+00:00,3.315,3.5725,2.9596,3.18,182746,,,,,,,,,,,,,,,,3.012625223205355,,,,,,,,,,,,,,2.9374721041620466,3.08001115874002,,,,3.010036162035808,#000000,,3.010036162035808,,46.902589982236165,-23.290232797068867,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.9604261065930659,0.9913103478812747,False,False,False,False,0.043804888754181724,-0.043037733521533894,False,False,False,False,511325,181596.63760187846,False,False,False,False,64362.4981787952,False,False,False,False
2022-07-22 00:00:00+00:00,3.35,3.54,3.015,3.015,76948,,,,,,,,,,,,,,,,3.0334415288890715,,,,,,,,,,,,,,2.996063404537348,3.0924075598944385,,,,3.0406374977736195,#000000,,3.0406374977736195,,49.28892273138231,-19.767843534055608,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.9725723652675987,0.985345827494228,False,False,False,False,0.04774293046167189,0.0023525984700689985,False,False,False,False,588273,211720.81259433192,False,False,False,False,65294.75757295852,False,False,False,False
2022-07-29 00:00:00+00:00,3.50725,3.5495,3.15,3.35,47231,,,,,,,,,,,,,,,,3.0490546015434528,,,,,,,,,,,,,,3.0325687840609823,3.1026907904870322,,,,3.061438058697156,#000000,,3.061438058697156,,51.703590418312984,-16.317672744926973,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,1.005376912449284,0.9567112980777993,False,False,False,False,0.07263132788427933,0.03749196317717416,False,False,False,False,635504,243112.1598095666,False,False,False,False,63956.70145644307,False,False,False,False
2022-08-05 00:00:00+00:00,3.85,4.2,3.4725,3.6,43111,,,,,,,,,,,,,,,,3.07851148626744,,,,,,,,,,,,,,3.093846840936575,3.1243942466267596,,,,3.098917524610258,#000000,,3.098917524610258,,54.81480397929171,-12.302214376018341,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.03213502025942,0.9114292905480855,False,False,False,False,0.2442195912083855,0.14085577719277984,False,False,False,False,678615,275371.6294533024,False,False,False,False,62412.57542263248,False,False,False,False
2022-08-12 00:00:00+00:00,3.8765,4.45,3.767,3.92085,134232,,,,,,,,,,,,,,,4.031166666666667,3.177409038882783,,,,,,,,,,,,,,3.2728531092950672,3.2004463865438937,,,,3.4204688003471024,#000000,,3.4204688003471024,,57.13780472834898,-9.146486887552072,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0445407149685662,0.9290113475227716,False,False,False,False,0.3428282160691569,0.2418419966309684,False,False,False,False,812847,315184.6198641689,False,False,False,False,67732.53279873378,False,False,False,False
2022-08-19 00:00:00+00:00,3.75,4.05,3.67005,3.75,87805,,,,,,,,,,,,,,,3.9489851274787533,3.218483558005293,,,,,,,,,,,,,,3.3339860885284653,3.232843124352637,,,,3.4335744745912873,#000000,,3.4335744745912873,,57.97023814318627,-7.467578708730244,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0457439266129382,0.951004152619623,False,False,False,False,0.25018784670978567,0.24601492167037703,False,False,False,False,725042,345544.42580015643,False,False,False,False,69219.3822210498,False,False,False,False
2022-08-26 00:00:00+00:00,3.862,4.0126,3.612,3.7505,37830,,,,,,,,,,,,,,,3.9314989465765176,3.2347600622795154,,,,,,,,,,,,,,3.35658258423395,3.2459059407361233,,,,3.442186883456526,#000000,,3.442186883456526,,59.041833244370515,-5.565288335155145,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0554493239372063,0.9219125988312135,False,False,False,False,0.23290955781300055,0.2394622397416888,False,False,False,False,762872,376457.57944458927,False,False,False,False,66894.24279726834,False,False,False,False
2022-09-02 00:00:00+00:00,3.965,4.1245,3.75,3.75,119983,,,,,,,,,,,,,,,3.936237320652889,3.29026143845987,,,,,,,,,,,,,,3.4312066033800424,3.291440146632136,,,,3.4872863772812344,#000000,,3.4872863772812344,,60.23980780554571,-3.5685906651898875,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0644081644891197,0.9690983231764448,False,False,False,False,0.2784644205098615,0.2589633301257751,False,False,False,False,882855,413968.49948573083,False,False,False,False,70826.74333080402,False,False,False,False
2022-09-09 00:00:00+00:00,4.7,4.837,4.0,4.0,154620,,,,,,,,,,,,,,,4.102899557037813,3.401854841004035,,,,,,,,,,,,,,3.582745404156192,3.385794799363487,,,,3.6183236503903817,#000000,,3.6183236503903817,,63.53435930965986,0.37306865981565807,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0522547877612738,0.8977151869885759,False,False,False,False,0.3428282213724507,0.3008957757491129,False,False,False,False,1037475,460154.1661904915,False,False,False,False,77033.65123222594,False,False,False,False
2022-09-16 00:00:00+00:00,4.312,5.05,4.1,4.325,94341,,,,,,,,,,,,,,4.487333333333333,4.16057645341764,3.459141153306683,,,,,,,,,,,,,,3.6540132899355577,3.4353979781374866,,,,3.83929244162614,#000000,,3.9402660574983033,,63.507381066101914,1.0457021353369242,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.058066078460275,0.8948703910379244,False,False,False,False,0.3428282235289229,0.3218619996390179,False,False,False,False,943134,495930.45017638104,False,False,False,False,78315.67706687587,False,False,False,False
2022-09-23 00:00:00+00:00,3.894,4.55,3.852,4.276,121506,,,,,,,,,,,,,,4.268542560239428,4.150550810190893,3.499844029742337,,,,,,,,,,,,,,3.6949760310680064,3.4717569872176046,,,,3.8171340836916543,#000000,,3.903478357810166,,61.34652424849162,1.0457021353369242,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.011444731111702,0.9969277095445823,False,False,False,False,0.231091883778632,0.276476941708825,False,False,False,False,821628,520056.19460776023,False,False,False,False,81514.96024710729,False,False,False,False
2022-09-30 00:00:00+00:00,3.5505,3.83175,3.3155,3.5905,65484,,,,,,,,,,,,,,4.104995869633989,4.103622475640505,3.5020352168616773,,,,,,,,,,,,,,3.6888715242504793,3.474458956107055,,,,3.774796808498742,#000000,,3.8498812715966633,,58.296924672854786,1.0457021353369242,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,0.967533161792483,1.0094977084328245,False,False,False,False,0.05444592116305514,0.16546143143594005,False,False,False,False,756144,537544.1801923705,False,False,False,False,80327.48171028453,False,False,False,False
2022-10-07 00:00:00+00:00,3.5705,4.275,3.30995,3.48,171485,,,,,,,,,,,,,,3.9586205156546295,4.036726372770065,3.5193307776701395,,,,,,,,,,,,,,3.6921351655446117,3.4915147543292115,,,,3.739665517193732,#000000,,3.8017032079098616,,56.200998544952355,1.0457021353369242,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,0.9781791235114687,0.970358626156789,False,False,False,False,0.11513215345951233,0.1402967924477262,False,False,False,False,927629,566439.3520299727,False,False,False,False,87079.89047248568,False,False,False,False
2022-10-14 00:00:00+00:00,3.56,3.6885,3.3095,3.6,21801,,,,,,,,,,,,,,3.9384423512361897,4.025548262604381,3.5193308033708535,,,,,,,,,,,,,,3.6897473917841244,3.4917597633708617,,,,3.732965714473282,#000000,,3.793267202248887,,54.656203444039534,1.0457021353369242,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,0.9624196245410194,1.0193073488596596,False,False,False,False,0.03386613709527301,0.0870814647714996,False,False,False,False,905828,591579.2518796043,False,False,False,False,82244.41710415341,False,False,False,False
2022-10-21 00:00:00+00:00,3.59925,3.634,3.5,3.6071,6290,,,,,,,,,,,,,,3.933724692958653,4.022774267259025,3.5194998136528546,,,,,,,,,,,,,,3.689302659158746,3.4919777191350088,,,,3.731455830432858,#000000,,3.79132535825732,,53.734871016489905,1.0457021353369242,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,1.0297490777603273,1.0099346214251799,False,False,False,False,0.052617296065998874,0.06984938041874923,False,False,False,False,912118,615322.8628514855,False,False,False,False,76618.16398532724,False,False,False,False
2022-10-28 00:00:00+00:00,3.5495,3.63575,3.3855,3.5775,26474,,,,,,,,,,,,,,3.912324438801085,4.010089554392454,3.5195489389081303,,,,,,,,,,,,,,3.6865784861232704,3.4923113327754014,,,,3.7241705502000686,#000000,,3.7821353545562353,,52.82276709222616,1.0457021353369242,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,1.0310878915985158,0.9598848049622477,False,False,False,False,0.037069707601803364,0.0534595440102763,False,False,False,False,885644,635346.6507884124,False,False,False,False,72903.78146789559,False,False,False,False
2022-11-04 00:00:00+00:00,3.45,3.504115,3.3035,3.5,45302,,,,,,,,,,,,,,3.8719047102829895,3.9854672132104065,3.517524943153821,,,,,,,,,,,,,,3.679263223295357,3.4910142791172256,,,,3.70903487381196,#000000,,3.763540022485644,,51.65547268682205,1.0457021353369242,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,1.0103187985037128,0.9743546796196005,False,False,False,False,0.007653575724577789,0.030556559867427044,False,False,False,False,840342,650531.4914707522,False,False,False,False,70859.2050628663,False,False,False,False
2022-11-11 00:00:00+00:00,4.0,4.0,3.3,3.375,70156,,,,,,,,,,,,,,3.860050795887862,3.9722035376118217,3.5250715891340323,,,,,,,,,,,,,3.7666666666666666,3.6828159815320816,3.4983855189738002,,,,3.7175323483010447,#000000,,3.8204342454246083,,53.37901226576054,1.0457021353369242,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,1.050273686544823,0.9160730323582134,False,False,False,False,0.07555627689492835,0.053056418381177695,False,False,False,False,910498,669788.2698803261,False,False,False,False,70807.11579895028,False,False,False,False
2022-11-18 00:00:00+00:00,3.9935,4.0,3.584,3.786,59482,,,,,,,,,,,,,,3.8599737210589544,3.9666778070980686,3.533436967976689,,,,,,,,,,,,,3.809108581845858,3.688691144071736,3.5063839864525392,,,,3.727378701417308,#000000,,3.8311128135186543,,54.57375208031431,1.0457021353369242,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,1.0820866422038447,0.8794833598042975,False,False,False,False,0.11499968092804946,0.08402804965461358,False,False,False,False,851016,683212.5461854872,False,False,False,False,69968.21833236137,False,False,False,False
2022-11-25 00:00:00+00:00,4.345,4.4205,3.8315,3.974,45563,,,,,,,,,,,,,,3.8811955838109737,3.975063169742137,3.545962053598607,,,,,,,,,,,,,3.9105042513075454,3.7013898285575086,3.5179496071245984,,,,3.7553440823568955,#000000,,3.8670382083545416,,56.80132096517674,1.0457021353369242,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,1.1059993157221832,0.8544371814956873,False,False,False,False,0.20943119547484504,0.14672962256472932,False,False,False,False,896579,699017.4686902659,False,False,False,False,68160.42438181609,False,False,False,False
2022-12-02 00:00:00+00:00,4.545,4.55,4.066425,4.2785,82637,,,,,,,,,,,,,,3.9327795235842133,4.000381503285151,3.573725077569985,,,,,,,,,,,,,4.063266396891329,3.7310029066582002,3.543499947769266,,,,3.8074425592930243,#000000,,3.9318575826047235,,59.087243067807435,1.1214511760773078,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,1.1145088744837588,0.8422183114161147,False,False,False,False,0.2624356066942775,0.20458261462950342,False,False,False,False,979216,719772.91545395,False,False,False,False,69232.76331649638,False,False,False,False
2022-12-09 00:00:00+00:00,4.415,4.82575,4.2989,4.5,73607,,,,,,,,,,,,,4.513216666666666,3.9811031111087236,4.026991055724266,3.6005557800361783,,,,,,,,,,,,,4.16319093793842,3.7599760025863374,3.568242553294216,,,,3.944753729622115,#000000,,4.171125442859519,,59.92264555427547,2.205284730562333,False,False,True,False,True,9.6180591825606,0.0,0.0,0.0,0.0,1,1.140737622358645,0.8217518748466983,False,False,False,False,0.33891839453762707,0.27175050458356526,False,False,False,False,905609,733538.5513462499,False,False,False,False,69556.78084860776,False,False,False,False
2022-12-16 00:00:00+00:00,4.1895,4.514,3.985,4.401,29102,,,,,,,,,,,,,4.432827193170348,3.9890188018553197,4.031061937327024,3.607578069654438,,,,,,,,,,,,,4.168543156440075,3.7667526841724857,3.574846683678681,,,,3.9386612180426246,#000000,,4.155362772198192,,59.20630856430013,2.205284730562333,False,False,True,False,True,6.886315837498998,0.0,0.0,0.0,0.0,1,1.126795875036867,0.8477968633308439,False,False,False,False,0.24521221079334332,0.25848135768845426,False,False,False,False,876507,744128.8068020833,False,False,False,False,66560.13041537756,False,False,False,False
2022-12-23 00:00:00+00:00,4.0045,4.118,3.71895,4.113,19213,,,,,,,,,,,,,4.356292064872076,3.988156094654937,4.029962894608155,3.6100628110791106,,,,,,,,,,,,,4.157342327720138,3.768455403449121,3.5772853938148295,,,,3.926793855742624,#000000,,4.132938345463827,,57.69136013626449,2.205284730562333,False,False,True,False,True,4.731520696536954,0.0,0.0,0.0,0.0,1,1.1037374937969915,0.8633967077585781,False,False,False,False,0.09607476145235082,0.17727805957040255,False,False,False,False,857294,752511.4137056327,False,False,False,False,63052.935569794034,False,False,False,False
2022-12-30 00:00:00+00:00,3.7,4.1,3.645,3.95,84448,,,,,,,,,,,,,4.134791690329666,3.973776297920164,4.018261436002538,3.616448628453926,,,,,,,,,,,,,4.095063941972132,3.770309459151729,3.583937913303322,,,,3.884655623876211,#000000,,4.055473341556125,,55.1098809941656,2.205284730562333,False,False,True,False,False,1.356844405704777,0.0,0.0,0.0,0.0,1,1.0903486898581531,0.9243126709547159,False,False,False,False,0.0179372862543452,0.09760767291237388,False,False,False,False,772846,754017.6793570672,False,False,False,False,64637.7551572167,False,False,False,False
