date,Close,High,Low,Open,Volume,aVWAP_peak_180,aVWAP_peak_175,aVWAP_peak_157,aVWAP_peak_142,aVWAP_peak_133,aVWAP_peak_124,aVWAP_peak_114,aVWAP_peak_109,aVWAP_peak_102,aVWAP_peak_80,aVWAP_peak_57,aVWAP_peak_46,aVWAP_peak_32,aVWAP_peak_26,aVWAP_valley_182,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_148,aVWAP_valley_141,aVWAP_valley_136,aVWAP_valley_130,aVWAP_valley_113,aVWAP_valley_107,aVWAP_valley_96,aVWAP_valley_95,aVWAP_valley_84,aVWAP_valley_70,aVWAP_valley_64,aVWAP_valley_52,aVWAP_valley_45,aVWAP_valley_30,aVWAP_valley_24,aVWAP_valley_11,aVWAP_valley_4,aVWAP_OB_bull_182,aVWAP_OB_bull_141,aVWAP_OB_bull_112,aVWAP_OB_bull_70,aVWAP_OB_bear_1,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,6.32,7.63,6.18,7.49,15245953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.140470064754426,,,,,8.884614312597892,8.140470064754426,#000000,,8.140470064754426,,24.570701236027748,-57.49414519906318,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22258210,-4346743.942216235,False,False,False,False,13766032.536505505,False,False,False,False
2022-03-18 00:00:00+00:00,8.26,8.57,5.78,6.27,23137017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.536666666666666,8.041468058847856,,,,,8.713736449759606,7.789067362757262,#000000,,7.789067362757262,,28.539092933161825,-57.49414519906318,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,878807,-3959666.0946446625,False,False,False,False,14460179.533801395,False,False,False,False
2022-03-25 00:00:00+00:00,7.85,8.61,7.59,8.09,20430897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76175962291883,8.038331308067116,,,,,8.64356071122845,7.900045465492973,#000000,,7.900045465492973,,30.79655062248881,-57.49414519906318,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19552090,-5114660.458004317,False,False,False,False,14902454.901667958,False,False,False,False
2022-04-01 00:00:00+00:00,7.22,8.44,7.08,7.91,17731569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.709183595561483,7.992998543294444,,,,,8.55810231223713,7.851091069427964,#000000,,7.851091069427964,,31.580444758422374,-57.49414519906318,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37283659,-7497549.238892887,False,False,False,False,15112018.908951813,False,False,False,False
2022-04-08 00:00:00+00:00,6.92,8.44,6.63,7.35,15587602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.632310308291697,7.939962854615941,,,,,8.477077615642118,7.786136581453819,#000000,,7.786136581453819,,31.766451884113827,-57.49414519906318,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-52871261,-10858564.92490082,False,False,False,False,15147247.286066493,False,False,False,False
2022-04-15 00:00:00+00:00,6.41,7.555,6.4,6.79,9569415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.538894938437249,7.886054774355174,,,,,8.411340683558821,7.712474856396211,#000000,,7.712474856396211,,31.288253558210677,-57.49414519906318,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62440676,-14679462.041574834,False,False,False,False,14734074.524135642,False,False,False,False
2022-04-22 00:00:00+00:00,6.15,7.21,6.035,6.38,14516395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.384506148110343,7.791837162507307,,,,,8.302817786590252,7.588171655308825,#000000,,7.588171655308825,,30.645957716586565,-57.49414519906318,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-76957071,-19292618.260717437,False,False,False,False,14717950.114940409,False,False,False,False
2022-04-29 00:00:00+00:00,5.42,6.38,5.34,6.01,13752729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1841743823507125,7.668995624902373,,,,,8.17289357498105,7.426585003626543,#000000,,7.426585003626543,,29.39727306293844,-57.49414519906318,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-90709800,-24582779.871034663,False,False,False,False,14646452.254574452,False,False,False,False
2022-05-06 00:00:00+00:00,5.11,5.995,4.97,5.42,17794771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.939001378228109,7.504848986539569,,,,,8.001310772692616,7.221925182383838,#000000,,7.221925182383838,,28.193673476635702,-57.49414519906318,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-108504571,-30799208.843550615,False,False,False,False,14879661.0505319,False,False,False,False
2022-05-13 00:00:00+00:00,3.75,5.16,2.77,4.98,39782435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.235797077825129,7.009889716267374,,,,,7.508589570878916,6.6228433970462515,#000000,,6.6228433970462515,,26.159023751345337,-57.49414519906318,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-148287006,-39502008.63291723,False,False,False,False,16724310.972714722,False,False,False,False
2022-05-20 00:00:00+00:00,3.26,4.07,3.01,3.68,25281685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.878917306761953,6.724413445728947,,,,,7.220904627347061,6.301665376245451,#000000,,6.301665376245451,,24.348704740470403,-57.49414519906318,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-173568691,-49432873.99344188,False,False,False,False,17358190.53029141,False,False,False,False
2022-05-27 00:00:00+00:00,3.27,3.28,2.65,3.06,28154032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.528174398359769,6.424801123709137,,,,,6.9172067934480825,5.976487761034453,#000000,,5.976487761034453,,23.085282130529023,-56.93582608501762,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-145414659,-56542635.84577952,False,False,False,False,18157882.49101056,False,False,False,False
2022-06-03 00:00:00+00:00,2.94,3.47,2.91,3.29,20900028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.322977058914379,6.234601357561191,,,,,6.721055376603964,5.778789208237785,#000000,,5.778789208237785,,21.933591745164954,-55.814335603439105,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-166314687,-64673898.894240305,False,False,False,False,18361004.380565338,False,False,False,False
2022-06-10 00:00:00+00:00,2.71,3.23,2.66,3.01,29481211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.060717675027461,5.982653825532788,,,,,6.460129854296117,5.521685750280124,#000000,,5.521685750280124,,20.938613162378466,-54.689761611396875,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-195795898,-74386639.56874102,False,False,False,False,19184723.38941235,False,False,False,False
2022-06-17 00:00:00+00:00,2.59,2.66,2.23,2.61,31236430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4933333333333336,4.7997959265881045,5.726396269607564,,,,,6.194648975167637,4.339841843176334,#000000,,4.339841843176334,,20.13624561866375,-53.51278283421502,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-227032328,-85693727.60068613,False,False,False,False,20077442.39760403,False,False,False,False
2022-06-24 00:00:00+00:00,3.63,3.65,2.58,2.69,22171961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.822677756509584,4.697986596519991,5.6055171525044125,,,,,6.0627711303463485,4.375393835177996,#000000,,4.375393835177996,,22.814961629090767,-49.095606009095555,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2912854362048989,-0.2912854362048989,False,False,False,False,-204860367,-94520886.07470939,False,False,False,False,20232591.923707433,False,False,False,False
2022-07-01 00:00:00+00:00,2.47,3.75,2.4,3.71,21954759,,,,,,,,,,,,,,2.8733333333333335,,,,,,,,,,,,,,,,,,2.8374347163921185,4.584012862523906,5.477742876273235,,,,,5.925701402328208,3.9431309471306486,#000000,,3.9431309471306486,,23.52706327948886,-46.74908573710805,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7929967756746842,1.2087987913268983,False,False,False,False,-0.29431829879932153,-0.29280186750211024,False,False,False,False,-226815126,-104320459.40250869,False,False,False,False,20360159.85528466,False,False,False,False
2022-07-08 00:00:00+00:00,2.93,3.12,2.25,2.4,16408044,,,,,,,,,,,,,,2.827711240495123,,,,,,,,,,,,,,,,,,2.8247818868594723,4.502958697116377,5.386187569788764,,,,,5.827395321661512,3.885409848564934,#000000,,3.885409848564934,,25.253749738913456,-43.548660857894504,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7695347664592568,1.2569964545840935,False,False,False,False,-0.3229503480883112,-0.3078761077952107,False,False,False,False,-210407082,-112178727.7430636,False,False,False,False,20067410.532670982,False,False,False,False
2022-07-15 00:00:00+00:00,2.44,2.9025,2.24,2.87,19505362,,,,,,,,,,,,,,2.7265203884553797,,,,,,,,,,,,,,,,,,2.7726721610764686,4.403494575167328,5.275853023285537,,,,,5.709676097153414,3.7946350369961785,#000000,,3.7946350369961785,,25.97039903526273,-41.4490846767133,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.779256912108507,1.2627663890874665,False,False,False,False,-0.3303363141700382,-0.3191062109826245,False,False,False,False,-229912444,-120899743.76209593,False,False,False,False,20025777.308028687,False,False,False,False
2022-07-22 00:00:00+00:00,2.46,3.18,2.43,2.51,23110280,,,,,,,,,,,,,,2.7160979062391233,,,,,,,,,,,,,,,,,,2.75845516745157,4.307030018231148,5.1627744007073915,,,,,5.587220140059386,3.7360893731573084,#000000,,3.7360893731573084,,26.537344455120387,-39.58216125530503,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8119293384530742,1.216434482424408,False,False,False,False,-0.30441974550656786,-0.3117629782445962,False,False,False,False,-206802164,-127262886.00194067,False,False,False,False,20254258.98891545,False,False,False,False
2022-07-29 00:00:00+00:00,2.33,2.5,2.115,2.45,19839799,,,,,,,,,,,,,,2.637166737401219,,,,,,,,,,,,,,,,,2.315,2.701408851244577,4.2151935970711065,5.059733666828147,,,,,5.47713418571221,3.38570057050901,#000000,,2.967192296429226,,26.796640918214358,-38.08988213337393,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8329831649427992,1.2137725573881535,False,False,False,False,-0.34282825441539394,-0.32729561632999504,False,False,False,False,-226641963,-134624299.11290804,False,False,False,False,20223558.24899579,False,False,False,False
2022-08-05 00:00:00+00:00,2.96,2.97,2.21,2.29,20089951,,,,,,,,,,,,,,2.649822481539265,,,,,,,,,,,,,,,,,2.515414406509766,2.7027831453743594,4.148208999505485,4.9768021724872336,,,,,5.386082252627049,3.398606241083222,#000000,,3.0040572582322187,,28.775075362549558,-35.04303905186007,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8176948439666377,1.2123920979903786,False,False,False,False,-0.3131999848201057,-0.32024780057505037,False,False,False,False,-206552012,-139952277.8452852,False,False,False,False,20213661.415736843,False,False,False,False
2022-08-12 00:00:00+00:00,2.91,3.71,2.73,2.96,37020072,,,,,,,,,,,,,3.1166666666666663,2.759255743073109,,,,,,,,,,,,,,,,,2.8046730608205093,2.775283571485265,4.069868109970048,4.863060908142565,,,,,5.256197166241326,3.398134676693027,#000000,,2.863969760511387,,30.11789048949651,-32.73975072660296,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8154362628661916,1.2007125890736343,False,False,False,False,-0.244857294286819,-0.28255254743093466,False,False,False,False,-243572084,-147627819.04193074,False,False,False,False,21458580.718274854,False,False,False,False
2022-08-19 00:00:00+00:00,2.605,3.41,2.6,2.93,27272380,,,,,,,,,,,,,3.012739488714269,2.7758092134526935,,,,,,,,,,,,,,,,,2.822203635315631,2.7862999035546454,4.006382632657205,4.777222637579732,,,,,5.1597258319745745,3.363442918545696,#000000,,2.84926306025931,,30.641390065921335,-31.308617096806106,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8182041618875963,1.211453383581845,False,False,False,False,-0.25597453808489773,-0.2692635427579162,False,False,False,False,-270844464,-156754977.92771366,False,False,False,False,21889232.51692116,False,False,False,False
2022-08-26 00:00:00+00:00,2.27,2.5601,2.21,2.47,22481761,,,,,,,,,,,,,2.840179691463945,2.7293578511411516,,,,,,,,,,,,,,,,,2.737832485189907,2.748447248443124,3.936926465327125,4.693822502074644,,,,,5.068937769905588,3.2810943739399825,#000000,,2.7639543190595317,,30.55088262094967,-30.522447983644078,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8711040339702759,1.2044409058740269,False,False,False,False,-0.33294434893291014,-0.30110394584541317,False,False,False,False,-293326225,-166871366.59973487,False,False,False,False,21933123.51566774,False,False,False,False
2022-09-02 00:00:00+00:00,2.07,2.37,1.9693,2.26,16952666,,,,,,,,,,,,,2.725162474392325,2.6846112711230776,,,,,,,,,,,,,,,,,2.666862429543482,2.711131976565726,3.8818467417133613,4.629319893109913,,,,,4.9992657140945385,3.2164891310746473,#000000,,2.696942037906153,,30.21315561586762,-30.03441815379867,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8026631375645488,1.238829761600255,False,False,False,False,-0.34282825441539394,-0.32196610013040355,False,False,False,False,-310278891,-177494146.18493968,False,False,False,False,21564200.73672939,False,False,False,False
2022-09-09 00:00:00+00:00,2.43,2.5,1.9,2.06,19110198,,,,,,,,,,,,,2.655388397239648,2.6526274623696766,,,,,,,,,,,,,,,,,2.621050156706481,2.6831911529107866,3.8283377066912334,4.564278479561714,,,,,4.928250326332804,3.1674788925799233,#000000,,2.653064292306648,,31.128293742226226,-28.37698822683293,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8345460600098753,1.1916733331547098,False,False,False,False,-0.3390424774384495,-0.3305042887844265,False,False,False,False,-291168693,-185914482.98605528,False,False,False,False,21382422.75623092,False,False,False,False
2022-09-16 00:00:00+00:00,2.14,2.64,2.07,2.415,16564674,,,,,,,,,,,,,2.6111782578443603,2.6291276424373216,,,,,,,,,,,,,,,,,2.589855586581895,2.6620782192806067,3.7849486940531887,4.510898287028758,,,,,4.869772825500753,3.131347781204355,#000000,,2.623059926536046,,31.332027109178874,-27.467559337779115,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8430248852784065,1.2429378767406938,False,False,False,False,-0.31985084050511714,-0.3251775646447718,False,False,False,False,-307733367,-194938104.02412525,False,False,False,False,21025552.477991592,False,False,False,False
2022-09-23 00:00:00+00:00,1.585,2.18,1.5,2.08,23962913,,,,,,,,,,,,,2.4855909698540026,2.5554426458452952,,,,,,,,,,,,,,,,,2.491448692879317,2.5977091243047497,3.705699098342079,4.420652779585329,,,,,4.773237366430063,3.0427572184684624,#000000,,2.532547858220841,,30.67590233685695,-27.467559337779115,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.7397658461238156,1.2676602010549232,False,False,False,False,-0.34282825441539394,-0.3340029095300829,False,False,False,False,-331696280,-205068339.28159744,False,False,False,False,21243134.738881104,False,False,False,False
2022-09-30 00:00:00+00:00,1.5,1.75,1.4701,1.57,18247097,,,,,,,,,,,,,2.3939369643294555,2.496206766366844,,,,,,,,,,,,,,,,,2.415831569430796,2.5451949698596685,3.6441391083894987,4.351381822689406,,,,,4.699461086944483,2.974448533510945,#000000,,2.4627925674966913,,30.088998199465905,-27.467559337779115,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7486168925890347,1.292080264702743,False,False,False,False,-0.34282825441539394,-0.3384155819727384,False,False,False,False,-349943377,-215799823.55703467,False,False,False,False,21021206.0174825,False,False,False,False
2022-10-07 00:00:00+00:00,1.49,1.8,1.35,1.54,21855926,,,,,,,,,,,,,2.302925574753302,2.4322282793562726,,,,,,,,,,,,,,,,,2.3377847172093817,2.4874271847420184,3.574033713198285,4.271965524055778,,,,,4.6147335513984356,2.901060832219173,#000000,,2.3900914390152437,,29.655115094257056,-27.37187398080679,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7480497595334571,1.3085166811830198,False,False,False,False,-0.34282825441539394,-0.3406219181940662,False,False,False,False,-371799303,-227355340.55280986,False,False,False,False,21083037.127298612,False,False,False,False
2022-10-14 00:00:00+00:00,1.23,1.49,1.17,1.49,22918115,,,,,,,,,,,,,2.201057183840236,2.3572919664513137,,,,,,,,,,,,,,,,,2.248190012612807,2.4193218095109863,3.496918982217822,4.186172085079115,,,,,4.5237936134349805,2.8181586732853803,#000000,,2.306465243103836,,28.95678698119549,-27.37187398080679,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7401456832227731,1.2928745330350013,False,False,False,False,-0.34282825441539394,-0.3417250863047301,False,False,False,False,-394717418,-239752531.47482395,False,False,False,False,21218968.82157279,False,False,False,False
2022-10-21 00:00:00+00:00,1.43,1.5,1.16,1.31,22423766,,,,,,,,,,,,,2.1255579827950988,2.2970073438736383,,,,,,,,,,,,,,,,,2.179471213742125,2.3633592123879916,3.4284980982416577,4.1087159159431375,,,,,4.441255079628972,2.750434961163941,#000000,,2.241348938199713,,29.242775329305005,-26.83606034686631,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7472398692407328,1.2871975163963074,False,False,False,False,-0.34282825441539394,-0.34227667036006204,False,False,False,False,-372293652,-249570392.25446662,False,False,False,False,21308213.057011846,False,False,False,False
2022-10-28 00:00:00+00:00,1.58,1.82,1.28,1.42,18367350,,,,,,,,,,,,,2.086678121866051,2.2621261505888612,,,,,,,,,,,,,,,,,2.1424220520556503,2.3299372487668584,3.3806737908842246,4.052691615192382,,,,,4.380911125303704,2.709088163225671,#000000,,2.205290893319355,,30.03603293647525,-25.638895810162992,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7835679166051193,1.2341049610669141,False,False,False,False,-0.30407035585337167,-0.3231735131067168,False,False,False,False,-353926302,-257300459.64302465,False,False,False,False,21090371.349085044,False,False,False,False
2022-11-04 00:00:00+00:00,1.39,1.85,1.32,1.56,15555054,,,,,,,,,,,,,2.0555012134892197,2.2335268849780583,,,,,,,,,,,,,,,,,2.1124159869714365,2.302372086552344,3.341197343857498,4.006405368059741,,,,,4.331051853003831,2.675236480651383,#000000,,2.1759540429977644,,30.251273605123814,-25.037514110991175,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7999739986782664,1.2179019100137594,False,False,False,False,-0.2726931520244352,-0.297933332565576,False,False,False,False,-369481356,-265610155.66946727,False,False,False,False,20680347.841745414,False,False,False,False
2022-11-11 00:00:00+00:00,1.64,1.64,1.15,1.36,25744527,,,,,,,,,,,,,2.0071934115415386,2.188147977444052,,,,,,,,,,,,,,,,1.4766666666666666,2.0654390295006833,2.2583420535283762,3.277947052295019,3.9321346991097625,,,,,4.251028263639546,2.457981555726586,#000000,,1.934361771288235,,31.42074649207646,-23.553720237985083,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8996050867722184,1.2051616487325338,False,False,False,False,-0.32119631642724616,-0.3095648244964111,False,False,False,False,-343736829,-271397316.6569141,False,False,False,False,21055472.223838348,False,False,False,False
2022-11-18 00:00:00+00:00,1.56,1.99,1.5,1.61,19263780,,,,,,,,,,,,1.6833333333333336,1.9881577003484519,2.166472570508583,,,,,,,,,,,,,,,,1.5651210313242843,2.0454189041515085,2.2362791314649186,3.238472354837077,3.883794114746279,,,,,4.198270166554278,2.3508811425893046,#000000,,1.8205077422893945,,32.08626264818018,-22.606221449063902,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9029054569559617,1.1224219228796917,False,False,False,False,-0.18723715696145024,-0.24840099072893068,False,False,False,False,-363000609,-278182745.7193649,False,False,False,False,20922754.281331804,False,False,False,False
2022-11-25 00:00:00+00:00,1.51,1.59,1.35,1.47,9178371,,,,,,,,,,,,1.6187927083995863,1.9744052252916247,2.152777206350871,,,,,,,,,,,,,,,,1.551267481649272,2.031728969677285,2.2227612528221745,3.2180123124853837,3.8594578404398097,,,,,4.1719493967625105,2.3286503746395004,#000000,,1.794048596254442,,32.45115982810335,-21.97206656639748,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9139392074663797,1.100483314744305,False,False,False,False,-0.28888811569274303,-0.26864455321083686,False,False,False,False,-372178980,-285145429.74015266,False,False,False,False,20052799.964196112,False,False,False,False
2022-12-02 00:00:00+00:00,1.71,1.73,1.4,1.48,14945960,,,,,,,,,,,,1.61691211024759,1.9590681726271553,2.1357235466160116,,,,,,,,,,,,,,,,1.56468565522795,2.015768238530029,2.2054507039526867,3.188118957780195,3.822979058152362,,,,,4.132184525970656,2.3135883053917476,#000000,,1.789108544158181,,33.602837423997315,-20.608107997952082,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8989889789598324,1.1052398735247808,False,False,False,False,-0.2532129652579161,-0.2609287592343765,False,False,False,False,-357233020,-290485251.2408821,False,False,False,False,19674515.52240381,False,False,False,False
