date,Close,High,Low,Open,Volume,aVWAP_peak_186,aVWAP_peak_166,aVWAP_peak_152,aVWAP_peak_135,aVWAP_peak_128,aVWAP_peak_124,aVWAP_peak_118,aVWAP_peak_103,aVWAP_peak_94,aVWAP_peak_83,aVWAP_peak_59,aVWAP_peak_43,aVWAP_peak_33,aVWAP_peak_25,aVWAP_valley_188,aVWAP_valley_173,aVWAP_valley_163,aVWAP_valley_144,aVWAP_valley_132,aVWAP_valley_118,aVWAP_valley_111,aVWAP_valley_97,aVWAP_valley_92,aVWAP_valley_73,aVWAP_valley_49,aVWAP_valley_44,aVWAP_valley_28,aVWAP_valley_21,aVWAP_valley_8,aVWAP_OB_bull_173,aVWAP_OB_bear_94,aVWAP_OB_bear_59,aVWAP_OB_bear_33,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,33.73,36.27,33.42,35.02,4557330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.21916716269918,,,,,36.21916716269918,#000000,,36.21916716269918,,43.672028642129156,1.4848708662680465,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19722163,-2939899.144525962,False,False,False,False,5710376.066989872,False,False,False,False
2022-03-18 00:00:00+00:00,33.8,34.78,32.69,33.78,4081704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.822125002335554,,,,,35.822125002335554,#000000,,35.822125002335554,,39.46540340777505,-1.717180586293786,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15640459,-3880681.3560425574,False,False,False,False,5589733.691657288,False,False,False,False
2022-03-25 00:00:00+00:00,30.88,34.505,30.22,33.75,6398005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.024464026531206,,,,,35.024464026531206,#000000,,35.024464026531206,,35.109992353407016,-5.203050422034025,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22038464,-5225702.292631998,False,False,False,False,5649605.640423415,False,False,False,False
2022-04-01 00:00:00+00:00,30.89,32.64,29.38,31.0,6276285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3546214521418,,,,,34.3546214521418,#000000,,34.3546214521418,,32.011949899326346,-7.6172848905289925,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15762179,-6006182.048733331,False,False,False,False,5696026.333725384,False,False,False,False
2022-04-08 00:00:00+00:00,30.1,31.43,28.73,31.0,6917501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.697182894002246,,,,,33.697182894002246,#000000,,33.697182894002246,,29.464581605963875,-9.66384669779265,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22679680,-7241255.971049381,False,False,False,False,5786505.938634615,False,False,False,False
2022-04-15 00:00:00+00:00,29.72,31.9,29.66,30.07,5127224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.36203878692508,,,,,33.36203878692508,#000000,,33.36203878692508,,27.48494738527438,-11.3216580138726,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27806904,-8764637.306527205,False,False,False,False,5737670.239476495,False,False,False,False
2022-04-22 00:00:00+00:00,27.35,29.81,26.92,29.7,12479367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.29695702027782,,,,,32.29695702027782,#000000,,32.29695702027782,,25.172735068179474,-13.435922349173019,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-40286271,-11099573.135673337,False,False,False,False,6237055.184700459,False,False,False,False
2022-04-29 00:00:00+00:00,26.58,28.28,25.57,27.36,5837948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.828312441576827,,,,,31.828312441576827,#000000,,31.828312441576827,,23.264568776979182,-15.266171600615763,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-46124219,-13693991.347845683,False,False,False,False,6207491.689537462,False,False,False,False
2022-05-06 00:00:00+00:00,24.41,27.82,23.75,26.59,11864211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.86669437243308,,,,,30.86669437243308,#000000,,30.86669437243308,,21.253358905188627,-17.286945380578473,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57988430,-16975060.87763489,False,False,False,False,6626507.934756909,False,False,False,False
2022-05-13 00:00:00+00:00,23.73,24.355,21.36,24.21,11529640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.89672801630074,,,,,29.89672801630074,#000000,,29.89672801630074,,19.63339114547131,-19.004701266165444,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-69518070,-20867135.627439715,False,False,False,False,6989702.902552693,False,False,False,False
2022-05-20 00:00:00+00:00,21.89,23.55,21.06,23.53,6724598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.368835552317798,,,,,29.368835552317798,#000000,,29.368835552317798,,18.018168394089468,-20.783990363268224,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-76242668,-24969026.91429603,False,False,False,False,6970065.5023636045,False,False,False,False
2022-05-27 00:00:00+00:00,22.41,23.04,20.12,22.06,5097325,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.856666666666662,28.99910525990211,,,,,25.427885963284385,#000000,,25.427885963284385,,17.606983028996158,-21.473268594066873,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-71145343,-28389494.772496324,False,False,False,False,6831343.983670005,False,False,False,False
2022-06-03 00:00:00+00:00,21.97,22.71,21.4,22.5,5155145,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.942146034077638,28.668502562319855,,,,,25.305324298198748,#000000,,25.305324298198748,,17.186991880138088,-22.253827395667056,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-76300488,-31938457.233792894,False,False,False,False,6707181.095990744,False,False,False,False
2022-06-10 00:00:00+00:00,21.8,23.1,21.53,22.44,5363438,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.011245801183424,28.361739436044253,,,,,25.18649261861384,#000000,,25.18649261861384,,16.83666938423913,-23.026038438017764,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-81663926,-35621825.29054897,False,False,False,False,6607644.5703618005,False,False,False,False
2022-06-17 00:00:00+00:00,23.28,23.36,21.11,21.3,6581308,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.180865462137234,28.04657943628243,,,,,25.11372244920983,#000000,,25.11372244920983,,18.80535107280849,-23.026038438017764,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-75082618,-38544846.97273053,False,False,False,False,6605693.713297964,False,False,False,False
2022-06-24 00:00:00+00:00,23.07,24.23,22.92,23.4,16289358,,,,,,,,,,,,,,23.406666666666666,,,,,,,,,,,,,,22.699683132356757,27.494716794413762,,,,,24.53368886447906,#000000,,24.53368886447906,,20.117630960346524,-23.026038438017764,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.28091833339527605,-0.28091833339527605,False,False,False,False,-91371976,-42457967.64141715,False,False,False,False,7323002.178979596,False,False,False,False
2022-07-01 00:00:00+00:00,21.56,23.93,20.23,23.16,6359415,,,,,,,,,,,,,,22.98549053937712,,,,,,,,,,,,,,22.58722891025996,27.246756064491514,,,,,24.273158504709528,#000000,,24.273158504709528,,20.410237303467515,-23.026038438017764,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7465655498228384,1.213153477963573,False,False,False,False,-0.32708985139217694,-0.3040040923937265,False,False,False,False,-97731391,-46552295.29760848,False,False,False,False,7251625.350907033,False,False,False,False
2022-07-08 00:00:00+00:00,20.67,22.105,20.53,21.3,6033991,,,,,,,,,,,,,,22.589190646747525,,,,,,,,,,,,,,22.41105216632685,26.998484042166293,,,,,23.99957561841356,#000000,,23.99957561841356,,20.272474028497676,-23.026038438017764,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7334227673438101,1.280311741407947,False,False,False,False,-0.34282825441539394,-0.3234161734045602,False,False,False,False,-103765382,-50790301.72000785,False,False,False,False,7161430.213802809,False,False,False,False
2022-07-15 00:00:00+00:00,22.84,23.445,19.3001,20.49,8486064,,,,,,,,,,,,,,22.42309630049316,,,,,,,,,,,,,21.861699999999995,22.332525161192596,26.722304499669725,,,,,23.334906490338867,#000000,,23.334906490338867,,23.157566348932246,-23.026038438017764,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.701589977501385,1.267948329813868,False,False,False,False,-0.34110684434377114,-0.33226150887416567,False,False,False,False,-95279318,-54085784.40741468,False,False,False,False,7259551.235002601,False,False,False,False
2022-07-22 00:00:00+00:00,23.51,24.147,22.86,22.9,3766334,,,,,,,,,,,,,,22.522700684067157,,,,,,,,,,,,,22.367048222571064,22.402512113670106,26.64733694761333,,,,,23.484899491980414,#000000,,23.484899491980414,,26.041109514925722,-23.026038438017764,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7239945063745479,1.2659540255688162,False,False,False,False,-0.27219924506038207,-0.30223037696727384,False,False,False,False,-91512984,-56858169.562421,False,False,False,False,7000794.402780185,False,False,False,False
2022-07-29 00:00:00+00:00,24.41,24.8,22.96,23.55,4353105,,,,,,,,,,,,,,22.67014538511266,,,,,,,,,,,,,22.809978888211532,22.509212223609634,26.579382207052074,,,,,23.642179675996477,#000000,,23.642179675996477,,29.17218536911549,-28.712962714872972,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7431109323029939,1.2457557320864001,False,False,False,False,-0.25716067195116765,-0.27969552445922075,False,False,False,False,-87159879,-59102740.6318713,False,False,False,False,6804669.261833505,False,False,False,False
2022-08-05 00:00:00+00:00,27.78,28.12,23.82,24.18,5785036,,,,,,,,,,,,,,23.11225665399266,,,,,,,,,,,,,23.782315505288487,22.830092807628855,26.579178452233243,,,,,24.075960854785812,#000000,,24.075960854785812,,34.71938071408137,-23.255420683463214,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.797831245972196,1.1925083797391443,False,False,False,False,-0.18997802912244927,-0.234836776790835,False,False,False,False,-81374843,-60752525.99247342,False,False,False,False,6729140.872068061,False,False,False,False
2022-08-12 00:00:00+00:00,29.13,29.3453,27.03,27.83,3960980,,,,,,,,,,,,,,23.500155618171068,,,,,,,,,,,,,24.491711106399595,23.12097654047174,26.622520909806017,,,,,24.433841043712103,#000000,,24.433841043712103,,39.75644012237875,-18.437860007911866,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8297769606957133,1.1713165464282207,False,False,False,False,-0.1204882311284257,-0.17766250395963035,False,False,False,False,-77413863,-61986699.10414206,False,False,False,False,6524091.918581538,False,False,False,False
2022-08-19 00:00:00+00:00,29.98,30.65,28.4,29.15,4434124,,,,,,,,,,,,,29.67666666666667,23.960692855639014,,,,,,,,,,,,,25.238511681223176,23.476924880266125,26.697700172129785,,,,29.67666666666667,25.810099251184955,#000000,,25.588199020948746,,43.99472906121705,-14.471370273139172,False,False,False,True,True,,-1.0,30.65,28.4,0.0,0,0.8213156148246471,1.1680553539208163,False,False,False,False,-0.0008521972541373675,-0.08925735060688386,False,False,False,False,-72979739,-62800998.35568709,False,False,False,False,6369279.480168091,False,False,False,True
2022-08-26 00:00:00+00:00,26.82,29.48,26.52,29.38,3853950,,,,,,,,,,,,,28.714117768092645,24.182595536377985,,,,,,,,,,,,,25.501989110249262,23.6630321981511,26.71673990321722,,,,28.714117768092645,25.75569490321764,#000000,,25.515433653217748,,44.56092159220912,-14.011954859699145,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9022834366493584,1.1817799711782602,False,False,False,False,-0.02420129379674577,-0.056729322201814814,False,False,False,False,-76833689,-63840456.921932496,False,False,False,False,6182958.777933418,False,False,False,False
2022-09-02 00:00:00+00:00,25.62,27.27,25.38,26.64,3603556,,,,,,,,,,,,,27.918923557718053,24.285297740818763,,,,,,,,,,,,,25.5573959014062,23.761162890848833,26.70470058860108,,,,27.918923557718053,25.645496135878584,#000000,,25.380695022697964,,44.17286006497308,-14.011954859699145,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8596955792868621,1.1327635112794605,False,False,False,False,-0.0858972038669748,-0.07131326303439481,False,False,False,False,-80437245,-65069848.63141897,False,False,False,False,5991891.905493905,False,False,False,False
2022-09-09 00:00:00+00:00,24.98,25.9236,23.9864,25.52,3331177,,,,,,,,,,,,,27.27215754558276,24.317446191188196,,,,,,,,,,,,,25.50979615046074,23.80447772064253,26.674317849062493,,,,27.27215754558276,25.515639091387342,#000000,,25.225969401968555,,43.48432520644596,-14.011954859699145,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8502654149349541,1.1409579627419744,False,False,False,False,-0.1375244739033941,-0.10441886846889445,False,False,False,False,-83768422,-66454928.14020275,False,False,False,False,5794801.912494356,False,False,False,False
2022-09-16 00:00:00+00:00,22.75,25.725,22.33,25.06,5827983,,,,,,,,,,,,,26.255969628455755,24.262618736390863,,,,,,,,,,,,,25.275196899328257,23.792451348578858,26.583303093008627,,,,26.255969628455755,25.233907941152474,#000000,,24.896559153188434,,41.672272600857156,-14.011954859699145,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8397246407322919,1.1196838040415633,False,False,False,False,-0.16967214960469973,-0.13704550903679708,False,False,False,False,-89596405,-68169111.61129884,False,False,False,False,5797259.770828106,False,False,False,False
2022-09-23 00:00:00+00:00,21.59,23.1,20.78,22.43,4728194,,,,,,,,,,,,,25.44296767559446,24.119901890071258,,,,,,,,,,,,,24.96211569614946,23.702068586418854,26.471599649211633,,,,25.44296767559446,24.939730699489132,#000000,,24.556763462058505,,39.76155684881128,-14.011954859699145,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8487038543045572,1.1580484503831747,False,False,False,False,-0.2959604718229863,-0.21650299042989168,False,False,False,False,-94324599,-70106555.121573,False,False,False,False,5718069.713729728,False,False,False,False
2022-09-30 00:00:00+00:00,19.89,22.61,19.72,21.72,4575184,,,,,,,,,,,,,24.734104811624775,23.93880394453031,,,,,,,,,,,,,24.62146280574057,23.57610376990211,26.34433730690804,,,,24.734104811624775,24.64296252774116,#000000,,24.21761883294944,,37.561315216989094,-14.011954859699145,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8445856412950054,1.138403089485245,False,False,False,False,-0.34282825441539394,-0.2796656224226428,False,False,False,False,-98899783,-72239386.8162713,False,False,False,False,5633411.5127127115,False,False,False,False
2022-10-07 00:00:00+00:00,19.93,22.01,19.625,20.08,4572597,,,,,,,,,,,,,24.182614227703787,23.76511553145905,,,,,,,,,,,,,24.315535251924917,23.451576967891846,26.217931051697473,,,,24.182614227703787,24.386554606135412,#000000,,23.928710494744898,,36.03052905681656,-14.011954859699145,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8521725832616186,1.1299112135941252,False,False,False,False,-0.34282825441539394,-0.3112469384190184,False,False,False,False,-94327186,-73875520.08914009,False,False,False,False,5554832.659919177,False,False,False,False
2022-10-14 00:00:00+00:00,20.56,21.5209,19.58,19.9,4606983,,,,,,,,,,,,,23.759718495994022,23.608664733709354,,,,,,,,,,,,,24.05248678941176,23.337238349147096,26.09669009652682,,,,23.759718495994022,24.170959692957815,#000000,,23.68952709206556,,35.60086393590146,-6.6306877238297375,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8368230264019892,1.1449406102080866,False,False,False,False,-0.34282825441539394,-0.3270375964172062,False,False,False,False,-89720203,-75049200.30475935,False,False,False,False,5484621.573999238,False,False,False,False
2022-10-21 00:00:00+00:00,21.01,22.3,20.4,20.92,5298530,,,,,,,,,,,,,23.461530083412224,23.48281577293291,,,,,,,,,,,,,23.84289263984752,23.24605698191173,25.97992347783868,,,,23.461530083412224,24.002643791188614,#000000,,23.508323869526098,,35.771992459520256,-6.718363625934025,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8887789843495598,1.1032711973496527,False,False,False,False,-0.2781587002925396,-0.30259814835487286,False,False,False,False,-84421673,-75743457.54144384,False,False,False,False,5470837.0129622575,False,False,False,False
2022-10-28 00:00:00+00:00,21.51,22.725,20.52,20.95,4773640,,,,,,,,,,,,21.585000000000004,23.280949228777505,23.396238251103576,,,,,,,,,,,,,23.700992556761754,23.183541611931176,25.88680721214451,,,,23.280949228777505,23.505588143453085,#000000,,22.990795009160706,,36.43239853728955,-6.718363625934025,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9105620034111237,1.0739538989882185,False,False,False,False,-0.25665059173347887,-0.27962437004417584,False,False,False,False,-79648033,-76032685.35318874,False,False,False,False,5419192.789779868,False,False,False,False
2022-11-04 00:00:00+00:00,16.24,21.66,15.33,21.66,12206281,,,,,,,,,,,,18.823358008752415,22.187415965386272,22.805711735358024,,,,,,,,,,,,17.743333333333332,22.876153674814773,22.705960017783042,25.468298537178786,,,,22.187415965386272,21.801461610372375,#000000,,20.407565245571696,,34.18344198076821,-8.790158871820339,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8633967242013362,1.080473101437796,False,False,False,False,-0.34282825441539394,-0.3112263122297849,False,False,False,False,-91854314,-77204657.84554513,False,False,False,False,5921940.064610989,False,False,False,False
2022-11-11 00:00:00+00:00,17.97,18.17,15.67,16.47,5861446,,,,,,,,,,,,18.424742457985694,21.76150173924034,22.541284848381597,,,,,,,,,,,,17.589776786163156,22.526670987045907,22.48607419991039,25.270850723481807,,,,21.76150173924034,21.51441453460127,#000000,,20.075672992608773,,34.22698364892203,-9.010115608418602,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9040760906278287,1.0823384417693833,False,False,False,False,-0.34282825441539394,-0.32702728332258946,False,False,False,False,-85992868,-77855636.37550475,False,False,False,False,5917459.022787953,False,False,False,False
2022-11-18 00:00:00+00:00,16.23,18.01,15.665,17.81,4400636,,,,,,,,,,,,18.135629902960268,21.448493162605857,22.33680287712715,,,,,,,,,,,,17.402774951754754,22.263253270900854,22.3136197392539,25.117473181150164,,,,21.448493162605857,21.288292440821852,#000000,,19.812537822055432,,33.47199267458169,-10.031229304092065,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9107712591434947,1.0757275197125373,False,False,False,False,-0.34282825441539394,-0.33492776886899167,False,False,False,False,-90393504,-78784367.31065254,False,False,False,False,5805101.761840697,False,False,False,False
2022-11-25 00:00:00+00:00,16.98,17.05,16.01,16.05,3876937,,,,,,,,,,,,17.9542810064653,21.205084984788964,22.16937161024181,,,,,,,,,,,,17.296412414485065,22.05166634936691,22.17103714743942,24.98748628392101,,,,21.205084984788964,21.11933425667264,#000000,,19.626861188776562,,33.63026174088381,-10.16956726333045,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9281170868634365,1.0849243055846658,False,False,False,False,-0.34282825441539394,-0.3388780116421928,False,False,False,False,-86516567,-79357122.8431968,False,False,False,False,5662274.742445091,False,False,False,False
2022-12-02 00:00:00+00:00,17.69,18.15,16.64,16.87,4025464,,,,,,,,,,,,17.901483745653127,21.018261497289505,22.02995164723127,,,,,,,,,,,,17.32251311019593,21.879093078273435,22.051260121927328,24.86949637044935,,,,21.018261497289505,21.01029422443142,#000000,,19.530337857853,,34.401744655794836,-10.16956726333045,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9182792836436297,1.0625287299393442,False,False,False,False,-0.2942782240331786,-0.3165781178376857,False,False,False,False,-82491103,-79589269.52147852,False,False,False,False,5541029.5022639735,False,False,False,False
2022-12-09 00:00:00+00:00,12.68,17.51,12.04,17.44,27661932,,,,,,,,,,,,16.216911189926233,19.234348484657808,20.677524584295277,,,,,,,,,,,14.07666666666667,15.77534419005222,20.26830141771981,20.858029597493854,23.815813749224112,,,,19.234348484657808,18.865367485004498,#000000,,16.325817632825732,,32.784227762897444,-11.517130627247099,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8516529990406215,1.0711890907449815,False,False,False,False,-0.34282825441539394,-0.3297031861265398,False,False,False,False,-110153035,-81853252.14951715,False,False,False,False,7179614.872466642,True,False,False,False
2022-12-16 00:00:00+00:00,14.04,14.14,12.46,12.71,18462281,,,,,,,,,,,,15.610295665422731,18.401621802088716,19.950708821062722,,,,,,,,,,,13.864521931969513,15.237446509592388,19.454298501680004,20.194168644172688,23.18761496192599,,,,18.401621802088716,18.237584604739347,#000000,,15.778471477268337,,32.795112811409375,-11.762939533625897,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8627428240920842,1.125072849062614,False,False,False,False,-0.34282825441539394,-0.3362657202709669,False,False,False,False,-91690754,-82581955.99029365,False,False,False,False,8015367.918950595,False,False,False,False
2022-12-23 00:00:00+00:00,14.45,14.705,13.15,13.97,8017578,,,,,,,,,,,,15.474826227279594,18.144571263683414,19.7027867040931,,,,,,,,,,,13.899639470059892,15.129696797357505,19.18686443062638,19.963049097017937,22.952487104464808,,,,18.144571263683414,18.056740136822828,#000000,,15.6621834395951,,33.15156315305577,-11.762939533625897,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8468521311250005,1.1290859544242473,False,False,False,False,-0.3144440250900481,-0.3253548726805075,False,False,False,False,-83673176,-82662787.10212375,False,False,False,False,8015531.6286579585,False,False,False,False
