date,Close,High,Low,Open,Volume,aVWAP_peak_186,aVWAP_peak_160,aVWAP_peak_150,aVWAP_peak_143,aVWAP_peak_132,aVWAP_peak_126,aVWAP_peak_118,aVWAP_peak_104,aVWAP_peak_81,aVWAP_peak_76,aVWAP_peak_68,aVWAP_peak_59,aVWAP_peak_50,aVWAP_peak_33,aVWAP_peak_23,aVWAP_peak_13,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_159,aVWAP_valley_148,aVWAP_valley_136,aVWAP_valley_131,aVWAP_valley_120,aVWAP_valley_107,aVWAP_valley_95,aVWAP_valley_85,aVWAP_valley_63,aVWAP_valley_52,aVWAP_valley_41,aVWAP_valley_28,aVWAP_valley_19,aVWAP_valley_8,aVWAP_valley_4,aVWAP_OB_bull_171,aVWAP_OB_bull_95,aVWAP_OB_bull_41,aVWAP_OB_bear_143,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,98.2716392695,98.7980773878,97.1900482266,97.4580530868,240248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,240248.0,False,False,False,False
2022-01-07 00:00:00+00:00,95.7064498935,99.2958006995,95.5868048666,99.1809414738,406051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-406051,-30077.85185185185,False,False,False,False,252529.7037037037,False,False,False,False
2022-01-14 00:00:00+00:00,94.5770008398,97.4197666782,92.921209384,94.2228515603,300549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-706600,-80190.60356652949,False,False,False,False,256086.68861454047,False,False,False,False
2022-01-21 00:00:00+00:00,89.3604776683,93.2274049367,89.2073320339,92.988114883,355307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1061907,-152910.33663567546,False,False,False,False,263436.3413097597,False,False,False,False
2022-01-28 00:00:00+00:00,85.8094132708,89.274333249,83.9573082549,87.4461572384,474639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.34701825823335,,,,,86.34701825823335,#000000,,86.34701825823335,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1536546,-255401.86725525506,False,False,False,False,279080.98269422195,False,False,False,False
2022-02-04 00:00:00+00:00,86.5559982385,90.0879194317,85.7615552601,86.0965613353,302512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.78356013365902,,,,,86.78356013365902,#000000,,86.78356013365902,,1.8597336881965498,-48.2419704978767,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1234034,-327893.13634745835,False,False,False,False,280816.6136057611,False,False,False,False
2022-02-11 00:00:00+00:00,85.2542603461,89.8773441844,84.9479690774,86.2784217761,451445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7503542612104,,,,,86.7503542612104,#000000,,86.7503542612104,,2.9864919859696553,-47.253109934068,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1685479,-428455.05217357253,False,False,False,False,293455.7533386677,False,False,False,False
2022-02-18 00:00:00+00:00,86.1157045396,88.891469163,84.1977469009,85.1011147117,209005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.69965661831822,,,,,86.69965661831822,#000000,,86.69965661831822,,5.7124635639673,-44.77804909930801,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1476474,-506086.0853459005,False,False,False,False,287200.14198024786,False,False,False,False
2022-02-25 00:00:00+00:00,86.6229994535,86.7952882922,79.4442978414,85.244688744,429477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.28752852903334,86.14480377585433,,,,,85.21616615244383,#000000,,85.21616615244383,,8.736698005621228,-42.10364175610968,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1046997,-546153.5605054634,False,False,False,False,297739.16850022954,False,False,False,False
2022-03-04 00:00:00+00:00,82.172204454,87.6184460771,81.3586182713,86.3071365826,235271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.08539992628805,85.8730469985483,,,,,84.97922346241818,#000000,,84.97922346241818,,9.554326167632967,-41.585433697685986,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1282268,-600680.5560235772,False,False,False,False,293111.8967594718,False,False,False,False
