date,Close,High,Low,Open,Volume,aVWAP_peak_866,aVWAP_peak_842,aVWAP_peak_825,aVWAP_peak_804,aVWAP_peak_759,aVWAP_peak_737,aVWAP_peak_732,aVWAP_peak_713,aVWAP_peak_692,aVWAP_peak_659,aVWAP_peak_636,aVWAP_peak_623,aVWAP_peak_597,aVWAP_peak_571,aVWAP_peak_568,aVWAP_peak_567,aVWAP_peak_536,aVWAP_peak_521,aVWAP_peak_480,aVWAP_peak_462,aVWAP_peak_449,aVWAP_peak_437,aVWAP_peak_394,aVWAP_peak_360,aVWAP_peak_313,aVWAP_peak_292,aVWAP_peak_268,aVWAP_peak_251,aVWAP_peak_250,aVWAP_peak_209,aVWAP_peak_192,aVWAP_peak_175,aVWAP_peak_150,aVWAP_peak_108,aVWAP_peak_75,aVWAP_peak_55,aVWAP_peak_44,aVWAP_valley_904,aVWAP_valley_838,aVWAP_valley_819,aVWAP_valley_793,aVWAP_valley_773,aVWAP_valley_745,aVWAP_valley_744,aVWAP_valley_720,aVWAP_valley_702,aVWAP_valley_676,aVWAP_valley_649,aVWAP_valley_600,aVWAP_valley_525,aVWAP_valley_513,aVWAP_valley_489,aVWAP_valley_471,aVWAP_valley_458,aVWAP_valley_442,aVWAP_valley_441,aVWAP_valley_415,aVWAP_valley_413,aVWAP_valley_372,aVWAP_valley_353,aVWAP_valley_300,aVWAP_valley_284,aVWAP_valley_253,aVWAP_valley_241,aVWAP_valley_183,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_148,aVWAP_valley_126,aVWAP_valley_88,aVWAP_valley_66,aVWAP_valley_49,aVWAP_valley_14,aVWAP_OB_bear_759,aVWAP_OB_bear_175,aVWAP_OB_bear_108,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-18 00:00:00+00:00,8.9,9.09,8.612,8.879,390118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.21964259986203,-7.128989200339731,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,962360,111863.12813461799,False,False,False,False,157460.4092544999,False,False,False,False
2022-01-19 00:00:00+00:00,9.198,9.2,8.75,8.978,361178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.93735591691669,-6.255850964248083,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1323538,159379.7897763977,False,False,False,False,165449.33438177442,False,False,False,False
2022-01-20 00:00:00+00:00,9.019,9.53,8.999,9.1,337572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.46906235281135,-4.462679697201409,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,985966,191794.9352753625,False,False,False,False,172199.24283739112,False,False,False,False
2022-01-21 00:00:00+00:00,8.56,9.14,8.33,8.7,423468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.500959152952,-4.462679697201409,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,562498,206332.3103626032,False,False,False,False,182052.919588866,False,False,False,False
2022-01-24 00:00:00+00:00,8.291,8.308,7.57,8.2,464828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.056333333333333,,,,8.056333333333333,#000000,,8.056333333333333,,59.076665446223146,-4.462679697201409,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,97670,202071.04328955995,False,False,False,False,193142.13842851832,False,False,False,False
2022-01-25 00:00:00+00:00,8.75,8.787,7.901,8.22,339308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.234819664003767,,,,8.234819664003767,#000000,,8.234819664003767,,58.54889958838692,-4.462679697201409,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,436978,211283.08080761644,False,False,False,False,198874.13299994898,False,False,False,False
2022-01-26 00:00:00+00:00,8.728,9.2,8.531,9.11,384949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.424155387545886,,,,8.424155387545886,#000000,,8.424155387545886,,58.01791868189758,-4.462679697201409,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52029,205037.82273672952,False,False,False,False,206171.1866077941,False,False,False,False
2022-01-27 00:00:00+00:00,8.6,9.16,8.466,8.855,284404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48550384631307,,,,8.48550384631307,#000000,,8.48550384631307,,56.592280584777924,-4.462679697201409,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-232375,187884.37870783816,False,False,False,False,209239.14007415515,False,False,False,False
2022-01-28 00:00:00+00:00,8.75,8.988,8.457,8.667,205250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.515600793412993,,,,8.515600793412993,#000000,,8.515600793412993,,56.68773220620339,-4.462679697201409,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-27125,179452.6383663543,False,False,False,False,209082.703208502,False,False,False,False
2022-01-31 00:00:00+00:00,9.079,9.16,8.653,8.854,362990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.595319712034915,,,,8.595319712034915,#000000,,8.595319712034915,,58.77277330132365,-4.462679697201409,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,335865,185586.45646963452,False,False,False,False,215118.28347483525,False,False,False,False
2022-02-01 00:00:00+00:00,9.6,9.6,8.883,8.915,591416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.767294887419164,,,,8.767294887419164,#000000,,8.767294887419164,,62.593369822824414,0.016590294739017963,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,927281,214672.5170002371,False,False,False,False,229875.05667190053,False,False,False,False
2022-02-02 00:00:00+00:00,10.2,10.4,9.321,9.8,1157338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.135633144641462,,,,9.135633144641462,#000000,,9.135633144641462,,67.12013467216094,5.151645859051129,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2084619,288003.75162767875,False,False,False,False,266246.15248868876,False,False,False,False
2022-02-03 00:00:00+00:00,10.7,10.8,9.805,9.98,866946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.377500685249307,,,,9.377500685249307,#000000,,9.377500685249307,,71.36600211680876,9.798573146853272,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2951565,392457.13391678943,False,False,False,False,289803.0092538382,False,False,False,False
2022-02-04 00:00:00+00:00,10.6,11.4,10.5,10.9,969052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.628239564362403,,,,9.628239564362403,#000000,,9.628239564362403,,73.32086749929206,12.190364332152235,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1982513,454812.26592005265,False,False,False,False,316440.22457721713,False,False,False,False
2022-02-07 00:00:00+00:00,11.0,11.0,10.4,10.9,588737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.73923466117091,,,,9.73923466117091,#000000,,9.73923466117091,,75.58381747374068,14.877336481994888,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2571250,537809.8241192664,False,False,False,False,327118.52949575766,False,False,False,False
2022-02-08 00:00:00+00:00,10.7,11.1,10.4,11.1,400380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.799398115232114,,,,9.799398115232114,#000000,,9.799398115232114,,74.56994886859434,14.877336481994888,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2170870,601851.399644001,False,False,False,False,329991.5283390613,False,False,False,False
2022-02-09 00:00:00+00:00,10.7,10.75,10.4,10.6,405626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.846612870585908,,,,9.846612870585908,#000000,,9.846612870585908,,73.89403646516344,14.877336481994888,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2170870,663381.5408344324,False,False,False,False,332957.586051255,False,False,False,False
2022-02-10 00:00:00+00:00,11.0,11.5,10.519,10.6,756617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.959428781500334,,,,9.959428781500334,#000000,,9.959428781500334,,74.3822743065586,15.391329945064498,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2927487,752169.9902134743,False,False,False,False,349571.6807159117,False,False,False,False
2022-02-11 00:00:00+00:00,12.6,12.6,11.2,11.2,1402581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.291557001773267,,,,10.291557001773267,#000000,,10.291557001773267,,77.79364397986446,19.204860791162574,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4330068,892479.7160874556,False,False,False,False,390866.1638250916,False,False,False,False
2022-02-14 00:00:00+00:00,13.0,13.2,12.1,12.5,1083943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.552934865430059,,,,10.552934865430059,#000000,,10.552934865430059,,80.54807366377753,22.24761057109697,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5414011,1069794.6683977516,False,False,False,False,418045.64759665664,False,False,False,False
2022-02-15 00:00:00+00:00,12.9,13.0,12.0,12.6,751493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.694857980800649,,,,10.694857980800649,#000000,,10.694857980800649,,81.6642068417225,23.701523359024705,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4662518,1210685.7794409771,False,False,False,False,431122.0143575721,False,False,False,False
2022-02-16 00:00:00+00:00,12.7,13.8,12.5,13.0,753631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.842462221313658,,,,10.842462221313658,#000000,,10.842462221313658,,80.94457593313805,23.701523359024705,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3908887,1316497.5920119192,False,False,False,False,443769.42555923597,False,False,False,False
2022-02-17 00:00:00+00:00,13.1,13.6,12.5,12.7,721204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.970886252134557,,,,10.970886252134557,#000000,,10.970886252134557,,81.17023825814329,24.069577873182624,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4630091,1446442.4315408636,False,False,False,False,454649.21279220714,False,False,False,False
2022-02-18 00:00:00+00:00,12.6,13.265,12.3,13.2,620863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.053789820597952,,,,11.053789820597952,#000000,,11.053789820597952,,77.93806000893629,24.069577873182624,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4009228,1546943.8263823984,False,False,False,False,461167.40052584605,False,False,False,False
2022-02-22 00:00:00+00:00,12.9,13.7,12.8,13.2,851037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.180540523167867,,,,11.180540523167867,#000000,,11.180540523167867,,76.50436145403513,24.069577873182624,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4860265,1676877.990053677,False,False,False,False,476456.4044267933,False,False,False,False
2022-02-23 00:00:00+00:00,13.2,13.7,12.811,13.6,516492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25389770479281,,,,11.25389770479281,#000000,,11.25389770479281,,76.2251664361124,24.069577873182624,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5376757,1821971.2845613759,False,False,False,False,478026.4277826053,False,False,False,False
2022-02-24 00:00:00+00:00,14.2,14.5,13.15,13.9,1336977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.481806950364762,,,,11.481806950364762,#000000,,11.481806950364762,,77.82476716889991,24.069577873182624,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6713734,2013805.1165393612,False,False,False,False,511710.76394799334,False,False,False,False
2022-02-25 00:00:00+00:00,13.8,14.6,13.3,14.6,790279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.59688631583562,,,,11.59688631583562,#000000,,11.59688631583562,,76.5059540749732,24.069577873182624,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5923455,2167124.7198123275,False,False,False,False,522635.00849905243,False,False,False,False
2022-02-28 00:00:00+00:00,14.0,14.1,13.5,14.1,720678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.691292674117804,,,,11.691292674117804,#000000,,11.691292674117804,,76.03024656596126,24.069577873182624,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6644133,2342693.67197655,False,False,False,False,530401.400322619,False,False,False,False
2022-03-01 00:00:00+00:00,14.4,14.8,13.9,14.0,765278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.804457125169531,,,,11.804457125169531,#000000,,11.804457125169531,,76.48139289523692,24.069577873182624,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7409411,2541388.4691539407,False,False,False,False,539612.2473687908,False,False,False,False
2022-03-02 00:00:00+00:00,15.1,15.2,14.4,14.7,1068801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.977125691457417,,,,11.977125691457417,#000000,,11.977125691457417,,77.92148331486092,24.069577873182624,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8478212,2774205.0782067273,False,False,False,False,560364.7474719754,False,False,False,False
2022-03-03 00:00:00+00:00,14.1,15.4,13.5,15.1,1408623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.138479765103929,,,,12.138479765103929,#000000,,12.138479765103929,,73.71261999642519,28.66763623902021,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7069589,2942651.5065123457,False,False,False,False,593629.7769828783,False,False,False,False
2022-03-04 00:00:00+00:00,15.3,15.5,14.0,14.3,1157823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.287412646930244,,,,12.287412646930244,#000000,,12.287412646930244,,73.24492393781853,28.13324599895104,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8227412,3149897.0160608813,False,False,False,False,615755.0014149224,False,False,False,False
2022-03-07 00:00:00+00:00,17.8,17.9,15.7,16.0,2278320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.747323526132337,,,,12.747323526132337,#000000,,12.747323526132337,,75.85506023219034,28.13324599895104,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10505732,3438361.133078102,False,False,False,False,680953.6288104157,False,False,False,False
2022-03-08 00:00:00+00:00,18.0,20.2,16.8,19.0,3262980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.41574343717443,,,,15.874538385253882,#000000,,15.874538385253882,,77.76612034933414,28.13324599895104,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13768712,3843472.9317809218,False,False,False,False,782209.5649354975,False,False,False,False
2022-03-09 00:00:00+00:00,16.0,17.25,15.6,17.1,1585155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.663061620602562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.573280507229981,,,,15.618171063916272,#000000,,15.618171063916272,,72.79429983725014,28.07403658968572,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12183557,4170535.0521032386,False,False,False,False,813697.6212125368,False,False,False,False
2022-03-10 00:00:00+00:00,16.6,16.8,15.8,16.1,800828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.484003072776368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64961600964097,,,,15.56680954120867,#000000,,15.56680954120867,,70.35212763913387,25.903254819037272,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12984385,4516176.226530562,False,False,False,False,813192.9301845942,False,False,False,False
2022-03-11 00:00:00+00:00,15.8,16.745,15.5,16.2,699943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.32205101083557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.704158803619112,,,,15.51310490722734,#000000,,15.51310490722734,,66.6803574356098,22.571733063217792,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12284442,4820814.099999952,False,False,False,False,808751.7564518652,False,False,False,False
