date,Open,High,Low,Close,Volume,aVWAP_peak_865,aVWAP_peak_864,aVWAP_peak_846,aVWAP_peak_827,aVWAP_peak_785,aVWAP_peak_746,aVWAP_peak_724,aVWAP_peak_672,aVWAP_peak_648,aVWAP_peak_635,aVWAP_peak_612,aVWAP_peak_582,aVWAP_peak_581,aVWAP_peak_540,aVWAP_peak_487,aVWAP_peak_431,aVWAP_peak_390,aVWAP_peak_287,aVWAP_peak_255,aVWAP_peak_216,aVWAP_peak_193,aVWAP_peak_164,aVWAP_peak_138,aVWAP_peak_122,aVWAP_peak_53,aVWAP_peak_34,aVWAP_valley_877,aVWAP_valley_858,aVWAP_valley_815,aVWAP_valley_774,aVWAP_valley_703,aVWAP_valley_689,aVWAP_valley_664,aVWAP_valley_637,aVWAP_valley_602,aVWAP_valley_569,aVWAP_valley_498,aVWAP_valley_467,aVWAP_valley_438,aVWAP_valley_396,aVWAP_valley_372,aVWAP_valley_334,aVWAP_valley_281,aVWAP_valley_264,aVWAP_valley_240,aVWAP_valley_204,aVWAP_valley_174,aVWAP_valley_155,aVWAP_valley_127,aVWAP_valley_42,aVWAP_valley_12,aVWAP_OB_bull_877,aVWAP_OB_bear_724,aVWAP_OB_bear_53,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,23.54,23.77,23.36,23.645,9292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9292.0,False,False,False,False
2025-02-03 16:00:00+00:00,23.645,23.73,23.49,23.51,11691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11691.0,-181.25581395348837,False,False,False,False,9329.193798449613,False,False,False,False
2025-02-03 17:00:00+00:00,23.51,23.8,23.51,23.675,16403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,19.298245614035167,-78.94736842105274,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4712.0,-105.39138272940328,False,False,False,False,9438.865212427138,False,False,False,False
2025-02-03 18:00:00+00:00,23.665,23.83,23.565,23.815,11546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.159282386758,-60.94261076419868,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16258.0,148.30460770050996,False,False,False,False,9471.533968823616,False,False,False,False
2025-02-03 19:00:00+00:00,23.815,23.84,23.73,23.815,13852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.06664023523989,-48.20993160868272,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16258.0,398.0673269609672,False,False,False,False,9539.448170857358,False,False,False,False
2025-02-03 20:00:00+00:00,23.815,23.985,23.555,23.555,42978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.9386830119095,-48.20993160868272,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-26720.0,-22.36782539501678,False,False,False,False,10057.875330999104,False,False,False,False
2025-02-04 15:00:00+00:00,23.59,23.73,23.38,23.64,23682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.738420011148236,-45.356706198260284,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3038.0,-69.12181259819481,False,False,False,False,10269.10207005338,False,False,False,False
2025-02-04 16:00:00+00:00,23.665,23.88,23.665,23.77,12215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.681390942282185,-38.15624469004679,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9177.0,74.22891317852138,False,False,False,False,10299.271030207592,False,False,False,False
2025-02-04 17:00:00+00:00,23.77,23.77,23.6,23.71,9955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.490030741937,-33.7901694757334,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-778.0,61.01606181141253,False,False,False,False,10293.933494855537,False,False,False,False
2025-02-04 18:00:00+00:00,23.71,23.74,23.665,23.7,12101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.72500221609862,-29.89072847489963,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12879.0,-139.60434224767914,False,False,False,False,10321.950029819016,False,False,False,False
