date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_128,aVWAP_BoS_CHoCH_bull_230,aVWAP_BoS_CHoCH_bull_272,aVWAP_BoS_CHoCH_bull_358,aVWAP_BoS_CHoCH_bull_446,aVWAP_BoS_CHoCH_bull_519,aVWAP_BoS_CHoCH_bull_631,aVWAP_BoS_CHoCH_bull_861,aVWAP_BoS_CHoCH_bear_140,aVWAP_BoS_CHoCH_bear_673,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,144.211053416,144.6837233608,142.6484095608,143.6156185119,25224500,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,143.5569696649,145.7374145099,142.9601679445,144.6842203849,22927780,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,136.8342213235,143.4391749468,136.7049950505,143.3228713011,49641520,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,136.7323313775,138.8546243997,135.9495183775,136.6791497959,29049040,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-07 00:00:00+00:00,136.1890840067,137.431887866,134.9808183541,137.0842244594,19408240,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-10 00:00:00+00:00,137.7492427413,137.814849926,132.3480815535,134.2949250588,34095680,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,6.81065260431932,-43.756901779373955,False,False,False,True,True,
2022-01-11 00:00:00+00:00,139.1841513958,139.4942944511,135.9992207902,137.3580847534,22963060,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.894406518405237,-35.80849694725738,False,False,False,True,True,
2022-01-12 00:00:00+00:00,140.8049470739,141.9642508798,140.2721372098,140.7120035621,23641580,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,25.807371768995203,-27.462746122649108,False,False,False,True,True,
2022-01-13 00:00:00+00:00,138.3029276187,142.3332962643,138.0872191476,140.9963013628,26565080,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,28.92386492277503,-25.60346747495921,False,False,False,True,True,
2022-01-14 00:00:00+00:00,138.9545262492,140.3601104802,136.6816349165,136.6816349165,23825920,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,32.33533905989589,-23.223589245223813,False,False,False,True,True,
2022-01-18 00:00:00+00:00,135.4793335534,136.5737757108,134.8098420544,135.786991488,26945500,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.14021560258366,-23.223589245223813,False,False,False,True,True,
2022-01-19 00:00:00+00:00,134.8446337433,137.575781321,134.6935384087,136.123476822,20055140,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,29.857661639871687,-23.223589245223813,False,False,False,True,True,
2022-01-20 00:00:00+00:00,132.7119032144,137.0911827972,132.3520577465,135.7015033382,21930560,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,27.5669972728599,-23.223589245223813,False,False,False,True,False,
2022-01-21 00:00:00+00:00,129.3177254514,133.9584397249,129.2272670603,132.2203463529,41919220,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,24.38141328009322,-18.455448894722696,False,False,False,True,False,
2022-01-24 00:00:00+00:00,129.5960589625,130.0001395777,123.900112765,125.2774163232,55292040,,,,,,,,,,,127.83210376840002,#000000,,127.83210376840002,,0,,,0.0,0.0,0.0,0.0,22.78109437907781,-19.93478644305096,False,False,False,True,False,
2022-01-25 00:00:00+00:00,125.981202487,128.568710092,125.6258302362,127.6710845187,36008600,,,,,,,,,,,127.39556421245598,#000000,,127.39556421245598,,0,,,0.0,0.0,0.0,0.0,20.3120953190669,-22.31635739696909,False,False,False,True,False,
2022-01-26 00:00:00+00:00,128.470796339,132.0170634849,126.3967146572,129.8152466025,39630880,,,,,,,,,,,127.86955548057111,#000000,,127.86955548057111,,0,,,0.0,0.0,0.0,0.0,22.61439849519833,-22.31635739696909,False,False,False,True,False,
2022-01-27 00:00:00+00:00,128.3525045968,131.8206793119,128.1775521041,130.5791726856,30285020,,,,,,,,,,,128.16649290357944,#000000,,128.16649290357944,,0,,,0.0,0.0,0.0,0.0,24.083375319506736,-22.31635739696909,False,False,False,True,False,
2022-01-28 00:00:00+00:00,132.4961947433,132.5767126519,127.9285430165,129.226273012,30517560,,,,,,,,,,,128.61756799751143,#000000,,128.61756799751143,,0,,,0.0,0.0,0.0,0.0,30.38165168338604,-27.27233464661978,False,False,False,True,True,
2022-01-31 00:00:00+00:00,134.8908569871,135.0349939839,131.4867387415,133.399287582,34055560,,,,,,,,,,,129.39986042213565,#000000,,129.39986042213565,,0,,,0.0,0.0,0.0,0.0,36.90002785515538,-21.28253921792134,False,False,False,True,True,
2022-02-01 00:00:00+00:00,137.0578821807,137.3774686943,133.7673090969,137.0146410816,51203200,,,,,,,,,,,130.63240920765682,#000000,,130.63240920765682,,0,,,0.0,0.0,0.0,0.0,43.05319910686882,-15.781908667842245,False,False,False,True,True,
2022-02-02 00:00:00+00:00,147.1554243442,151.194739424,144.6911836929,150.959647012,89750760,,,,,,,,,,,141.2424566644936,#000000,,141.2424566644936,,0,,,0.0,0.0,0.0,0.0,52.46744033326776,-7.359921148258422,False,False,True,False,True,
2022-02-03 00:00:00+00:00,141.8014804485,148.2302091973,141.3586319513,144.430241056,56930140,,,,,,,,,,,141.09294598349962,#000000,,141.09294598349962,,0,,,0.0,0.0,0.0,0.0,54.648061573466755,-5.777101155544109,False,False,True,False,True,
2022-02-04 00:00:00+00:00,142.1648050853,143.6750128951,138.985341745,142.1657991335,49224400,,,,,,,,,,,140.81069134594213,#000000,,140.81069134594213,,0,,,0.0,0.0,0.0,0.0,56.275346927198754,-4.410974816237172,False,False,True,False,True,
2022-02-07 00:00:00+00:00,138.1110763057,142.9903571899,137.873498773,142.8536805253,44610740,,,,,,,,,,,140.4449030493056,#000000,,140.4449030493056,,0,,,0.0,0.0,0.0,0.0,54.68421042613154,-4.410974816237172,False,False,True,False,True,
2022-02-08 00:00:00+00:00,138.3844395755,139.0048449718,136.0583666613,138.1640093752,34255040,,,,,,,,,,,140.08721525071272,#000000,,140.08721525071272,,0,,,0.0,0.0,0.0,0.0,53.783566812456414,-4.410974816237172,False,False,True,False,True,
2022-02-09 00:00:00+00:00,140.6111076644,141.3293075278,139.5415117431,140.0114480552,28627160,,,,,,,,,,,140.04509508659115,#000000,,140.04509508659115,,0,,,0.0,0.0,0.0,0.0,54.48777331511515,-4.410974816237172,False,False,True,False,True,
2022-02-10 00:00:00+00:00,137.7775731165,140.5892386028,137.2283614562,138.6697314244,33017700,,,,,,,,,,,139.86472799582702,#000000,,139.86472799582702,,0,,,0.0,0.0,0.0,0.0,53.0490942737123,-4.410974816237172,False,False,True,False,True,
