date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_113,aVWAP_BoS_CHoCH_bull_223,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-14 17:00:00+00:00,13.59,13.605,13.355,13.535,1619.0,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-15 17:00:00+00:00,13.57,13.57,13.32,13.41,5602.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2023-12-18 17:00:00+00:00,13.29,13.54,13.29,13.4,4447.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2023-12-19 17:00:00+00:00,13.59,13.65,13.55,13.635,11565.0,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,22.86074581156548,-29.42532876959107,False,False,False,True,True,
2023-12-20 17:00:00+00:00,13.445,13.45,13.21,13.245,4688.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,25.265183689392924,-28.632979428240297,False,False,False,True,True,
2023-12-21 17:00:00+00:00,13.5,13.62,13.47,13.51,3666.0,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,33.868085875328276,-21.766177599538224,False,False,False,True,True,
2023-12-22 17:00:00+00:00,13.59,13.61,13.4,13.43,1133.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,38.02765733412748,-18.908296976253574,False,False,False,True,True,
2023-12-25 17:00:00+00:00,13.43,13.43,13.43,13.43,0.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,40.80070497332696,-16.96819806328812,False,False,False,True,True,
2023-12-26 17:00:00+00:00,13.52,13.58,13.45,13.48,307.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,43.869429163013386,-14.428677355895509,False,False,False,True,True,
2023-12-27 17:00:00+00:00,13.57,13.61,13.455,13.48,622.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,45.915245289471,-12.594208809995337,False,False,False,True,True,
